team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,35.9,81.8,8.1,22.8,27.7,59.1,15.7,20.6,.761,9.1,31.1,40.2,17.7,7.2,3.6,12.4,20.7,95.6
San Antonio Spurs,36.7,83.0,8.3,24.3,28.5,58.7,16.6,21.4,.776,9.6,31.4,41.0,21.0,7.6,4.2,14.5,20.1,98.3
Dallas Mavericks,36.6,78.3,9.4,24.5,27.2,53.8,17.3,22.5,.771,8.9,35.5,44.4,20.6,6.2,3.5,15.3,19.3,100.0
Memphis Grizzlies,34.5,78.9,9.6,28.0,24.9,51.0,20.9,27.9,.748,9.2,33.2,42.4,19.9,7.0,5.1,14.7,21.4,99.6
Milwaukee Bucks,38.1,83.9,10.6,29.2,27.5,54.7,18.5,23.8,.779,10.7,31.9,42.6,24.3,7.5,5.2,14.9,19.9,105.3
Detroit Pistons,37.9,82.9,8.8,24.6,29.1,58.3,17.2,21.8,.786,8.2,34.3,42.5,23.0,7.0,4.2,12.7,17.5,101.8
Washington Wizards,38.8,84.7,9.7,27.4,29.1,57.4,18.1,24.2,.748,10.7,32.3,42.9,22.7,7.5,4.4,15.7,19.6,105.5
Miami Heat,37.9,84.7,8.0,23.2,29.9,61.6,18.4,23.7,.774,10.3,33.8,44.1,20.3,7.0,5.0,13.3,18.8,102.1
Cleveland Cavaliers,40.4,88.8,10.3,28.3,30.1,60.5,15.0,19.4,.772,11.1,32.8,43.9,24.5,7.5,4.7,13.4,21.2,106.1
Atlanta Hawks,39.1,87.6,10.7,29.8,28.4,57.8,15.4,20.0,.767,10.8,33.5,44.3,22.8,9.1,5.1,15.3,21.4,104.3
Chicago Bulls,39.8,86.2,9.1,25.0,30.8,61.2,14.3,18.7,.765,9.9,32.4,42.4,24.1,7.3,4.8,13.2,19.5,103.1
Golden State Warriors,39.0,89.7,9.3,28.4,29.8,61.2,18.0,23.6,.762,11.4,32.1,43.5,22.6,8.6,3.8,15.4,20.0,105.4
Toronto Raptors,37.6,83.0,9.9,27.6,27.7,55.4,19.0,24.3,.783,10.3,32.4,42.7,21.8,6.5,4.7,15.0,20.5,104.2
Charlotte Hornets,39.3,88.0,11.3,31.4,28.0,56.6,14.5,18.7,.774,9.2,35.8,45.0,23.8,7.0,5.9,12.7,20.1,104.4
Los Angeles Clippers,38.4,85.6,9.2,26.1,29.3,59.5,18.8,24.1,.779,10.4,33.2,43.6,22.6,7.2,3.5,13.5,22.2,104.7
Philadelphia 76ers,39.1,85.5,9.1,25.1,30.0,60.3,19.6,25.6,.763,10.7,34.4,45.1,22.1,8.3,5.1,15.2,20.3,106.9
Sacramento Kings,37.6,81.5,11.1,29.9,26.5,51.6,19.1,24.6,.778,9.7,32.6,42.3,23.1,8.4,5.3,14.6,20.9,105.5
Boston Celtics,38.6,85.3,9.2,26.8,29.5,58.5,19.1,25.0,.764,10.8,33.8,44.7,22.6,7.4,5.0,14.1,19.7,105.5
Oklahoma City Thunder,39.4,86.2,8.8,24.8,30.6,61.4,18.3,24.2,.754,9.6,31.8,41.4,21.5,8.5,5.4,13.8,21.0,105.9
Minnesota Timberwolves,39.1,83.1,9.9,27.3,29.3,55.8,17.8,23.3,.767,9.7,30.7,40.4,22.6,7.8,5.0,14.2,20.7,105.9
Indiana Pacers,38.4,85.1,10.5,29.2,27.9,55.9,19.1,24.2,.788,11.0,33.9,44.9,22.8,8.1,5.2,15.1,19.9,106.3
Orlando Magic,39.7,85.7,9.5,26.0,30.2,59.6,17.1,22.3,.763,9.9,35.4,45.2,22.9,7.5,5.1,13.4,18.9,105.9
Portland Trail Blazers,39.0,85.9,9.9,26.2,29.1,59.7,22.0,27.8,.792,10.1,34.6,44.7,20.9,7.9,5.3,12.9,19.7,110.0
New Orleans Pelicans,40.0,89.1,10.5,29.9,29.5,59.2,16.4,21.1,.777,10.5,38.0,48.5,23.4,7.6,4.5,13.8,19.6,106.9
New York Knicks,40.2,88.5,9.8,28.0,30.4,60.5,19.2,24.6,.780,11.8,33.2,45.0,22.5,7.6,4.7,12.9,18.4,109.4
Houston Rockets,40.4,87.6,9.8,28.1,30.7,59.5,17.6,22.7,.775,10.5,32.9,43.4,23.3,8.7,5.0,15.5,20.3,108.2
Denver Nuggets,42.2,87.8,9.6,25.6,32.6,62.2,17.9,22.7,.788,9.1,31.3,40.3,24.5,8.5,5.1,12.1,20.6,111.7
Phoenix Suns,40.1,85.0,9.9,25.4,30.3,59.6,22.4,28.3,.789,9.8,33.2,43.0,22.4,8.1,5.6,15.4,22.0,112.5
Brooklyn Nets,42.6,92.0,10.2,27.7,32.4,64.3,19.1,24.7,.771,11.3,36.4,47.7,23.4,9.9,5.9,13.1,20.0,114.4
Los Angeles Lakers,41.5,86.5,9.9,27.1,31.6,59.4,18.0,23.8,.759,10.5,34.4,44.9,25.4,8.7,5.3,14.0,18.7,110.9
