team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,4080,.433,13.6,.695,.272,.143,.108,.171,.305,.479,.570,.420,.404,.433,.329,.479,.041,55,.231,171,.805,.212,.375
Boston Celtics,3840,.438,13.4,.696,.276,.170,.101,.149,.304,.479,.604,.396,.374,.410,.343,.507,.038,49,.245,186,.826,.207,.368
Brooklyn Nets,3840,.476,13.2,.689,.292,.154,.099,.145,.311,.521,.612,.451,.444,.464,.375,.501,.049,63,.269,223,.806,.265,.433
Chicago Bulls,3840,.440,12.7,.709,.286,.186,.099,.140,.291,.471,.617,.399,.350,.351,.364,.517,.042,54,.272,211,.864,.262,.311
Charlotte Hornets,3890,.439,14.1,.651,.290,.112,.093,.156,.349,.487,.574,.428,.432,.396,.349,.510,.033,42,.260,197,.868,.215,.327
Cleveland Cavaliers,3600,.442,13.7,.679,.274,.146,.115,.141,.321,.483,.628,.310,.458,.411,.354,.478,.029,34,.246,195,.850,.183,.354
Dallas Mavericks,3890,.458,14.1,.658,.258,.146,.085,.169,.342,.487,.630,.373,.430,.393,.402,.509,.049,57,.217,159,.764,.259,.393
Denver Nuggets,4155,.459,12.9,.737,.286,.156,.119,.176,.263,.503,.631,.473,.444,.357,.338,.474,.046,68,.246,217,.859,.223,.382
Detroit Pistons,4320,.434,13.2,.710,.265,.176,.109,.160,.290,.471,.639,.367,.372,.373,.344,.509,.033,43,.239,223,.853,.248,.370
Golden State Warriors,4080,.433,13.3,.706,.269,.171,.104,.162,.294,.474,.615,.361,.409,.403,.335,.488,.042,57,.241,208,.854,.211,.389
Houston Rockets,4080,.460,13.3,.693,.268,.183,.092,.150,.307,.499,.671,.384,.447,.361,.372,.452,.040,55,.241,218,.866,.261,.426
Indiana Pacers,4420,.443,14.0,.660,.276,.131,.093,.160,.340,.502,.592,.488,.428,.406,.328,.489,.045,64,.261,214,.868,.254,.356
Los Angeles Clippers,4320,.432,13.3,.726,.257,.159,.136,.173,.274,.456,.621,.406,.368,.327,.367,.494,.044,60,.228,189,.795,.238,.327
Los Angeles Lakers,4320,.484,13.1,.681,.315,.136,.093,.137,.319,.547,.710,.401,.379,.427,.351,.549,.066,97,.258,261,.868,.214,.443
Memphis Grizzlies,4180,.437,13.6,.661,.297,.141,.081,.142,.339,.487,.631,.374,.374,.362,.339,.467,.040,49,.268,204,.836,.247,.360
Miami Heat,3865,.428,12.5,.746,.278,.180,.127,.160,.254,.457,.547,.432,.394,.381,.343,.435,.029,34,.257,176,.897,.279,.379
Milwaukee Bucks,3625,.434,13.6,.662,.293,.139,.096,.136,.338,.496,.626,.362,.451,.387,.313,.542,.045,49,.247,182,.896,.281,.380
Minnesota Timberwolves,3840,.470,12.8,.687,.320,.149,.082,.135,.313,.530,.663,.461,.400,.370,.339,.468,.064,76,.271,206,.794,.217,.391
New Orleans Pelicans,4395,.439,13.3,.678,.281,.177,.098,.121,.322,.479,.650,.361,.373,.338,.354,.525,.047,69,.250,239,.880,.209,.352
New York Knicks,3865,.451,12.5,.697,.329,.150,.087,.131,.303,.494,.588,.429,.415,.385,.354,.446,.047,58,.290,208,.801,.223,.467
Oklahoma City Thunder,4395,.452,12.1,.706,.312,.191,.098,.105,.294,.496,.643,.372,.381,.392,.347,.450,.053,74,.272,250,.832,.259,.350
Orlando Magic,4080,.446,12.7,.726,.306,.157,.113,.150,.274,.489,.626,.410,.364,.390,.333,.484,.064,75,.247,208,.865,.223,.348
Philadelphia 76ers,4180,.453,13.0,.700,.295,.152,.102,.150,.300,.503,.645,.403,.410,.387,.336,.468,.049,69,.256,229,.857,.198,.418
Phoenix Suns,4395,.453,13.3,.710,.284,.140,.131,.154,.290,.482,.606,.369,.438,.393,.381,.481,.035,52,.250,221,.851,.196,.456
Portland Trail Blazers,4635,.460,13.1,.699,.298,.157,.105,.141,.301,.499,.603,.432,.418,.408,.369,.434,.051,75,.249,227,.777,.200,.382
Sacramento Kings,4130,.460,14.2,.648,.232,.182,.082,.154,.352,.513,.672,.480,.416,.362,.362,.535,.051,62,.209,179,.818,.267,.415
San Antonio Spurs,4080,.451,13.5,.685,.277,.161,.095,.152,.315,.501,.606,.429,.444,.418,.342,.504,.051,62,.246,192,.821,.279,.325
Toronto Raptors,3865,.461,13.2,.661,.310,.158,.079,.114,.339,.518,.638,.415,.379,.433,.348,.519,.063,74,.268,195,.839,.218,.381
Utah Jazz,4080,.423,12.7,.726,.299,.163,.101,.162,.274,.451,.557,.338,.355,.429,.347,.440,.042,50,.257,182,.789,.180,.420
Washington Wizards,3625,.464,13.9,.673,.268,.148,.103,.156,.327,.500,.624,.432,.442,.390,.389,.487,.041,48,.249,175,.836,.176,.444
