team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.458,12.9,.691,.316,.129,.102,.144,.309,.512,.645,.342,.448,.408,.338,.542,.058,76,.266,214,.886,.249,.418,1,0
Boston Celtics,.448,13.8,.642,.294,.146,.070,.131,.358,.498,.626,.332,.433,.433,.359,.546,.029,38,.281,227,.836,.219,.481,3,0
Brooklyn Nets,.438,13.7,.599,.287,.184,.058,.071,.401,.510,.593,.468,.463,.320,.331,.413,.031,38,.284,216,.863,.222,.336,2,0
Chicago Bulls,.443,12.5,.760,.279,.179,.109,.194,.240,.474,.565,.502,.364,.380,.342,.476,.041,49,.264,196,.845,.236,.400,2,0
Charlotte Hornets,.440,13.6,.662,.303,.130,.083,.146,.338,.484,.610,.389,.395,.356,.355,.572,.030,39,.278,219,.807,.141,.394,3,0
Cleveland Cavaliers,.452,14.7,.598,.270,.119,.092,.119,.402,.493,.631,.308,.488,.365,.392,.448,.056,65,.221,160,.845,.261,.457,2,0
Dallas Mavericks,.410,15.1,.648,.209,.128,.121,.189,.352,.462,.610,.406,.398,.378,.315,.436,.038,42,.180,129,.796,.182,.318,2,0
Denver Nuggets,.433,12.1,.714,.344,.168,.085,.117,.286,.463,.566,.391,.344,.352,.359,.465,.044,57,.306,234,.870,.198,.435,4,0
Detroit Pistons,.443,12.4,.777,.254,.219,.142,.163,.223,.479,.646,.381,.425,.394,.319,.472,.046,68,.210,194,.838,.218,.395,8,0
Golden State Warriors,.506,14.3,.638,.290,.111,.103,.135,.362,.574,.710,.463,.434,.475,.386,.673,.069,95,.230,217,.835,.205,.394,5,0
Houston Rockets,.469,14.0,.563,.319,.139,.046,.058,.437,.539,.667,.368,.403,.373,.378,.550,.068,88,.278,243,.756,.200,.357,3,0
Indiana Pacers,.454,13.1,.742,.257,.176,.102,.205,.258,.490,.599,.489,.368,.415,.349,.503,.029,43,.256,236,.847,.235,.381,4,0
Los Angeles Clippers,.465,13.8,.687,.297,.116,.080,.193,.313,.505,.661,.294,.390,.440,.376,.501,.064,80,.244,213,.780,.235,.398,4,0
Los Angeles Lakers,.460,13.1,.699,.266,.182,.124,.126,.301,.500,.647,.404,.390,.444,.366,.461,.063,90,.205,184,.809,.216,.353,5,0
Memphis Grizzlies,.423,13.2,.696,.295,.156,.095,.150,.304,.461,.547,.438,.398,.352,.338,.483,.030,36,.276,198,.813,.216,.446,4,0
Miami Heat,.423,12.4,.705,.327,.167,.076,.135,.295,.458,.587,.352,.346,.339,.338,.408,.049,60,.286,204,.934,.316,.383,1,0
Milwaukee Bucks,.452,11.8,.713,.354,.167,.087,.104,.287,.499,.644,.330,.330,.425,.333,.539,.071,84,.282,208,.951,.268,.323,2,0
Minnesota Timberwolves,.448,12.7,.714,.304,.167,.088,.157,.286,.485,.612,.426,.331,.386,.356,.494,.055,70,.256,184,.846,.246,.383,1,0
New Orleans Pelicans,.448,13.3,.718,.260,.184,.102,.171,.282,.494,.616,.452,.408,.405,.329,.545,.040,55,.234,207,.839,.219,.347,4,0
New York Knicks,.448,13.1,.719,.305,.115,.133,.166,.281,.485,.589,.402,.437,.390,.354,.471,.035,46,.270,207,.845,.182,.466,6,0
Oklahoma City Thunder,.456,12.1,.709,.331,.151,.126,.101,.291,.501,.629,.383,.423,.356,.344,.465,.061,85,.273,251,.830,.299,.420,4,0
Orlando Magic,.409,13.4,.705,.272,.176,.091,.166,.295,.449,.602,.366,.394,.317,.314,.491,.037,47,.241,189,.903,.183,.295,6,0
Philadelphia 76ers,.435,13.8,.658,.278,.136,.110,.134,.342,.473,.657,.344,.348,.333,.363,.510,.032,42,.246,219,.854,.171,.417,3,0
Phoenix Suns,.441,12.7,.744,.295,.156,.123,.171,.256,.482,.597,.432,.378,.403,.323,.393,.045,60,.256,228,.811,.306,.296,5,0
Portland Trail Blazers,.455,13.9,.654,.278,.142,.098,.137,.346,.504,.618,.403,.429,.432,.363,.464,.034,53,.244,237,.794,.233,.373,4,0
Sacramento Kings,.457,13.0,.717,.259,.206,.091,.161,.283,.494,.669,.405,.391,.385,.362,.505,.053,69,.251,207,.854,.281,.321,4,0
San Antonio Spurs,.465,13.8,.726,.227,.175,.109,.217,.274,.490,.613,.436,.411,.441,.399,.523,.041,46,.203,163,.894,.278,.448,4,0
Toronto Raptors,.462,13.2,.727,.251,.177,.126,.172,.273,.503,.640,.420,.486,.403,.353,.393,.038,49,.231,186,.833,.262,.398,1,0
Utah Jazz,.453,13.5,.670,.277,.146,.116,.132,.330,.510,.659,.451,.445,.322,.337,.411,.062,76,.224,176,.772,.235,.346,3,0
Washington Wizards,.450,12.9,.754,.268,.165,.135,.185,.246,.488,.601,.449,.441,.393,.335,.457,.025,28,.264,199,.833,.245,.291,3,0
