team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,14,3,13.18,-1.51,11.67,117.9,104.8,100.4,.272,.362,.611,.576,13.3,22.4,.216,.482,12.7,74.6,.200
Los Angeles Clippers,29.8,15,3,10.44,-0.44,10.01,112.0,101.2,96.3,.364,.313,.570,.524,11.8,20.6,.275,.482,14.5,77.4,.205
Cleveland Cavaliers,29.2,12,3,9.20,-1.49,7.71,115.2,105.7,97.3,.277,.402,.569,.531,11.4,24.5,.215,.499,11.6,76.6,.149
San Antonio Spurs,29.7,12,5,5.76,1.32,7.09,111.8,105.6,93.4,.293,.274,.569,.520,11.9,21.9,.246,.505,13.1,78.2,.189
Toronto Raptors,26.2,10,6,3.44,2.05,5.49,112.8,109.3,95.4,.302,.273,.558,.510,10.9,24.7,.245,.520,14.4,76.0,.240
Chicago Bulls,27.8,11,5,6.31,-1.59,4.72,110.7,104.1,95.1,.275,.240,.531,.484,11.7,30.1,.224,.492,12.2,76.4,.155
Houston Rockets,27.3,11,6,4.29,-0.08,4.22,113.2,108.8,96.9,.255,.437,.582,.552,15.0,27.0,.192,.517,12.9,77.7,.212
Utah Jazz,26.2,11,6,3.82,0.22,4.04,105.6,101.5,91.5,.277,.330,.547,.509,12.6,19.7,.211,.470,11.4,79.6,.190
Charlotte Hornets,26.8,9,7,2.44,-0.36,2.08,107.3,104.8,97.4,.306,.338,.540,.500,10.6,19.5,.225,.500,12.1,79.6,.161
Atlanta Hawks,28.2,10,7,2.53,-0.88,1.65,102.8,100.2,98.9,.275,.309,.541,.510,15.4,24.0,.191,.483,14.5,77.3,.167
Oklahoma City Thunder,24.5,10,8,1.39,0.12,1.51,106.0,104.6,99.0,.269,.291,.541,.506,13.8,24.6,.198,.503,13.1,78.1,.195
Detroit Pistons,25.9,9,9,0.44,0.80,1.25,103.7,103.2,94.0,.219,.223,.513,.479,10.8,21.5,.168,.484,12.4,76.9,.193
Boston Celtics,25.7,8,8,0.63,0.01,0.64,108.1,107.5,96.2,.237,.358,.546,.512,11.9,22.1,.182,.490,12.8,73.3,.219
Memphis Grizzlies,28.9,9,8,0.71,-0.61,0.10,103.0,102.3,92.5,.296,.304,.524,.475,13.4,22.7,.235,.494,14.3,80.6,.256
Denver Nuggets,25.0,7,10,-1.88,0.92,-0.96,105.8,107.7,99.3,.321,.286,.531,.485,13.7,27.2,.242,.504,10.8,80.5,.214
Los Angeles Lakers,26.1,7,11,-2.67,1.65,-1.02,108.3,111.0,99.9,.259,.301,.556,.515,13.9,24.6,.208,.540,13.3,77.7,.203
Miami Heat,25.8,7,9,-1.81,0.74,-1.07,101.3,103.2,93.7,.250,.295,.501,.472,12.4,25.4,.167,.472,12.9,75.5,.219
Minnesota Timberwolves,23.6,8,8,-0.44,-0.82,-1.25,107.7,108.1,95.7,.308,.286,.543,.499,13.6,26.9,.234,.523,14.9,77.2,.247
Sacramento Kings,29.0,7,10,-1.82,0.37,-1.45,108.3,110.2,94.5,.305,.283,.553,.508,13.2,22.1,.239,.524,12.9,77.2,.250
Milwaukee Bucks,25.4,7,8,-0.67,-1.47,-2.14,105.1,105.8,96.1,.241,.287,.536,.500,13.3,23.3,.187,.487,12.8,76.3,.229
New York Knicks,27.6,6,10,-3.00,0.78,-2.23,106.6,109.7,96.3,.211,.281,.531,.498,12.7,26.2,.164,.505,12.4,74.6,.238
Indiana Pacers,27.3,8,10,-1.61,-0.88,-2.49,103.2,104.8,98.0,.217,.258,.532,.499,13.5,21.2,.168,.499,14.8,74.4,.212
Washington Wizards,26.2,6,9,-3.00,-0.09,-3.09,105.6,108.7,96.0,.244,.246,.529,.492,12.9,25.7,.187,.527,14.2,75.1,.205
Portland Trail Blazers,25.1,7,12,-4.05,0.77,-3.29,109.3,113.3,98.8,.269,.346,.559,.518,12.4,20.4,.214,.515,11.1,75.1,.246
New Orleans Pelicans,25.7,7,11,-3.17,-0.15,-3.32,102.5,105.6,98.5,.274,.282,.535,.494,12.3,16.4,.212,.496,12.5,78.0,.195
Phoenix Suns,25.7,6,12,-6.11,-0.60,-6.71,102.5,108.4,101.7,.304,.256,.527,.482,13.7,24.0,.230,.508,13.3,78.5,.260
Dallas Mavericks,27.6,3,13,-8.88,1.69,-7.18,97.8,107.2,92.4,.216,.352,.504,.466,12.7,20.0,.173,.526,15.3,78.9,.217
Orlando Magic,25.3,5,12,-6.76,-1.36,-8.12,97.7,104.9,94.2,.239,.295,.490,.455,12.6,23.8,.171,.491,11.6,77.4,.170
Philadelphia 76ers,25.2,4,13,-9.00,0.60,-8.40,98.2,107.2,97.5,.228,.342,.528,.497,16.1,19.1,.167,.503,11.9,75.3,.185
Brooklyn Nets,26.7,4,12,-9.13,-0.14,-9.26,103.0,111.9,101.9,.271,.401,.547,.505,15.1,20.0,.214,.534,12.8,75.5,.184
