team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Toronto Raptors,26.5,1,1,7.50,19.70,27.20,104.9,97.0,95.4,.267,.193,.508,.452,13.2,33.7,.233,.466,14.9,80.5,.202
Cleveland Cavaliers,29.6,3,0,12.67,8.10,20.76,108.2,95.2,97.3,.272,.398,.541,.506,12.6,25.0,.199,.443,16.5,69.0,.180
Detroit Pistons,25.7,1,1,4.00,14.56,18.56,103.9,99.7,95.7,.156,.229,.520,.494,12.0,20.2,.123,.439,9.5,73.1,.177
Chicago Bulls,27.8,2,0,11.50,4.60,16.10,118.4,106.2,94.1,.287,.258,.556,.511,10.7,34.8,.230,.540,12.3,86.6,.140
Charlotte Hornets,27.1,2,1,3.67,9.51,13.18,104.4,100.6,96.4,.312,.296,.511,.456,8.4,20.7,.250,.486,12.6,81.2,.151
Boston Celtics,26.5,2,1,1.67,11.48,13.15,111.0,109.3,97.6,.240,.350,.598,.577,13.9,16.2,.167,.479,10.8,73.1,.235
Miami Heat,25.7,1,1,3.00,7.54,10.54,103.1,100.0,96.5,.197,.273,.500,.481,13.9,29.0,.126,.419,8.6,74.0,.233
San Antonio Spurs,29.0,3,0,18.67,-9.83,8.84,115.3,95.6,95.2,.292,.254,.561,.508,10.4,26.7,.250,.450,13.4,83.8,.232
Los Angeles Clippers,29.7,1,0,8.00,-0.08,7.92,112.5,104.6,101.3,.505,.319,.512,.451,6.7,27.8,.352,.482,12.4,78.6,.282
Atlanta Hawks,28.2,2,0,23.50,-16.09,7.42,107.1,84.0,101.8,.237,.266,.571,.546,14.7,24.1,.168,.422,17.1,83.2,.138
Brooklyn Nets,27.3,2,1,0.67,4.65,5.32,107.9,107.2,101.4,.254,.418,.550,.507,14.4,26.4,.209,.505,13.2,74.6,.175
Milwaukee Bucks,25.2,1,1,-4.50,9.20,4.70,104.2,108.7,98.9,.244,.211,.517,.475,9.9,20.4,.194,.497,12.5,76.6,.249
Orlando Magic,24.8,0,3,-14.67,16.66,2.00,96.3,111.6,95.9,.247,.266,.468,.434,12.2,27.7,.169,.507,9.8,71.9,.132
Portland Trail Blazers,25.2,2,1,1.00,-1.06,-0.06,108.1,107.2,99.5,.291,.267,.574,.529,12.9,15.6,.236,.462,10.9,74.5,.289
Sacramento Kings,29.1,2,1,4.67,-7.25,-2.58,111.7,106.7,93.4,.369,.278,.559,.504,13.3,22.9,.290,.515,13.7,75.2,.281
Indiana Pacers,26.8,1,2,-5.67,1.62,-4.04,105.6,111.1,99.1,.226,.219,.530,.498,12.0,21.0,.168,.529,12.4,74.8,.177
New York Knicks,27.5,0,2,-11.00,6.21,-4.79,100.8,112.0,98.7,.362,.294,.527,.488,14.1,21.6,.245,.517,11.9,74.4,.194
Denver Nuggets,25.3,1,1,1.50,-6.99,-5.49,98.7,97.3,106.0,.393,.257,.512,.448,16.4,28.1,.306,.471,11.4,90.2,.200
Utah Jazz,27.4,1,1,-1.00,-4.67,-5.67,107.6,108.7,92.9,.357,.312,.551,.497,13.4,23.8,.280,.516,14.4,78.7,.239
Washington Wizards,26.1,0,1,-15.00,7.43,-7.57,95.7,110.2,103.4,.191,.213,.486,.457,15.7,24.0,.138,.568,18.0,66.7,.159
Memphis Grizzlies,28.2,1,1,-1.50,-6.91,-8.41,109.2,110.8,94.3,.319,.295,.544,.500,11.7,25.3,.241,.506,11.1,75.0,.278
Minnesota Timberwolves,24.0,1,1,-3.50,-5.48,-8.98,110.2,114.1,91.2,.380,.253,.545,.503,11.9,30.8,.266,.515,12.2,72.8,.230
Los Angeles Lakers,26.2,1,1,-0.50,-8.74,-9.24,107.8,108.3,97.0,.249,.335,.544,.506,14.7,25.9,.197,.506,13.2,72.3,.292
Houston Rockets,27.2,1,1,1.00,-12.86,-11.86,113.1,112.1,97.2,.372,.391,.606,.564,15.8,21.1,.282,.533,12.1,79.3,.225
Golden State Warriors,28.3,0,2,-10.50,-2.53,-13.03,106.9,117.0,103.8,.261,.347,.566,.523,13.3,19.3,.216,.518,11.7,67.0,.192
New Orleans Pelicans,25.7,1,2,-10.67,-3.22,-13.89,94.8,105.1,103.7,.230,.227,.482,.442,10.5,15.5,.176,.504,14.3,80.0,.265
Dallas Mavericks,29.1,1,1,-8.50,-7.91,-16.41,105.1,113.2,99.0,.228,.418,.541,.505,11.0,16.7,.179,.567,15.4,83.8,.313
Oklahoma City Thunder,25.1,1,1,4.50,-23.08,-18.58,99.9,95.7,102.8,.337,.226,.495,.445,12.8,26.5,.247,.472,12.5,87.4,.219
Phoenix Suns,25.3,0,2,-11.00,-10.57,-21.57,95.9,106.3,101.1,.345,.257,.518,.482,14.4,18.7,.228,.492,14.6,73.9,.258
