team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
Boston Celtics,.646,0.7317073170731707,0.5609756097560976,0.7,3
Cleveland Cavaliers,.622,0.7560975609756098,0.4878048780487805,0.4,-4
Toronto Raptors,.622,0.6829268292682927,0.5609756097560976,0.8,4
Washington Wizards,.598,0.7317073170731707,0.4634146341463415,0.5,-1
Atlanta Hawks,.524,0.5609756097560976,0.4878048780487805,0.6,-1
Milwaukee Bucks,.512,0.5609756097560976,0.4634146341463415,0.5,-1
Indiana Pacers,.512,0.7073170731707317,0.3170731707317073,0.6,5
Chicago Bulls,.500,0.6097560975609756,0.3902439024390244,0.7,2
Miami Heat,.500,0.5609756097560976,0.43902439024390244,0.6,3
Detroit Pistons,.451,0.5853658536585366,0.3170731707317073,0.3,-2
Charlotte Hornets,.439,0.5365853658536586,0.34146341463414637,0.4,-5
New York Knicks,.378,0.4634146341463415,0.2926829268292683,0.4,1
Orlando Magic,.354,0.3902439024390244,0.3170731707317073,0.3,1
Philadelphia 76ers,.341,0.4146341463414634,0.2682926829268293,0.1,-8
Brooklyn Nets,.244,0.3170731707317073,0.17073170731707318,0.5,-2
Golden State Warriors,.817,0.8780487804878049,0.7560975609756098,0.9,1
San Antonio Spurs,.744,0.7560975609756098,0.7317073170731707,0.5,-3
Houston Rockets,.671,0.7317073170731707,0.6097560975609756,0.5,1
Los Angeles Clippers,.622,0.7073170731707317,0.5365853658536586,0.8,7
Utah Jazz,.622,0.7073170731707317,0.5365853658536586,0.7,2
Oklahoma City Thunder,.573,0.6829268292682927,0.4634146341463415,0.6,-1
Memphis Grizzlies,.524,0.5853658536585366,0.4634146341463415,0.3,-2
Portland Trail Blazers,.500,0.6097560975609756,0.3902439024390244,0.7,-1
Denver Nuggets,.488,0.5365853658536586,0.43902439024390244,0.5,2
New Orleans Pelicans,.415,0.5121951219512195,0.3170731707317073,0.4,1
Dallas Mavericks,.402,0.5121951219512195,0.2926829268292683,0.2,1
Sacramento Kings,.390,0.4146341463414634,0.36585365853658536,0.5,-1
Minnesota Timberwolves,.378,0.4878048780487805,0.2682926829268293,0.3,-6
Los Angeles Lakers,.317,0.4146341463414634,0.21951219512195122,0.5,-1
Phoenix Suns,.293,0.36585365853658536,0.21951219512195122,0.2,-1
