team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.3,82.0,8.2,22.9,28.1,59.1,16.0,20.7,.769,9.0,31.1,40.2,17.8,7.3,3.8,12.1,20.2,96.8
San Antonio Spurs,37.0,83.4,8.1,23.7,28.8,59.7,16.0,20.8,.771,9.8,31.7,41.5,21.4,7.5,4.0,14.4,19.8,98.1
Memphis Grizzlies,34.9,78.8,9.9,28.0,25.0,50.8,20.2,26.9,.753,9.3,32.9,42.1,20.1,7.0,5.0,14.3,20.8,100.0
Dallas Mavericks,37.0,79.0,9.6,25.3,27.4,53.7,17.2,22.3,.772,8.9,35.6,44.5,21.3,6.5,3.4,15.0,19.4,100.8
Miami Heat,37.9,84.2,7.8,22.7,30.1,61.5,18.5,23.7,.782,10.2,33.4,43.6,19.6,6.8,4.9,13.6,18.7,102.1
Chicago Bulls,39.5,86.6,8.9,25.9,30.5,60.7,14.6,19.0,.770,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4
Detroit Pistons,38.3,83.3,9.4,25.6,29.0,57.7,16.4,21.0,.780,8.0,34.9,42.9,23.5,6.7,4.2,12.8,17.5,102.5
Toronto Raptors,37.2,82.9,9.7,27.3,27.5,55.6,18.5,23.8,.780,10.1,31.9,42.1,21.8,6.7,4.8,14.6,20.3,102.6
Milwaukee Bucks,38.0,83.0,10.0,28.1,28.0,54.8,17.9,23.2,.771,10.3,32.1,42.5,24.1,7.4,4.6,14.7,19.3,103.8
Atlanta Hawks,38.8,87.3,10.9,30.5,27.9,56.7,15.6,20.2,.772,10.7,33.2,43.9,23.4,9.0,5.2,15.4,21.6,104.0
Golden State Warriors,38.8,89.2,9.0,27.8,29.8,61.4,17.7,23.2,.761,11.8,31.9,43.6,22.7,8.6,3.8,15.5,19.4,104.3
Los Angeles Clippers,38.6,85.4,9.2,26.3,29.4,59.1,18.0,23.4,.772,10.2,32.9,43.1,23.1,7.1,3.2,13.2,22.4,104.4
Charlotte Hornets,39.5,86.5,11.6,31.4,27.9,55.0,14.2,18.2,.776,8.9,35.5,44.4,24.5,6.6,5.5,13.0,19.9,104.7
Indiana Pacers,38.0,84.3,10.4,29.1,27.6,55.1,19.0,24.1,.789,10.7,33.5,44.3,22.3,8.0,5.0,14.9,19.5,105.3
Boston Celtics,38.6,85.8,9.0,27.0,29.7,58.8,19.1,24.9,.769,10.8,33.8,44.5,22.6,7.6,5.2,13.9,20.3,105.4
Oklahoma City Thunder,39.2,85.3,8.8,24.8,30.4,60.5,18.6,24.3,.764,9.2,31.5,40.7,21.4,8.5,5.5,13.8,20.7,105.8
New Orleans Pelicans,40.1,89.0,10.5,29.8,29.5,59.2,15.8,20.7,.762,10.6,37.7,48.3,23.4,7.4,4.3,14.0,19.3,106.4
Minnesota Timberwolves,39.6,83.3,9.9,27.0,29.7,56.3,17.6,22.9,.768,9.8,30.6,40.4,23.1,7.7,5.0,14.3,20.5,106.7
Sacramento Kings,38.5,83.2,10.9,30.0,27.5,53.2,18.9,24.2,.778,10.1,32.8,42.9,23.7,8.5,5.1,14.0,20.1,106.7
Cleveland Cavaliers,40.6,88.8,10.4,28.7,30.3,60.1,15.5,20.0,.773,11.0,33.2,44.2,24.7,7.3,4.3,12.6,20.6,107.2
Washington Wizards,39.7,85.1,9.9,27.1,29.8,58.0,18.2,24.2,.751,10.6,32.5,43.0,22.8,7.4,4.6,15.3,19.8,107.4
Orlando Magic,40.3,86.4,9.7,26.4,30.6,60.0,17.4,22.7,.766,9.8,35.8,45.5,23.6,7.6,5.1,13.0,18.7,107.6
New York Knicks,39.7,87.3,9.8,28.2,29.9,59.1,18.7,24.2,.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108.0
Philadelphia 76ers,39.6,85.9,8.9,24.9,30.7,60.9,20.1,26.0,.773,10.8,34.2,45.0,22.7,8.6,5.4,15.1,19.6,108.1
Portland Trail Blazers,39.2,86.2,9.3,25.1,29.9,61.1,20.8,26.5,.785,10.1,33.9,44.0,20.6,7.7,5.3,12.8,19.8,108.5
Houston Rockets,41.2,88.9,10.0,29.1,31.2,59.7,17.3,22.2,.778,10.7,33.4,44.1,24.1,8.5,5.0,15.1,20.4,109.6
Denver Nuggets,42.1,88.4,9.9,26.2,32.3,62.1,17.1,21.9,.782,9.4,31.4,40.9,24.0,8.3,4.9,12.0,20.2,111.2
Los Angeles Lakers,41.5,86.0,10.1,27.4,31.4,58.6,18.3,24.0,.762,10.3,34.2,44.4,25.7,8.5,5.4,14.5,18.5,111.5
Brooklyn Nets,41.6,90.8,10.0,27.2,31.7,63.6,19.3,25.0,.772,11.0,36.2,47.2,23.0,9.5,5.6,13.3,20.4,112.5
Phoenix Suns,40.2,86.2,10.1,26.3,30.2,59.9,22.8,29.1,.783,10.2,33.8,44.0,22.2,8.1,5.3,14.9,22.2,113.3
