team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.451,12.8,.691,.331,.117,.093,.151,.309,.501,.617,.348,.393,.429,.341,.542,.054,341,.287,1093,.879,.235,.388,11,0
Boston Celtics,.454,14.1,.607,.295,.130,.071,.111,.393,.515,.632,.397,.417,.405,.359,.570,.033,211,.271,1105,.837,.220,.410,20,0
Brooklyn Nets,.444,13.0,.629,.310,.173,.077,.070,.371,.506,.612,.419,.392,.374,.338,.454,.035,225,.300,1173,.849,.215,.374,21,0
Chicago Bulls,.444,12.7,.744,.279,.167,.118,.179,.256,.479,.597,.451,.393,.378,.340,.513,.038,248,.255,1004,.875,.290,.414,9,0
Charlotte Hornets,.442,13.7,.665,.281,.133,.099,.152,.335,.488,.611,.400,.419,.379,.351,.544,.034,218,.253,1005,.796,.133,.377,15,1
Cleveland Cavaliers,.470,14.3,.601,.284,.110,.092,.115,.399,.528,.665,.363,.427,.425,.384,.440,.059,381,.231,944,.830,.293,.412,7,0
Dallas Mavericks,.440,15.2,.634,.201,.127,.117,.189,.366,.489,.637,.445,.441,.391,.355,.475,.040,237,.167,650,.811,.196,.371,17,0
Denver Nuggets,.469,12.6,.671,.330,.155,.078,.108,.329,.519,.627,.439,.386,.397,.368,.526,.053,347,.283,1156,.870,.192,.387,19,0
Detroit Pistons,.449,12.9,.737,.250,.189,.140,.157,.263,.491,.645,.386,.445,.416,.330,.455,.043,283,.212,905,.845,.203,.384,30,1
Golden State Warriors,.495,14.0,.641,.303,.102,.107,.129,.359,.557,.690,.408,.430,.469,.383,.656,.075,500,.235,1018,.831,.208,.408,30,1
Houston Rockets,.462,14.3,.538,.320,.125,.042,.051,.462,.552,.667,.393,.372,.373,.357,.547,.076,483,.269,1146,.769,.202,.390,14,0
Indiana Pacers,.465,13.3,.728,.241,.185,.106,.195,.272,.498,.622,.466,.416,.419,.376,.498,.035,223,.234,937,.836,.258,.402,19,1
Los Angeles Clippers,.475,14.1,.671,.275,.118,.081,.196,.329,.525,.661,.419,.422,.440,.375,.494,.067,414,.222,879,.786,.198,.422,16,2
Los Angeles Lakers,.450,12.4,.706,.299,.187,.103,.117,.294,.493,.633,.398,.378,.390,.346,.462,.056,358,.250,1006,.770,.217,.367,16,1
Memphis Grizzlies,.435,13.3,.683,.288,.159,.092,.144,.317,.473,.579,.416,.385,.381,.354,.504,.033,203,.267,979,.811,.192,.408,28,0
Miami Heat,.455,12.9,.686,.291,.169,.094,.131,.314,.496,.629,.412,.386,.390,.365,.427,.054,350,.238,927,.890,.301,.400,14,0
Milwaukee Bucks,.474,11.7,.710,.351,.174,.078,.108,.290,.517,.643,.403,.378,.388,.370,.535,.073,448,.282,1073,.926,.276,.387,12,0
Minnesota Timberwolves,.467,12.3,.751,.304,.164,.096,.186,.249,.507,.645,.438,.392,.402,.349,.535,.059,382,.250,991,.884,.267,.393,11,0
New Orleans Pelicans,.450,13.2,.692,.279,.169,.094,.149,.308,.495,.626,.417,.427,.380,.350,.502,.048,313,.242,985,.837,.220,.373,11,0
New York Knicks,.447,13.1,.721,.291,.126,.132,.171,.279,.486,.592,.379,.439,.420,.348,.469,.040,267,.256,992,.845,.229,.425,23,0
Oklahoma City Thunder,.452,12.0,.705,.345,.146,.104,.109,.295,.504,.614,.418,.391,.379,.327,.466,.063,401,.285,1129,.773,.253,.344,19,2
Orlando Magic,.440,13.4,.700,.265,.168,.109,.158,.300,.488,.616,.426,.414,.390,.328,.495,.042,272,.231,916,.874,.182,.297,25,0
Philadelphia 76ers,.442,13.1,.651,.309,.149,.092,.100,.349,.496,.638,.377,.384,.344,.340,.542,.047,301,.269,1087,.871,.154,.406,8,0
Phoenix Suns,.450,12.4,.744,.306,.154,.120,.165,.256,.491,.629,.413,.402,.374,.332,.421,.057,358,.258,1065,.790,.270,.329,20,0
Portland Trail Blazers,.459,13.3,.678,.299,.141,.091,.148,.322,.499,.596,.420,.441,.417,.375,.444,.048,306,.247,935,.789,.199,.375,18,0
Sacramento Kings,.461,12.9,.709,.258,.195,.100,.155,.291,.496,.643,.421,.412,.402,.376,.506,.051,309,.250,973,.875,.236,.415,18,0
San Antonio Spurs,.469,13.3,.719,.254,.160,.116,.190,.281,.500,.645,.428,.391,.432,.391,.525,.047,292,.215,864,.874,.269,.432,12,0
Toronto Raptors,.464,13.1,.711,.255,.185,.120,.153,.289,.505,.630,.450,.449,.407,.363,.372,.040,256,.235,919,.817,.273,.380,12,1
Utah Jazz,.466,12.9,.673,.297,.153,.105,.118,.327,.511,.651,.413,.428,.362,.372,.454,.069,416,.233,870,.799,.279,.386,14,1
Washington Wizards,.475,13.0,.715,.300,.138,.108,.169,.285,.516,.629,.430,.426,.442,.372,.496,.047,302,.260,1079,.858,.254,.351,10,0
