team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,23,5,12.93,-1.33,11.60,116.9,104.1,100.1,.276,.360,.601,.566,13.2,22.9,.216,.480,12.8,74.8,.209
Toronto Raptors,26.1,19,7,8.38,0.70,9.09,117.9,109.1,94.8,.308,.287,.583,.537,11.0,26.0,.251,.514,14.1,73.4,.213
Los Angeles Clippers,29.9,20,7,8.59,-0.54,8.05,112.9,104.1,96.3,.331,.318,.570,.527,11.6,22.8,.252,.491,13.4,77.9,.216
Cleveland Cavaliers,29.1,18,7,7.72,0.14,7.86,114.7,106.7,96.2,.295,.395,.580,.543,12.6,23.7,.223,.499,12.0,74.5,.159
Houston Rockets,27.2,20,8,7.29,-0.32,6.96,114.3,106.9,97.9,.263,.449,.584,.554,14.2,26.6,.195,.507,13.3,77.0,.207
San Antonio Spurs,29.8,18,8,6.04,-0.05,5.99,110.5,104.1,93.9,.275,.274,.567,.523,12.6,21.6,.227,.497,13.5,78.4,.196
Utah Jazz,26.4,19,8,5.48,-0.52,4.96,110.7,104.7,91.1,.295,.340,.575,.534,13.0,21.0,.230,.479,11.2,77.6,.194
Detroit Pistons,25.7,17,12,2.03,-0.07,1.96,105.8,103.6,93.5,.212,.249,.525,.494,11.0,22.1,.159,.489,11.7,79.9,.199
Boston Celtics,25.8,14,12,1.42,0.11,1.54,108.5,107.0,95.9,.239,.361,.547,.511,11.5,21.1,.187,.492,12.8,74.4,.222
Milwaukee Bucks,25.5,14,11,1.88,-0.56,1.32,107.2,105.3,96.4,.254,.290,.549,.513,13.1,23.1,.195,.487,13.2,75.8,.223
Charlotte Hornets,26.7,16,12,1.75,-0.44,1.31,106.1,104.3,96.8,.300,.324,.536,.493,11.0,19.8,.226,.500,11.7,80.2,.152
Oklahoma City Thunder,24.7,15,12,1.15,-0.28,0.87,106.1,104.9,98.3,.287,.290,.538,.503,13.7,25.5,.206,.500,12.8,77.5,.194
Chicago Bulls,27.8,14,12,1.15,-1.02,0.13,106.6,105.4,94.9,.288,.227,.519,.470,12.3,29.2,.230,.498,12.1,75.4,.148
Memphis Grizzlies,28.2,14,14,-0.04,-0.05,-0.08,102.0,102.0,93.2,.289,.297,.515,.467,12.9,23.7,.225,.487,14.4,79.6,.260
Sacramento Kings,28.9,11,15,-1.85,0.20,-1.65,106.2,108.1,95.2,.291,.286,.536,.493,12.9,23.1,.224,.518,14.3,75.5,.237
Atlanta Hawks,28.3,12,15,-1.85,0.06,-1.79,103.7,105.6,98.7,.267,.307,.541,.510,14.9,24.5,.189,.515,14.0,77.6,.164
Washington Wizards,26.1,11,14,-1.48,-0.33,-1.81,107.3,108.8,96.5,.250,.253,.543,.506,12.9,24.5,.194,.533,14.8,75.2,.209
Miami Heat,26.2,11,16,-2.81,0.85,-1.97,103.2,106.2,94.0,.254,.290,.507,.479,11.8,25.7,.169,.487,12.1,75.7,.210
Denver Nuggets,25.2,12,15,-2.07,-0.08,-2.15,107.9,110.0,98.4,.304,.296,.538,.497,14.0,29.0,.226,.513,11.0,79.2,.227
Minnesota Timberwolves,23.6,10,16,-2.96,0.74,-2.22,108.4,111.4,95.1,.301,.275,.543,.499,13.4,27.6,.232,.527,13.3,76.3,.240
Indiana Pacers,27.3,12,16,-1.64,-0.81,-2.46,105.2,106.9,97.6,.258,.264,.543,.501,13.0,19.9,.208,.504,14.1,74.5,.213
New York Knicks,27.4,11,16,-3.07,0.51,-2.57,107.5,110.7,96.7,.242,.285,.532,.494,12.4,26.2,.189,.505,12.0,73.7,.235
Portland Trail Blazers,25.1,11,18,-3.52,0.82,-2.70,110.1,113.7,98.3,.273,.338,.559,.518,12.1,21.8,.218,.518,11.7,75.1,.259
New Orleans Pelicans,25.5,10,18,-4.50,0.43,-4.07,102.2,106.7,98.2,.270,.294,.526,.486,12.0,18.1,.206,.505,12.0,77.8,.176
Orlando Magic,25.5,10,18,-4.25,-0.69,-4.94,102.8,107.2,94.8,.256,.304,.515,.482,11.6,21.7,.182,.502,11.8,76.7,.189
Dallas Mavericks,27.5,7,19,-6.92,1.90,-5.03,101.7,109.2,91.2,.216,.360,.520,.483,12.1,19.4,.172,.535,15.1,77.6,.232
Los Angeles Lakers,26.1,9,21,-6.13,0.63,-5.50,105.6,111.8,98.8,.272,.293,.537,.496,14.3,26.0,.210,.535,12.8,75.3,.204
Phoenix Suns,26.0,8,19,-6.74,-0.25,-6.99,103.4,110.0,100.8,.288,.275,.529,.486,13.8,25.0,.220,.517,13.7,78.0,.273
Philadelphia 76ers,25.1,7,19,-7.77,0.32,-7.45,99.8,107.8,96.5,.230,.355,.527,.496,15.5,21.3,.168,.504,12.2,75.9,.212
Brooklyn Nets,26.6,7,18,-7.92,-0.02,-7.94,104.0,111.8,101.7,.299,.385,.547,.502,14.8,21.0,.233,.524,12.0,75.0,.198
