team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,36.6,82.1,8.4,24.7,28.2,57.4,16.1,20.7,.778,9.2,32.1,41.3,21.3,7.5,3.9,14.2,19.7,97.7
Milwaukee Bucks,36.6,85.2,9.6,29.6,27.0,55.6,19.0,24.2,.785,11.0,33.2,44.2,23.4,7.8,5.2,14.6,19.2,101.9
Cleveland Cavaliers,39.3,88.8,9.9,28.0,29.4,60.8,14.1,18.5,.760,11.8,31.8,43.6,23.6,7.0,4.5,13.2,21.9,102.6
Utah Jazz,35.6,82.9,8.2,22.6,27.3,60.3,16.1,21.1,.760,9.9,30.7,40.6,18.0,6.8,3.7,11.6,20.1,95.4
Chicago Bulls,39.1,87.4,8.8,24.2,30.2,63.3,13.0,17.8,.726,11.3,32.3,43.7,24.0,7.6,5.0,13.2,19.6,100.0
Dallas Mavericks,36.3,77.2,10.0,25.0,26.3,52.2,17.9,23.0,.776,8.6,36.0,44.6,20.9,6.5,3.6,15.5,19.5,100.4
Washington Wizards,39.3,83.4,10.3,27.1,29.0,56.4,17.4,24.4,.712,10.3,32.8,43.1,23.2,7.6,4.6,16.3,20.3,106.3
Boston Celtics,37.4,85.0,8.9,26.4,28.5,58.7,18.8,24.6,.767,11.3,34.9,46.2,21.9,7.4,5.4,14.1,19.1,102.6
Toronto Raptors,38.1,83.7,9.9,28.5,28.2,55.2,17.8,23.6,.756,11.3,31.2,42.5,22.7,6.2,4.2,15.4,20.9,103.9
Miami Heat,37.4,84.6,7.5,22.0,29.9,62.6,17.8,22.3,.799,10.6,34.6,45.2,19.9,6.3,5.9,13.0,18.9,100.2
Sacramento Kings,37.0,81.8,10.7,28.7,26.3,53.2,19.4,25.2,.771,10.4,33.5,43.8,22.9,7.9,6.0,15.5,21.8,104.2
Memphis Grizzlies,33.8,78.8,9.2,27.1,24.6,51.6,20.5,27.9,.733,8.6,34.1,42.8,18.7,7.2,5.6,15.4,21.5,97.3
Los Angeles Clippers,37.2,84.3,8.4,23.6,28.7,60.7,18.2,23.8,.764,9.7,32.6,42.4,21.2,6.7,3.1,14.6,23.9,101.0
Philadelphia 76ers,39.2,86.6,8.9,26.0,30.3,60.6,18.4,24.5,.749,10.8,34.6,45.5,21.5,9.1,5.3,13.6,19.4,105.7
Minnesota Timberwolves,38.7,82.7,9.6,26.8,29.1,55.9,19.8,25.2,.785,9.6,31.7,41.3,21.9,8.1,5.1,14.4,20.9,106.9
Detroit Pistons,36.3,82.3,8.0,23.8,28.3,58.5,16.4,21.3,.767,8.7,34.3,43.0,21.2,6.7,4.4,12.1,16.8,96.9
Atlanta Hawks,39.9,87.3,10.0,27.1,29.9,60.2,14.3,19.0,.754,9.7,32.3,42.0,22.5,9.8,5.0,15.6,20.8,104.2
Oklahoma City Thunder,39.4,87.7,8.9,26.0,30.5,61.7,17.0,23.0,.740,10.1,32.1,42.1,21.7,8.4,5.4,14.3,20.5,104.7
Orlando Magic,38.6,85.2,8.4,23.8,30.3,61.4,16.1,21.1,.760,10.1,35.4,45.4,21.8,6.8,5.5,12.6,19.1,101.6
Charlotte Hornets,39.1,88.6,10.4,30.3,28.7,58.3,13.5,17.8,.759,9.1,36.1,45.2,23.8,6.9,5.3,12.8,20.9,102.1
Brooklyn Nets,42.7,92.0,10.9,29.9,31.8,62.1,18.2,24.1,.757,11.7,36.2,47.9,24.2,10.2,5.7,14.0,21.4,114.6
New York Knicks,39.0,86.7,9.4,26.6,29.6,60.0,20.4,26.6,.767,12.0,33.6,45.6,21.7,7.8,4.9,13.4,19.2,107.9
Golden State Warriors,38.7,89.8,8.9,27.5,29.8,62.3,18.8,24.4,.770,12.0,32.1,44.1,21.6,8.6,3.6,14.8,20.6,105.0
Denver Nuggets,40.4,87.3,8.7,24.4,31.7,62.9,19.9,25.3,.785,9.3,32.0,41.2,22.3,8.9,5.6,12.2,22.3,109.4
Houston Rockets,39.1,86.7,9.6,27.1,29.6,59.6,17.9,22.9,.782,10.1,31.5,41.6,21.9,8.6,5.0,14.9,19.3,105.8
Indiana Pacers,38.6,86.6,10.3,30.0,28.3,56.6,18.5,23.5,.785,11.6,35.3,46.9,23.0,8.4,5.5,15.9,19.9,105.9
New Orleans Pelicans,40.3,90.4,10.8,30.9,29.5,59.5,15.9,20.8,.766,10.3,38.5,48.8,24.9,7.5,4.3,13.6,19.9,107.1
Phoenix Suns,39.9,86.5,9.7,24.9,30.2,61.6,23.6,30.0,.785,9.6,35.2,44.7,22.9,8.3,5.5,15.9,22.1,113.0
Portland Trail Blazers,40.2,87.2,9.9,25.9,30.4,61.3,22.6,28.7,.788,10.7,34.9,45.6,21.5,7.8,5.4,13.3,19.6,113.0
Los Angeles Lakers,41.4,86.8,10.0,28.3,31.4,58.5,17.7,23.8,.745,10.7,33.7,44.3,25.8,9.6,5.3,14.3,19.1,110.5
