team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_02,pct_fga_03_09,pct_fga_10_15,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_02,fg_pct_03_09,fg_pct_10_15,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.475,13.0,.680,.320,.107,.107,.151,.320,.528,.676,.361,.333,.451,.361,.628,.056,18,.267,55,.949,.259,.464,1,0
Boston Celtics,.498,13.9,.646,.303,.126,.066,.150,.354,.549,.683,.333,.591,.440,.407,.602,.024,8,.288,61,.833,.263,.419,0,0
Brooklyn Nets,.436,12.9,.616,.314,.193,.048,.061,.384,.509,.623,.376,.476,.370,.320,.428,.043,18,.302,75,.870,.249,.286,0,0
Chicago Bulls,.463,12.3,.733,.316,.155,.098,.167,.267,.482,.536,.574,.294,.397,.409,.569,.052,13,.296,55,.947,.204,.368,1,0
Charlotte Hornets,.431,13.6,.673,.274,.162,.100,.136,.327,.482,.667,.382,.324,.348,.324,.582,.041,14,.239,49,.833,.171,.263,1,0
Cleveland Cavaliers,.456,14.5,.605,.267,.122,.102,.113,.395,.505,.674,.333,.457,.333,.382,.438,.078,25,.198,38,.846,.309,.429,0,0
Dallas Mavericks,.420,15.2,.614,.214,.145,.090,.165,.386,.476,.622,.320,.419,.456,.331,.376,.026,9,.206,38,.818,.165,.364,0,0
Denver Nuggets,.409,11.4,.739,.367,.170,.098,.102,.261,.436,.485,.511,.346,.222,.333,.376,.038,5,.341,43,.826,.101,.429,0,0
Detroit Pistons,.450,11.9,.777,.252,.250,.142,.133,.223,.484,.634,.414,.429,.390,.333,.455,.041,17,.225,59,.939,.283,.500,1,0
Golden State Warriors,.486,13.6,.667,.316,.126,.098,.129,.333,.582,.673,.432,.471,.578,.293,.674,.052,16,.276,60,.824,.250,.172,1,0
Houston Rockets,.472,13.7,.576,.347,.120,.046,.058,.424,.548,.694,.300,.421,.333,.369,.550,.070,26,.304,81,.754,.165,.276,0,0
Indiana Pacers,.459,13.2,.757,.246,.210,.079,.221,.243,.484,.678,.455,.276,.370,.382,.567,.036,13,.268,63,.853,.180,.563,3,0
Los Angeles Clippers,.425,12.8,.724,.355,.106,.088,.176,.276,.478,.628,.194,.367,.400,.287,.441,.073,20,.284,55,.741,.213,.250,1,0
Los Angeles Lakers,.457,13.7,.680,.258,.174,.112,.137,.320,.527,.681,.474,.347,.450,.307,.401,.053,23,.203,53,.744,.229,.375,3,0
Memphis Grizzlies,.408,13.3,.690,.277,.171,.109,.133,.310,.430,.556,.361,.370,.304,.359,.424,.038,14,.263,54,.830,.244,.563,3,0
Miami Heat,.438,12.5,.716,.324,.175,.072,.146,.284,.460,.593,.426,.200,.333,.384,.461,.080,24,.258,44,.947,.273,.407,1,0
Milwaukee Bucks,.441,10.9,.757,.385,.182,.098,.092,.243,.491,.638,.277,.229,.576,.287,.579,.070,25,.321,64,.920,.207,.333,1,0
Minnesota Timberwolves,.492,12.3,.746,.288,.208,.076,.174,.254,.517,.603,.408,.444,.537,.417,.538,.038,9,.263,34,.760,.233,.500,0,0
New Orleans Pelicans,.415,13.0,.721,.293,.168,.093,.168,.279,.475,.628,.392,.415,.324,.260,.563,.057,21,.240,62,.875,.211,.346,1,0
New York Knicks,.431,12.9,.731,.308,.123,.141,.159,.269,.467,.583,.463,.340,.358,.333,.447,.021,7,.287,53,.867,.178,.313,3,0
Oklahoma City Thunder,.428,11.5,.759,.358,.141,.149,.111,.241,.475,.614,.346,.382,.317,.281,.414,.081,27,.293,58,.800,.236,.190,2,0
Orlando Magic,.408,13.0,.733,.275,.197,.081,.181,.267,.451,.606,.366,.517,.277,.292,.521,.044,13,.239,47,1.000,.156,.400,1,0
Philadelphia 76ers,.416,13.4,.696,.256,.166,.142,.133,.304,.455,.647,.273,.404,.386,.327,.571,.042,12,.202,40,.848,.158,.313,1,0
Phoenix Suns,.433,12.1,.781,.295,.190,.116,.181,.219,.477,.652,.365,.442,.333,.276,.395,.049,19,.252,67,.815,.255,.240,3,0
Portland Trail Blazers,.454,13.8,.683,.283,.124,.126,.151,.317,.490,.603,.364,.411,.448,.376,.456,.036,15,.245,62,.811,.184,.385,2,0
Sacramento Kings,.447,13.5,.721,.242,.183,.123,.173,.279,.497,.643,.432,.420,.414,.319,.517,.067,24,.195,43,.889,.310,.257,2,0
San Antonio Spurs,.450,13.2,.751,.254,.165,.122,.211,.249,.459,.613,.377,.294,.432,.423,.479,.043,14,.227,54,.886,.250,.538,1,0
Toronto Raptors,.469,12.8,.780,.229,.217,.144,.191,.220,.523,.615,.446,.531,.492,.280,.367,.038,13,.223,43,.714,.173,.154,0,0
Utah Jazz,.452,13.6,.676,.274,.146,.117,.138,.324,.483,.571,.393,.511,.377,.387,.416,.055,20,.225,43,.813,.266,.333,0,0
Washington Wizards,.476,11.9,.782,.294,.194,.115,.179,.218,.538,.703,.531,.414,.356,.255,.500,.024,6,.290,50,.857,.255,.143,0,0
