"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Golden State Warriors",28.1,58,14,59,13,11.61,-0.51,11.1,115.3,103.8,100.1,0.265,0.357,0.596,0.561,13.2,22.5,0.209,0.487,13.6,75.4,0.2,17380,0.435,13.3,0.685,0.29,0.159,0.097,0.139,0.315,0.485,0.621,0.38,0.37,0.4,0.327,0.505,0.05,288,0.248,885,0.831,0.201,0.368,38.8,89,9.2,27.9,29.6,61.1,17.8,23.3,0.762,11.5,32.2,43.7,22.6,8.5,4,15.7,19.8,104.4,0.493,14,0.643,0.303,0.104,0.108,0.129,0.357,0.554,0.688,0.412,0.439,0.45,0.383,0.657,0.075,431,0.236,883,0.831,0.209,0.406,28,1,43,87.1,11.9,31.1,31.1,56,18.2,23.1,0.788,9.3,35.3,44.6,30.4,9.7,6.7,14.8,19.3,116.1,0.808,0.885714285714286,0.736842105263158,0.7,7
"San Antonio Spurs",29.6,56,16,54,18,7.86,-0.35,7.51,111.9,103.6,94.5,0.269,0.28,0.568,0.528,12.5,23.7,0.216,0.491,13.6,77.7,0.201,17380,0.442,12.8,0.713,0.29,0.167,0.104,0.152,0.287,0.482,0.601,0.365,0.421,0.423,0.343,0.502,0.051,270,0.251,797,0.825,0.242,0.326,36.8,83.2,8.1,23.7,28.7,59.5,16.7,21.6,0.776,9.8,31.6,41.4,21.2,7.6,3.9,14.5,20.1,98.4,0.473,13.4,0.72,0.252,0.161,0.116,0.191,0.28,0.504,0.653,0.43,0.39,0.438,0.393,0.526,0.048,254,0.214,752,0.882,0.271,0.44,11,0,39.5,83.6,9.2,23.4,30.3,60.2,18.1,22.5,0.803,9.8,33.9,43.8,24.1,8,5.8,13.4,18.5,106.3,0.778,0.8,0.756756756756757,0.7,4
"Houston Rockets",27.5,50,22,51,21,6.89,-0.18,6.71,115.1,108.3,99.7,0.303,0.463,0.585,0.547,13.3,24.7,0.232,0.519,13.6,76.3,0.196,17380,0.463,13.3,0.674,0.289,0.165,0.08,0.138,0.326,0.519,0.69,0.414,0.378,0.367,0.347,0.5,0.049,290,0.259,1024,0.824,0.24,0.373,40.7,87.9,10,28.8,30.7,59.1,17.3,22.3,0.776,10.4,33.2,43.6,23.6,8.4,4.9,15.4,20.5,108.6,0.463,14.4,0.536,0.314,0.127,0.041,0.053,0.464,0.551,0.673,0.381,0.372,0.386,0.362,0.546,0.074,414,0.266,983,0.774,0.202,0.402,13,0,40.3,87.1,14.6,40.3,25.8,46.8,20.2,26.4,0.764,10.9,33.5,44.4,25.4,8.3,4.4,15.1,20.1,115.5,0.699,0.756756756756757,0.638888888888889,0.7,4
"Los Angeles Clippers",30,44,30,45,29,3.46,0.22,3.68,111.9,108.4,96.1,0.307,0.329,0.57,0.533,12.2,21.8,0.228,0.505,12.2,76.9,0.216,17835,0.451,13.5,0.692,0.265,0.152,0.118,0.157,0.308,0.496,0.656,0.428,0.402,0.362,0.351,0.527,0.05,292,0.228,834,0.823,0.222,0.391,38.5,85.3,9.2,26.3,29.3,59,18.4,23.6,0.78,10.2,33.1,43.3,23,7.2,3.3,13.2,22.2,104.5,0.472,14.2,0.671,0.276,0.119,0.08,0.195,0.329,0.519,0.658,0.41,0.409,0.436,0.375,0.498,0.065,358,0.225,793,0.779,0.202,0.41,14,2,39.4,83.5,10.2,27.4,29.1,56,19.1,25.6,0.743,9.2,33.9,43.1,22.4,7.5,4.3,13.1,20.1,108,0.587,0.666666666666667,0.512820512820513,0.5,-1
"Toronto Raptors",26.1,44,29,46,27,4.05,-0.38,3.67,112.1,107.9,94.8,0.294,0.287,0.559,0.514,11.7,24.9,0.236,0.508,13.6,76.4,0.225,17620,0.451,13.4,0.671,0.273,0.175,0.094,0.128,0.329,0.497,0.643,0.398,0.385,0.403,0.356,0.497,0.052,287,0.247,806,0.845,0.238,0.364,37.2,82.8,9.7,27.3,27.6,55.6,18.7,24,0.779,10.1,32.2,42.3,21.9,6.6,4.9,14.7,20.5,102.8,0.462,13.1,0.712,0.256,0.184,0.12,0.152,0.288,0.502,0.622,0.451,0.451,0.403,0.361,0.367,0.041,231,0.237,802,0.798,0.266,0.375,10,1,39.1,84.6,8.8,24.3,30.3,60.3,20,24.9,0.802,10.7,32.6,43.3,18.2,8.3,4.9,12.6,20.9,106.9,0.603,0.666666666666667,0.540540540540541,0.7,5
"Utah Jazz",26.8,44,29,46,27,3.6,-0.2,3.4,109,105.1,91.6,0.292,0.327,0.56,0.522,13.3,23.2,0.22,0.492,11.8,78.9,0.195,17595,0.442,12.7,0.72,0.292,0.165,0.114,0.149,0.28,0.474,0.594,0.39,0.386,0.399,0.359,0.412,0.049,250,0.244,772,0.779,0.192,0.381,36.2,82,8.2,23,28,59,16,21,0.763,9.1,31.3,40.4,17.9,7.2,3.8,12.2,20.4,96.7,0.463,13.1,0.673,0.293,0.154,0.104,0.123,0.327,0.511,0.65,0.421,0.432,0.358,0.364,0.448,0.067,353,0.233,763,0.787,0.269,0.37,12,1,36.7,79.3,9.4,25.9,27.3,53.4,17.5,23.2,0.753,9.5,33.9,43.3,19.7,6.7,4.9,13.7,18.9,100.3,0.603,0.666666666666667,0.540540540540541,0.5,-1
"Cleveland Cavaliers",29.1,47,25,44,28,3.67,-0.34,3.32,114.2,110.4,96.3,0.281,0.399,0.582,0.548,12.5,22,0.211,0.516,11.5,75.4,0.172,17380,0.457,13.2,0.682,0.292,0.149,0.106,0.135,0.318,0.5,0.628,0.398,0.406,0.408,0.365,0.522,0.046,258,0.25,887,0.838,0.237,0.377,40.7,88.7,10.3,28.3,30.4,60.5,15.3,19.7,0.775,11.2,32.9,44.1,24.4,7.2,4.4,12.6,20.7,106.9,0.469,14.4,0.6,0.284,0.109,0.094,0.113,0.4,0.524,0.663,0.342,0.44,0.418,0.388,0.431,0.057,312,0.233,811,0.829,0.287,0.421,6,0,39.8,84.6,13.1,33.7,26.8,50.8,17.8,23.8,0.75,9.3,34.1,43.4,22.5,6.6,4,13.5,17.9,110.5,0.653,0.777777777777778,0.527777777777778,0.5,-1
"Boston Celtics",25.8,47,26,43,30,2.66,-0.24,2.42,111,108.3,96.6,0.268,0.389,0.566,0.524,12.2,21.3,0.218,0.504,12.7,75.2,0.22,17595,0.451,13.5,0.684,0.279,0.161,0.093,0.151,0.316,0.506,0.626,0.431,0.398,0.427,0.334,0.503,0.046,262,0.242,845,0.848,0.212,0.354,38.6,85.6,9,26.9,29.6,58.7,18.8,24.8,0.759,10.8,33.8,44.6,22.5,7.6,5.2,14.1,20.2,105.1,0.453,14.1,0.612,0.294,0.134,0.072,0.11,0.388,0.51,0.628,0.387,0.421,0.405,0.362,0.557,0.032,179,0.272,968,0.836,0.216,0.419,18,0,38.6,85.2,12,33.2,26.6,52,18.5,22.8,0.812,9.2,32.8,42,24.9,7.5,4.2,13.3,20.6,107.7,0.649,0.75,0.552631578947368,0.8,4
"Washington Wizards",26,45,28,42,31,2.38,-0.62,1.77,111,108.6,97.4,0.255,0.282,0.564,0.527,12.7,24,0.201,0.521,13.9,75.6,0.214,17695,0.461,13.5,0.679,0.289,0.148,0.1,0.143,0.321,0.508,0.635,0.399,0.454,0.401,0.363,0.495,0.051,283,0.244,842,0.824,0.209,0.392,39.4,85.1,9.9,27.2,29.5,57.9,18.2,24.3,0.749,10.6,32.5,43.1,22.8,7.4,4.5,15.5,19.9,106.8,0.472,13.1,0.717,0.294,0.139,0.109,0.174,0.283,0.511,0.631,0.433,0.419,0.43,0.372,0.503,0.045,251,0.258,932,0.863,0.259,0.355,9,0,41.3,87.1,9.2,24.6,32.1,62.5,17.5,22.2,0.788,10.3,32.8,43.1,24.1,8.5,4.2,14.1,21.4,109.2,0.616,0.743589743589744,0.470588235294118,0.6,3
"Oklahoma City Thunder",24.6,41,30,38,33,1.01,0.36,1.37,108.6,107.6,97.9,0.301,0.294,0.543,0.503,13.2,27.7,0.224,0.51,12.5,78.6,0.216,17140,0.459,12.1,0.714,0.321,0.178,0.102,0.112,0.286,0.5,0.62,0.407,0.41,0.388,0.357,0.457,0.051,270,0.279,971,0.836,0.238,0.39,39.3,85.7,8.8,24.5,30.6,61.2,18.5,24.2,0.762,9.4,31.3,40.6,21.3,8.4,5.5,13.7,20.9,105.9,0.454,12,0.706,0.342,0.148,0.107,0.108,0.294,0.507,0.619,0.422,0.403,0.375,0.328,0.465,0.065,356,0.28,962,0.785,0.258,0.345,17,2,39.5,87,8.4,25.6,31.1,61.4,19.5,26.2,0.743,12,34.3,46.3,21.1,7.8,5,15,20.9,106.9,0.569,0.72972972972973,0.4,0.6,-1
