team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.454,13.0,.692,.326,.118,.094,.154,.308,.504,.624,.350,.396,.431,.341,.536,.054,295,.283,943,.881,.235,.392,11,0
Boston Celtics,.453,14.1,.612,.294,.134,.072,.110,.388,.510,.628,.387,.421,.405,.362,.557,.032,179,.272,968,.836,.216,.419,18,0
Brooklyn Nets,.444,13.2,.624,.306,.176,.074,.068,.376,.504,.609,.424,.386,.369,.345,.445,.034,188,.299,1007,.848,.224,.379,17,0
Chicago Bulls,.442,12.7,.748,.277,.171,.121,.179,.252,.481,.597,.456,.395,.381,.328,.511,.038,217,.253,874,.868,.280,.414,8,0
Charlotte Hornets,.441,13.7,.667,.285,.136,.096,.150,.333,.485,.609,.395,.409,.382,.352,.550,.033,186,.258,888,.796,.136,.384,14,0
Cleveland Cavaliers,.469,14.4,.600,.284,.109,.094,.113,.400,.524,.663,.342,.440,.418,.388,.431,.057,312,.233,811,.829,.287,.421,6,0
Dallas Mavericks,.441,15.1,.640,.198,.131,.120,.191,.360,.488,.631,.448,.450,.394,.359,.462,.037,192,.167,553,.818,.197,.372,12,0
Denver Nuggets,.469,12.7,.674,.331,.155,.075,.113,.326,.515,.621,.439,.374,.399,.374,.523,.052,287,.286,1003,.873,.196,.375,15,0
Detroit Pistons,.451,12.9,.739,.251,.190,.141,.157,.261,.494,.643,.394,.449,.418,.330,.456,.044,253,.211,784,.832,.195,.386,29,1
Golden State Warriors,.493,14.0,.643,.303,.104,.108,.129,.357,.554,.688,.412,.439,.450,.383,.657,.075,431,.236,883,.831,.209,.406,28,1
Houston Rockets,.463,14.4,.536,.314,.127,.041,.053,.464,.551,.673,.381,.372,.386,.362,.546,.074,414,.266,983,.774,.202,.402,13,0
Indiana Pacers,.462,13.5,.728,.235,.188,.107,.198,.272,.496,.617,.468,.420,.423,.371,.502,.035,187,.229,783,.849,.259,.410,17,1
Los Angeles Clippers,.472,14.2,.671,.276,.119,.080,.195,.329,.519,.658,.410,.409,.436,.375,.498,.065,358,.225,793,.779,.202,.410,14,2
Los Angeles Lakers,.447,12.7,.699,.289,.187,.103,.120,.301,.491,.630,.393,.388,.396,.347,.454,.053,296,.241,845,.781,.223,.374,14,1
Memphis Grizzlies,.434,13.3,.685,.291,.156,.093,.146,.315,.472,.575,.417,.391,.375,.352,.501,.031,165,.271,873,.816,.194,.418,24,0
Miami Heat,.454,13.0,.686,.288,.166,.094,.137,.314,.495,.624,.417,.391,.392,.364,.432,.052,301,.238,809,.885,.303,.406,13,0
Milwaukee Bucks,.476,11.6,.716,.360,.171,.077,.109,.284,.517,.638,.398,.384,.397,.371,.532,.075,401,.287,939,.925,.275,.379,11,0
Minnesota Timberwolves,.466,12.4,.745,.303,.163,.098,.181,.255,.506,.638,.436,.396,.408,.350,.530,.060,329,.248,825,.876,.265,.387,8,0
New Orleans Pelicans,.447,13.3,.693,.277,.172,.096,.146,.307,.489,.618,.414,.427,.371,.352,.498,.047,271,.242,832,.839,.219,.379,11,0
New York Knicks,.447,13.2,.718,.287,.126,.133,.172,.282,.483,.589,.376,.438,.419,.355,.459,.039,226,.254,868,.851,.229,.442,21,0
Oklahoma City Thunder,.454,12.0,.706,.342,.148,.107,.108,.294,.507,.619,.422,.403,.375,.328,.465,.065,356,.280,962,.785,.258,.345,17,2
Orlando Magic,.439,13.4,.700,.263,.171,.111,.156,.300,.489,.622,.425,.423,.381,.322,.488,.040,230,.230,809,.869,.182,.291,23,0
Philadelphia 76ers,.442,13.2,.656,.305,.150,.096,.105,.344,.492,.637,.372,.379,.351,.346,.544,.046,252,.265,932,.869,.151,.406,8,0
Phoenix Suns,.449,12.4,.743,.309,.153,.118,.163,.257,.488,.626,.406,.393,.371,.336,.410,.056,312,.261,936,.795,.281,.337,19,0
Portland Trail Blazers,.460,13.3,.681,.297,.143,.093,.149,.319,.501,.594,.423,.440,.427,.372,.450,.047,263,.247,805,.798,.203,.382,15,0
Sacramento Kings,.458,13.0,.704,.261,.197,.094,.151,.296,.494,.636,.425,.402,.398,.373,.505,.049,255,.257,864,.878,.243,.414,17,0
San Antonio Spurs,.473,13.4,.720,.252,.161,.116,.191,.280,.504,.653,.430,.390,.438,.393,.526,.048,254,.214,752,.882,.271,.440,11,0
Toronto Raptors,.462,13.1,.712,.256,.184,.120,.152,.288,.502,.622,.451,.451,.403,.361,.367,.041,231,.237,802,.798,.266,.375,10,1
Utah Jazz,.463,13.1,.673,.293,.154,.104,.123,.327,.511,.650,.421,.432,.358,.364,.448,.067,353,.233,763,.787,.269,.370,12,1
Washington Wizards,.472,13.1,.717,.294,.139,.109,.174,.283,.511,.631,.433,.419,.430,.372,.503,.045,251,.258,932,.863,.259,.355,9,0
