team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,17455,.447,14.1,.653,.264,.126,.104,.159,.347,.491,.584,.424,.420,.436,.365,.500,.042,235,.226,730,.843,.255,.415
Boston Celtics,17595,.451,13.5,.684,.279,.161,.093,.151,.316,.506,.626,.431,.398,.427,.334,.503,.046,262,.242,845,.848,.212,.354
Brooklyn Nets,17355,.462,13.2,.702,.283,.153,.109,.157,.298,.501,.622,.421,.405,.431,.368,.472,.051,299,.250,883,.789,.222,.379
Chicago Bulls,17620,.461,12.8,.705,.307,.153,.094,.150,.295,.505,.612,.419,.422,.424,.355,.525,.050,288,.276,946,.849,.233,.391
Charlotte Hornets,17430,.449,14.1,.638,.289,.115,.086,.147,.362,.501,.597,.428,.436,.409,.358,.511,.039,217,.252,864,.868,.226,.383
Cleveland Cavaliers,17380,.457,13.2,.682,.292,.149,.106,.135,.318,.500,.628,.398,.406,.408,.365,.522,.046,258,.250,887,.838,.237,.377
Dallas Mavericks,17380,.469,13.6,.682,.258,.156,.109,.160,.318,.510,.675,.438,.407,.387,.379,.488,.046,233,.216,748,.805,.257,.418
Denver Nuggets,17355,.479,13.1,.706,.290,.149,.103,.164,.294,.520,.639,.464,.451,.405,.379,.500,.052,300,.245,883,.839,.219,.413
Detroit Pistons,17620,.460,13.3,.696,.262,.171,.114,.150,.304,.501,.653,.375,.449,.418,.365,.529,.036,197,.230,837,.861,.224,.405
Golden State Warriors,17380,.435,13.3,.685,.290,.159,.097,.139,.315,.485,.621,.380,.370,.400,.327,.505,.050,288,.248,885,.831,.201,.368
Houston Rockets,17380,.463,13.3,.674,.289,.165,.080,.138,.326,.519,.690,.414,.378,.367,.347,.500,.049,290,.259,1024,.824,.240,.373
Indiana Pacers,17405,.449,14.0,.658,.264,.144,.095,.154,.342,.501,.630,.426,.438,.391,.350,.483,.047,253,.250,843,.882,.255,.387
Los Angeles Clippers,17835,.451,13.5,.692,.265,.152,.118,.157,.308,.496,.656,.428,.402,.362,.351,.527,.050,292,.228,834,.823,.222,.391
Los Angeles Lakers,17305,.483,13.2,.678,.302,.145,.089,.142,.322,.537,.679,.438,.408,.416,.370,.535,.069,383,.243,910,.846,.212,.379
Memphis Grizzlies,17480,.442,14.0,.643,.273,.146,.087,.136,.357,.493,.623,.426,.381,.376,.349,.479,.042,216,.245,788,.827,.245,.402
Miami Heat,17355,.449,12.3,.732,.305,.164,.120,.143,.268,.486,.582,.429,.461,.369,.345,.432,.045,248,.267,839,.831,.241,.372
Milwaukee Bucks,17355,.459,13.0,.661,.320,.141,.090,.109,.339,.511,.623,.428,.382,.393,.359,.542,.055,289,.271,895,.866,.294,.399
Minnesota Timberwolves,17405,.471,13.1,.678,.311,.140,.091,.136,.322,.524,.656,.440,.403,.392,.358,.485,.060,331,.262,886,.860,.216,.410
New Orleans Pelicans,17505,.446,13.6,.661,.284,.151,.096,.131,.339,.498,.646,.376,.391,.390,.346,.495,.053,309,.243,892,.817,.216,.360
New York Knicks,17695,.453,12.7,.680,.329,.143,.084,.124,.320,.503,.607,.411,.393,.411,.347,.462,.055,310,.282,977,.825,.221,.403
Oklahoma City Thunder,17140,.459,12.1,.714,.321,.178,.102,.112,.286,.500,.620,.407,.410,.388,.357,.457,.051,270,.279,971,.836,.238,.390
Orlando Magic,17620,.464,12.9,.696,.308,.149,.102,.137,.304,.507,.630,.440,.373,.402,.367,.504,.061,326,.255,897,.846,.218,.402
Philadelphia 76ers,17430,.458,12.8,.708,.300,.154,.108,.146,.292,.500,.633,.388,.436,.393,.354,.494,.050,285,.257,892,.838,.218,.410
Phoenix Suns,17670,.467,13.0,.702,.305,.141,.107,.149,.298,.503,.635,.380,.424,.407,.383,.461,.052,289,.260,923,.816,.210,.464
Portland Trail Blazers,17530,.454,13.2,.701,.277,.163,.108,.153,.299,.487,.574,.434,.444,.413,.376,.438,.040,215,.239,762,.806,.201,.363
Sacramento Kings,17480,.464,14.1,.640,.236,.178,.086,.141,.360,.515,.665,.449,.419,.404,.372,.521,.052,272,.220,763,.850,.240,.426
San Antonio Spurs,17380,.442,12.8,.713,.290,.167,.104,.152,.287,.482,.601,.365,.421,.423,.343,.502,.051,270,.251,797,.825,.242,.326
Toronto Raptors,17620,.451,13.4,.671,.273,.175,.094,.128,.329,.497,.643,.398,.385,.403,.356,.497,.052,287,.247,806,.845,.238,.364
Utah Jazz,17595,.442,12.7,.720,.292,.165,.114,.149,.280,.474,.594,.390,.386,.399,.359,.412,.049,250,.244,772,.779,.192,.381
Washington Wizards,17695,.461,13.5,.679,.289,.148,.100,.143,.321,.508,.635,.399,.454,.401,.363,.495,.051,283,.244,842,.824,.209,.392
