team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Chicago Bulls,27.7,3,0,17.67,2.28,19.95,117.6,99.3,96.7,.258,.273,.573,.530,12.9,33.6,.217,.477,12.4,81.1,.154
Atlanta Hawks,28.5,3,0,19.33,-7.38,11.96,109.0,89.5,99.1,.349,.302,.557,.528,13.7,28.0,.230,.460,17.6,82.8,.149
Los Angeles Clippers,29.6,3,0,13.00,-2.16,10.84,107.3,94.2,98.8,.409,.283,.530,.476,11.0,23.8,.299,.459,16.1,80.5,.236
Boston Celtics,26.5,2,1,1.67,8.99,10.65,111.0,109.3,97.6,.240,.350,.598,.577,13.9,16.2,.167,.479,10.8,73.1,.235
San Antonio Spurs,29.5,4,1,9.60,1.04,10.64,112.0,101.8,93.9,.294,.249,.557,.502,11.1,24.5,.254,.490,12.7,85.4,.224
Toronto Raptors,26.4,2,1,6.00,4.49,10.49,107.9,101.5,94.2,.273,.189,.516,.464,11.4,30.5,.227,.465,12.5,78.5,.246
Charlotte Hornets,27.1,2,1,3.67,4.30,7.97,104.4,100.6,96.4,.312,.296,.511,.456,8.4,20.7,.250,.486,12.6,81.2,.151
Cleveland Cavaliers,29.6,3,1,11.50,-4.41,7.09,115.3,103.4,96.2,.297,.395,.571,.532,12.0,27.3,.227,.476,14.1,70.6,.182
Miami Heat,25.8,2,2,2.75,3.07,5.82,103.4,100.6,95.6,.261,.284,.522,.493,13.6,21.8,.178,.439,11.0,74.5,.248
Detroit Pistons,25.7,3,1,9.00,-3.41,5.59,104.8,95.3,95.2,.194,.208,.516,.492,12.1,24.6,.138,.435,10.5,77.2,.155
Utah Jazz,27.1,2,2,0.00,2.97,2.97,104.3,104.3,91.3,.284,.324,.553,.510,14.2,18.2,.225,.487,13.0,79.5,.223
Sacramento Kings,29.1,2,3,-1.80,4.53,2.73,105.0,106.9,94.0,.333,.279,.543,.491,14.2,21.1,.262,.508,13.4,75.9,.290
Minnesota Timberwolves,23.9,2,1,9.67,-7.21,2.46,113.0,102.6,93.5,.352,.254,.582,.544,14.4,30.4,.254,.477,14.9,76.6,.251
Denver Nuggets,25.3,2,2,0.00,0.80,0.80,102.3,102.3,101.4,.405,.261,.518,.453,13.8,27.3,.314,.477,10.2,85.8,.205
Golden State Warriors,28.3,2,2,2.00,-1.43,0.57,109.8,107.9,103.6,.293,.333,.579,.534,13.6,18.6,.239,.501,12.4,73.8,.193
Brooklyn Nets,27.0,1,3,-7.00,6.04,-0.96,102.5,109.4,101.4,.245,.393,.516,.471,13.9,26.3,.201,.521,14.2,73.3,.179
Oklahoma City Thunder,25.3,2,1,8.67,-9.80,-1.13,101.9,93.9,104.0,.284,.242,.513,.470,14.0,26.6,.214,.462,14.5,83.7,.219
Portland Trail Blazers,25.2,1,3,-5.00,3.80,-1.21,105.8,110.6,100.9,.279,.314,.567,.525,13.6,15.1,.224,.500,11.7,75.3,.265
Indiana Pacers,27.1,2,2,-2.50,-0.35,-2.85,106.7,109.2,100.4,.251,.243,.541,.505,12.7,21.9,.191,.518,13.5,74.7,.194
Milwaukee Bucks,24.9,1,3,-5.00,1.43,-3.57,103.0,108.1,98.6,.221,.243,.517,.476,11.3,21.2,.182,.490,12.7,75.0,.262
New Orleans Pelicans,25.8,1,3,-9.00,2.11,-6.89,98.6,107.3,103.4,.292,.247,.502,.454,10.8,16.3,.225,.513,14.2,78.7,.250
Houston Rockets,27.4,2,2,-1.25,-6.33,-7.58,113.9,115.2,95.1,.319,.417,.582,.549,13.5,22.6,.230,.531,11.7,75.0,.241
Phoenix Suns,25.7,1,3,-11.50,3.25,-8.25,95.6,106.5,102.5,.333,.238,.508,.467,14.3,20.3,.232,.497,14.4,79.7,.304
Los Angeles Lakers,26.2,1,3,-6.25,-2.15,-8.40,102.0,108.2,101.2,.264,.338,.530,.484,16.1,25.3,.215,.516,14.4,73.2,.245
Orlando Magic,24.8,1,3,-10.50,1.44,-9.06,99.2,110.2,95.8,.231,.267,.479,.447,11.4,27.2,.161,.515,11.1,73.4,.135
New York Knicks,27.7,1,2,-11.67,0.17,-11.50,98.3,110.2,97.7,.297,.281,.511,.474,13.2,20.1,.209,.513,11.3,75.6,.175
Dallas Mavericks,29.0,1,2,-6.00,-6.00,-12.00,103.2,109.2,97.0,.231,.399,.527,.487,11.4,19.3,.187,.543,15.6,81.5,.267
Washington Wizards,26.1,0,2,-12.00,-0.11,-12.11,99.4,111.2,96.5,.239,.250,.508,.464,14.2,21.3,.194,.548,15.2,70.6,.188
Memphis Grizzlies,27.5,1,3,-7.50,-4.67,-12.17,102.9,110.7,94.2,.329,.317,.530,.483,14.0,23.2,.247,.526,13.5,75.9,.261
Philadelphia 76ers,24.7,0,3,-13.33,0.59,-12.75,91.0,104.4,98.9,.228,.256,.499,.465,15.6,12.9,.167,.483,9.6,77.7,.173
