Visitor,Home,Prediction,Result,Prediction_Outcome
New Orleans Pelicans,Atlanta Hawks,,,
Chicago Bulls,Denver Nuggets,,,
Oklahoma City Thunder,Los Angeles Lakers,,,
Portland Trail Blazers,New York Knicks,,,
New Orleans Pelicans,Atlanta Hawks,,,
Chicago Bulls,Denver Nuggets,,,
Oklahoma City Thunder,Los Angeles Lakers,,,
Portland Trail Blazers,New York Knicks,,,
