Visitor,Home,Prediction,Result,Prediction_Outcome
Golden State Warriors,Los Angeles Lakers,,,
Milwaukee Bucks,Miami Heat,,,
Denver Nuggets,New York Knicks,,,
Houston Rockets,Oklahoma City Thunder,,,
