Visitor,Home,Prediction,Result,Prediction_Outcome
San Antonio Spurs,Chicago Bulls,,,
Brooklyn Nets,Los Angeles Clippers,,,
Utah Jazz,Milwaukee Bucks,,,
Boston Celtics,Portland Trail Blazers,,,
