Visitor,Home,Prediction,Result,Prediction_Outcome
Oklahoma City Thunder,Brooklyn Nets,,,
Boston Celtics,Dallas Mavericks,,,
Sacramento Kings,Denver Nuggets,,,
Utah Jazz,Los Angeles Clippers,,,
New Orleans Pelicans,Memphis Grizzlies,,,
Houston Rockets,Philadelphia 76ers,,,
