Visitor,Home,Prediction,Result,Prediction_Outcome
Detroit Pistons,Cleveland Cavaliers,,,
Oklahoma City Thunder,Dallas Mavericks,,,
Toronto Raptors,Denver Nuggets,,,
Phoenix Suns,Los Angeles Lakers,,,
New York Knicks,Portland Trail Blazers,,,
Houston Rockets,San Antonio Spurs,,,
