Visitor,Home,Prediction,Result,Prediction_Outcome
Orlando Magic,Chicago Bulls,,,
Milwaukee Bucks,Indiana Pacers,,,
Phoenix Suns,Los Angeles Lakers,,,
Houston Rockets,Miami Heat,,,
Charlotte Hornets,New Orleans Pelicans,,,
Washington Wizards,New York Knicks,,,
Cleveland Cavaliers,Portland Trail Blazers,,,
Oklahoma City Thunder,Toronto Raptors,,,
