Visitor,Home,Prediction,Result,Prediction_Outcome
Boston Celtics,Chicago Bulls,,,
Memphis Grizzlies,Denver Nuggets,,,
Miami Heat,Houston Rockets,,,
Philadelphia 76ers,Los Angeles Clippers,,,
Utah Jazz,Minnesota Timberwolves,,,
Charlotte Hornets,Orlando Magic,,,
Atlanta Hawks,Portland Trail Blazers,,,
Washington Wizards,San Antonio Spurs,,,
