Visitor,Home,Prediction,Result,Prediction_Outcome
Brooklyn Nets,Dallas Mavericks,,,
Atlanta Hawks,Miami Heat,,,
Memphis Grizzlies,Minnesota Timberwolves,,,
Toronto Raptors,New York Knicks,,,
San Antonio Spurs,Phoenix Suns,,,
Milwaukee Bucks,Utah Jazz,,,
Detroit Pistons,Washington Wizards,,,
