Visitor,Home,Prediction,Result,Prediction_Outcome
Toronto Raptors,Cleveland Cavaliers,,,
Portland Trail Blazers,Detroit Pistons,,,
Sacramento Kings,Los Angeles Lakers,,,
Dallas Mavericks,Memphis Grizzlies,,,
New York Knicks,New Orleans Pelicans,,,
Milwaukee Bucks,Oklahoma City Thunder,,,
Miami Heat,Phoenix Suns,,,
San Antonio Spurs,Utah Jazz,,,
