Visitor,Home,Prediction,Result,Prediction_Outcome
Minnesota Timberwolves,Los Angeles Clippers,,,
San Antonio Spurs,Philadelphia 76ers,,,
Denver Nuggets,Utah Jazz,,,
Miami Heat,Washington Wizards,,,
