"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Chicago Bulls",27.1,35,39,35,39,-0.92,0.01,-0.91,107.3,108.2,94.9,0.265,0.252,0.528,0.485,12.2,27.4,0.211,0.514,12.3,76.4,0.167,17860,0.462,12.8,0.705,0.309,0.153,0.094,0.148,0.295,0.507,0.616,0.419,0.425,0.421,0.354,0.523,0.05,299,0.278,983,0.846,0.233,0.391,39.9,86.5,9,25.5,30.9,61,14.4,18.8,0.769,10.3,32.7,43,23.8,7.3,4.6,13.3,18.9,103.4,0.443,12.6,0.748,0.278,0.171,0.121,0.178,0.252,0.481,0.595,0.454,0.396,0.385,0.331,0.512,0.038,223,0.255,900,0.871,0.284,0.416,8,0,38.5,86.8,7.2,21.9,31.2,65,18.3,23,0.794,12.3,33.5,45.8,22.3,7.7,4.8,13.5,17.7,102.4,0.48,0.578947368421053,0.378378378378378,0.5,2
"Indiana Pacers",27,37,38,35,40,-1.03,-0.38,-1.41,107.8,108.9,96.1,0.264,0.27,0.555,0.513,12.8,20.9,0.213,0.51,13.4,75.2,0.224,18125,0.45,14,0.657,0.264,0.146,0.095,0.152,0.343,0.502,0.626,0.434,0.436,0.393,0.35,0.482,0.046,267,0.25,883,0.878,0.252,0.387,38.1,84.7,10.2,29.1,27.9,55.7,19,24,0.79,10.9,33.8,44.7,22.4,8.1,5.1,14.8,19.5,105.4,0.462,13.4,0.73,0.238,0.187,0.106,0.198,0.27,0.495,0.617,0.466,0.418,0.42,0.373,0.498,0.035,199,0.232,840,0.84,0.26,0.405,18,1,38.9,84.2,8.5,22.7,30.5,61.5,18,22.2,0.808,8.9,32.9,41.9,22.3,8.2,5.1,13.8,19.6,104.3,0.493,0.684210526315789,0.297297297297297,0.4,-2
"New Orleans Pelicans",25.6,32,43,33,42,-1.91,0.45,-1.46,104.9,106.8,97.8,0.259,0.309,0.538,0.503,11.9,18.7,0.193,0.506,12.3,77.1,0.179,18225,0.447,13.6,0.662,0.286,0.15,0.097,0.129,0.338,0.496,0.644,0.373,0.396,0.384,0.349,0.497,0.054,333,0.242,936,0.816,0.217,0.368,39.7,88.9,10.5,30,29.2,58.9,15.9,20.8,0.766,10.5,37.6,48.1,23.1,7.4,4.3,13.8,19.4,105.8,0.448,13.3,0.691,0.276,0.171,0.094,0.148,0.309,0.491,0.621,0.411,0.431,0.379,0.354,0.499,0.047,283,0.241,882,0.835,0.22,0.376,11,0,38.9,86.7,9.5,26.8,29.4,59.9,16.7,22.4,0.745,8.6,35.6,44.2,22.6,7.7,5.5,13,18.4,103.9,0.427,0.526315789473684,0.324324324324324,0.7,1
"Detroit Pistons",25.4,34,41,34,41,-1.29,-0.19,-1.48,105.9,107.3,94.9,0.222,0.261,0.521,0.492,10.9,23.8,0.16,0.517,12.1,81.1,0.199,18100,0.461,13.3,0.698,0.262,0.17,0.115,0.15,0.302,0.503,0.657,0.376,0.45,0.42,0.365,0.531,0.037,212,0.229,874,0.863,0.223,0.399,38.4,83.1,9.2,25.1,29.2,58,16.5,21.2,0.779,8,34.7,42.8,23.4,6.7,4.1,12.7,17.6,102.4,0.449,12.9,0.739,0.252,0.19,0.14,0.156,0.261,0.492,0.642,0.391,0.446,0.415,0.327,0.457,0.044,264,0.213,821,0.834,0.197,0.379,30,1,39.7,88.4,7.5,23.1,32.2,65.3,14.2,19.6,0.723,10.9,34.5,45.4,21,7,3.8,11.9,17.9,101.1,0.461,0.615384615384615,0.297297297297297,0.2,1
"Atlanta Hawks",27.9,39,36,34,41,-1.2,-0.37,-1.57,104.7,105.9,97.4,0.298,0.306,0.54,0.502,14.2,23.8,0.216,0.508,13.9,75.7,0.177,18175,0.445,14,0.654,0.266,0.127,0.104,0.158,0.346,0.491,0.588,0.417,0.421,0.431,0.36,0.508,0.044,259,0.226,775,0.844,0.254,0.409,38.9,87.3,10.9,30.2,28,57.1,15.5,20.2,0.767,10.9,33.1,44,23.4,9.2,5.3,15.5,21.8,104.1,0.45,12.9,0.694,0.33,0.118,0.095,0.152,0.306,0.5,0.618,0.343,0.391,0.429,0.339,0.535,0.054,312,0.285,998,0.877,0.236,0.389,11,0,38,84.3,8.8,25.8,29.2,58.5,18.2,25.1,0.725,10.4,33.9,44.3,23.3,8.3,5,15.8,18.1,102.9,0.52,0.526315789473684,0.513513513513513,0.3,2
"Dallas Mavericks",27.8,31,43,31,43,-2.38,0.33,-2.04,105.8,108.4,92.1,0.225,0.359,0.542,0.505,11.5,18.1,0.181,0.529,14.5,77.7,0.218,17860,0.469,13.6,0.683,0.259,0.155,0.11,0.159,0.317,0.511,0.674,0.439,0.409,0.386,0.378,0.486,0.046,243,0.216,782,0.807,0.261,0.415,36.9,78.7,9.4,24.9,27.4,53.7,17.2,22.3,0.77,8.8,35.5,44.3,21,6.4,3.5,15,19.6,100.4,0.441,15.1,0.641,0.199,0.131,0.121,0.191,0.359,0.487,0.633,0.443,0.444,0.392,0.359,0.466,0.037,199,0.167,584,0.818,0.197,0.374,13,0,36.3,82.3,10.6,29.5,25.7,52.8,14.9,18.5,0.802,7.9,30.6,38.5,20.6,7.6,3.7,11.8,19.2,98,0.419,0.538461538461538,0.285714285714286,0.3,-3
"Sacramento Kings",28.1,29,46,28,47,-4.01,0.71,-3.3,107,111.2,94.6,0.284,0.296,0.554,0.514,13.6,20.9,0.22,0.529,13.1,76.4,0.228,18200,0.462,14.1,0.64,0.236,0.177,0.087,0.14,0.36,0.515,0.668,0.444,0.419,0.404,0.369,0.525,0.053,296,0.219,804,0.845,0.237,0.425,38.3,82.7,11,29.8,27.3,52.9,18.8,24.2,0.779,10,32.9,42.9,23.6,8.5,5.1,14.1,20.3,106.3,0.459,13,0.704,0.257,0.197,0.097,0.153,0.296,0.495,0.639,0.426,0.401,0.401,0.372,0.503,0.049,271,0.251,893,0.876,0.238,0.409,18,0,37.6,82,9,24.3,28.6,57.8,18,23.3,0.775,8.7,32.2,40.8,22.3,7.7,4,14.6,20.5,102.3,0.387,0.394736842105263,0.378378378378378,0.4,-1
"New York Knicks",27.4,28,47,29,46,-3.6,-0.26,-3.86,107.7,111.4,96.4,0.239,0.279,0.535,0.496,12.4,26.2,0.189,0.509,11.5,73.9,0.214,18175,0.453,12.7,0.682,0.328,0.144,0.085,0.124,0.318,0.502,0.608,0.412,0.387,0.406,0.35,0.461,0.055,322,0.281,1018,0.826,0.224,0.4,39.9,88,9.8,28,30.1,60,18.8,24.4,0.771,11.8,33.4,45.2,22,7.6,4.6,12.8,18.5,108.4,0.447,13.2,0.721,0.289,0.126,0.132,0.173,0.279,0.484,0.589,0.377,0.438,0.422,0.352,0.463,0.039,236,0.256,909,0.85,0.228,0.435,21,0,39.7,88.7,8.7,24.8,30.9,63.9,16.8,21.2,0.79,11.9,33.6,45.5,21.7,7,5.7,13.9,20.5,104.8,0.373,0.472222222222222,0.282051282051282,0.2,-1
"Philadelphia 76ers",24.7,28,47,25,50,-5.19,-0.1,-5.29,102.9,108.2,98.6,0.256,0.346,0.539,0.502,15,22.1,0.197,0.507,13.4,75.4,0.237,18150,0.455,12.8,0.709,0.302,0.155,0.107,0.146,0.291,0.496,0.626,0.387,0.426,0.395,0.355,0.491,0.049,294,0.261,948,0.841,0.216,0.415,39.1,86,8.9,25,30.3,61,20.4,26.4,0.772,10.9,34.2,45.1,22.3,8.6,5.4,15.1,19.7,107.5,0.442,13.2,0.654,0.306,0.15,0.094,0.103,0.346,0.494,0.64,0.374,0.382,0.344,0.344,0.543,0.048,278,0.265,984,0.865,0.151,0.403,8,0,37.7,85.3,10.2,29.5,27.5,55.7,16.8,21.9,0.768,9.7,33.4,43.1,23.8,8.4,5.3,16.7,22,102.3,0.373,0.459459459459459,0.289473684210526,0.5,-1
"Phoenix Suns",25.3,22,53,24,51,-5.81,0.32,-5.5,105.9,111.7,100.1,0.297,0.256,0.537,0.491,13.5,25.5,0.231,0.524,13.3,76.6,0.266,18150,0.467,13,0.699,0.305,0.138,0.107,0.149,0.301,0.503,0.633,0.38,0.426,0.409,0.381,0.47,0.052,301,0.259,957,0.813,0.211,0.455,40,85.8,9.9,25.8,30.2,60,22.8,29.1,0.785,10.1,33.9,44,22.2,8.2,5.5,15.1,22.2,112.8,0.448,12.5,0.744,0.306,0.153,0.12,0.164,0.256,0.488,0.627,0.406,0.398,0.371,0.334,0.417,0.056,322,0.258,967,0.797,0.279,0.335,19,0,39.5,88.1,7.5,22.6,32,65.5,20.4,26.1,0.779,11.6,33.1,44.7,19.4,8.2,4.9,15.6,24.9,106.9,0.289,0.351351351351351,0.230769230769231,0,-10
"Orlando Magic",25.4,27,48,23,52,-6.11,0.09,-6.02,103.5,109.8,96.5,0.247,0.298,0.522,0.488,12.2,21.8,0.182,0.519,12,77.1,0.202,18125,0.464,12.9,0.698,0.307,0.151,0.103,0.137,0.302,0.506,0.632,0.436,0.371,0.402,0.365,0.502,0.06,339,0.255,936,0.842,0.22,0.396,39.9,86.1,9.5,26,30.4,60.1,17.4,22.7,0.767,9.9,35.6,45.5,23.3,7.6,5.2,13.1,18.9,106.7,0.44,13.4,0.702,0.265,0.171,0.11,0.156,0.298,0.49,0.623,0.426,0.423,0.381,0.323,0.49,0.042,250,0.231,847,0.871,0.182,0.291,23,0,38.2,86.8,8.4,25.9,29.9,60.9,15.8,21.4,0.737,9.9,33.2,43.2,21.9,7,4.9,13.3,19.3,100.6,0.36,0.368421052631579,0.351351351351351,0.3,-2
