team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,42.9,87.0,11.9,31.2,31.0,55.8,17.8,22.6,.788,9.3,35.0,44.4,30.4,9.7,6.7,14.8,19.4,115.7
Houston Rockets,40.3,87.1,14.4,40.1,25.9,47.0,20.3,26.4,.768,10.9,33.3,44.2,25.2,8.3,4.3,15.2,20.0,115.3
Denver Nuggets,41.0,87.7,10.6,28.6,30.4,59.1,18.8,24.4,.773,12.1,34.2,46.3,25.2,6.9,3.9,15.0,19.3,111.5
Los Angeles Clippers,39.4,83.3,10.3,27.4,29.1,55.9,19.3,25.9,.743,9.1,34.0,43.1,22.4,7.4,4.3,13.1,20.0,108.4
Washington Wizards,41.4,87.3,9.1,24.6,32.2,62.7,17.4,22.2,.784,10.4,32.7,43.1,23.9,8.5,4.1,14.1,21.5,109.3
Cleveland Cavaliers,39.8,84.7,12.9,33.5,26.9,51.2,17.5,23.4,.745,9.3,34.1,43.5,22.5,6.6,4.0,13.6,18.0,110.0
Boston Celtics,38.6,85.1,11.9,33.1,26.6,52.0,18.7,23.0,.813,9.2,32.8,41.9,25.0,7.5,4.2,13.4,20.5,107.8
Toronto Raptors,39.1,84.5,8.9,24.3,30.2,60.2,20.0,25.2,.797,10.8,32.6,43.4,18.4,8.2,5.0,12.7,21.0,107.2
Phoenix Suns,39.6,88.2,7.5,22.6,32.1,65.6,20.3,26.1,.776,11.6,33.0,44.7,19.4,8.2,4.8,15.5,24.9,107.1
Portland Trail Blazers,39.7,86.0,10.2,27.4,29.5,58.6,18.6,24.0,.776,10.1,33.8,43.9,21.4,7.0,5.0,14.0,21.4,108.3
Oklahoma City Thunder,39.6,87.2,8.4,25.7,31.2,61.5,19.4,26.1,.744,12.0,34.4,46.4,21.1,7.9,5.0,15.1,20.9,106.9
Charlotte Hornets,37.9,85.7,10.2,28.8,27.7,56.9,19.4,23.8,.812,8.9,35.1,44.0,23.3,6.8,4.8,11.5,16.8,105.4
New York Knicks,39.6,88.6,8.7,24.6,31.0,63.9,16.8,21.2,.792,11.8,33.6,45.4,21.8,7.1,5.7,13.9,20.5,104.7
San Antonio Spurs,39.4,83.6,9.1,23.5,30.3,60.2,18.1,22.5,.801,10.0,33.9,43.8,24.0,8.1,5.9,13.4,18.5,106.1
Milwaukee Bucks,39.1,82.2,8.8,23.6,30.4,58.6,17.6,22.9,.769,8.9,31.5,40.5,24.3,8.2,5.4,13.8,20.3,104.6
Brooklyn Nets,37.8,85.1,10.8,31.6,27.0,53.5,19.3,24.6,.784,8.9,35.0,43.8,21.2,7.0,4.7,16.6,21.4,105.7
Indiana Pacers,38.9,84.3,8.5,22.8,30.4,61.5,17.9,22.2,.808,9.0,32.9,41.9,22.2,8.2,5.1,13.8,19.6,104.3
New Orleans Pelicans,38.9,86.8,9.5,26.9,29.5,59.9,16.7,22.4,.746,8.7,35.6,44.2,22.7,7.8,5.6,13.0,18.3,104.1
Los Angeles Lakers,39.2,87.3,9.1,26.2,30.1,61.2,17.2,22.7,.757,11.3,32.2,43.5,20.8,7.9,4.0,15.2,20.9,104.7
Miami Heat,38.9,85.8,9.7,26.9,29.2,58.8,15.0,21.4,.703,10.7,33.0,43.7,21.1,7.2,5.7,13.4,20.6,102.6
Minnesota Timberwolves,39.3,84.2,7.5,21.3,31.9,62.9,19.1,24.0,.795,11.5,30.9,42.4,23.5,8.0,4.6,14.2,20.2,105.2
Philadelphia 76ers,37.7,85.3,10.2,29.6,27.6,55.7,16.7,21.8,.767,9.7,33.4,43.1,23.8,8.4,5.3,16.7,22.0,102.4
Detroit Pistons,39.7,88.5,7.5,23.1,32.2,65.4,14.1,19.5,.721,10.9,34.7,45.6,21.0,7.0,3.9,11.9,18.0,101.0
Sacramento Kings,37.6,82.1,9.0,24.2,28.6,57.9,18.0,23.2,.775,8.8,32.2,41.0,22.3,7.7,4.0,14.7,20.4,102.1
Atlanta Hawks,38.0,84.3,8.8,25.8,29.2,58.5,18.2,25.1,.725,10.4,33.9,44.3,23.3,8.3,5.0,15.8,18.1,102.9
Chicago Bulls,38.5,86.9,7.3,21.9,31.2,65.0,18.2,23.0,.792,12.4,33.5,45.9,22.3,7.8,4.8,13.5,17.7,102.4
Memphis Grizzlies,36.4,83.8,9.3,26.5,27.1,57.3,18.8,23.9,.785,11.0,32.1,43.0,21.1,8.1,4.1,12.8,22.8,100.8
Orlando Magic,38.3,87.0,8.4,26.0,29.8,61.0,15.9,21.5,.740,9.9,33.3,43.2,22.0,7.0,4.9,13.3,19.4,100.8
Utah Jazz,36.8,79.3,9.6,26.0,27.2,53.3,17.4,23.2,.750,9.4,34.0,43.4,19.8,6.7,4.9,13.7,18.9,100.5
Dallas Mavericks,36.2,82.2,10.6,29.6,25.6,52.6,14.9,18.6,.802,7.8,30.6,38.5,20.5,7.6,3.7,11.8,19.2,97.9
