Visitor,Home,Prediction,Result,Prediction_Outcome
Charlotte Hornets,Cleveland Cavaliers,,,
Phoenix Suns,Golden State Warriors,,,
Los Angeles Lakers,Minnesota Timberwolves,,,
Orlando Magic,Oklahoma City Thunder,,,
Denver Nuggets,Portland Trail Blazers,,,
