team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,6000,.453,13.7,.688,.267,.141,.115,.164,.312,.492,.578,.422,.418,.468,.365,.480,.044,88,.222,244,.827,.224,.438
Boston Celtics,5760,.441,13.4,.688,.282,.166,.100,.140,.312,.488,.603,.418,.409,.389,.339,.493,.039,72,.250,283,.828,.205,.354
Brooklyn Nets,5570,.471,13.6,.673,.284,.146,.092,.152,.327,.517,.614,.440,.421,.461,.376,.493,.054,100,.250,294,.812,.246,.412
Chicago Bulls,5760,.445,12.7,.722,.296,.170,.103,.153,.278,.479,.608,.395,.381,.386,.358,.525,.048,91,.270,308,.880,.257,.353
Charlotte Hornets,6075,.438,14.2,.651,.284,.110,.092,.166,.349,.488,.577,.435,.451,.390,.345,.503,.034,68,.250,300,.866,.216,.339
Cleveland Cavaliers,5520,.442,13.4,.689,.285,.151,.109,.142,.311,.486,.632,.339,.411,.414,.344,.514,.037,67,.247,295,.836,.203,.331
Dallas Mavericks,5810,.465,13.7,.674,.271,.147,.094,.163,.326,.495,.658,.396,.375,.382,.403,.503,.044,77,.231,265,.789,.249,.428
Denver Nuggets,6075,.464,13.1,.720,.277,.161,.112,.170,.280,.506,.635,.456,.451,.376,.357,.468,.049,102,.236,300,.854,.220,.400
Detroit Pistons,6240,.436,13.2,.711,.267,.174,.115,.155,.289,.478,.617,.393,.409,.387,.330,.510,.030,58,.241,307,.849,.232,.347
Golden State Warriors,6290,.433,13.5,.692,.272,.163,.098,.159,.308,.480,.624,.358,.417,.402,.326,.485,.043,89,.241,321,.830,.221,.365
Houston Rockets,6050,.455,13.3,.684,.281,.177,.087,.139,.316,.501,.678,.384,.398,.357,.356,.456,.043,87,.252,343,.855,.250,.408
Indiana Pacers,6100,.448,14.2,.651,.269,.138,.088,.156,.349,.505,.612,.465,.450,.388,.343,.488,.045,89,.256,304,.873,.259,.367
Los Angeles Clippers,6050,.441,13.3,.724,.255,.167,.133,.170,.276,.472,.651,.414,.371,.341,.360,.492,.044,85,.228,280,.822,.224,.310
Los Angeles Lakers,6480,.483,13.2,.679,.308,.139,.089,.143,.321,.542,.701,.443,.373,.396,.358,.551,.068,150,.255,382,.848,.216,.414
Memphis Grizzlies,6390,.432,13.8,.653,.279,.152,.085,.137,.347,.481,.615,.381,.397,.372,.340,.459,.039,72,.255,291,.822,.233,.373
Miami Heat,6025,.446,12.4,.743,.298,.164,.124,.157,.257,.481,.572,.427,.458,.383,.344,.450,.039,73,.262,290,.893,.282,.346
Milwaukee Bucks,5545,.434,13.7,.644,.294,.140,.092,.119,.356,.492,.625,.394,.370,.373,.330,.543,.044,75,.251,283,.892,.278,.387
Minnesota Timberwolves,6025,.472,13.0,.686,.308,.149,.090,.138,.314,.522,.658,.430,.411,.394,.361,.476,.059,113,.262,313,.833,.226,.397
New Orleans Pelicans,6390,.446,13.6,.667,.281,.156,.100,.129,.333,.495,.664,.351,.389,.378,.349,.525,.054,116,.241,342,.876,.233,.377
New York Knicks,6050,.445,12.7,.694,.321,.152,.086,.134,.306,.484,.597,.412,.373,.372,.358,.452,.052,98,.278,320,.809,.229,.424
Oklahoma City Thunder,6100,.446,12.1,.702,.325,.182,.095,.099,.298,.493,.630,.353,.395,.397,.334,.471,.054,104,.278,351,.850,.251,.352
Orlando Magic,6240,.451,12.6,.724,.312,.161,.107,.144,.276,.493,.614,.425,.374,.398,.341,.489,.061,106,.258,328,.852,.190,.350
Philadelphia 76ers,5860,.451,13.0,.704,.295,.158,.107,.145,.296,.497,.644,.371,.433,.381,.343,.470,.046,88,.259,317,.835,.184,.412
Phoenix Suns,6125,.457,13.4,.706,.282,.136,.127,.160,.294,.486,.615,.365,.428,.408,.388,.480,.037,76,.246,304,.843,.190,.467
Portland Trail Blazers,6555,.455,13.0,.706,.286,.170,.104,.148,.294,.490,.575,.460,.418,.407,.371,.434,.046,95,.246,299,.802,.186,.349
Sacramento Kings,5835,.450,14.2,.655,.243,.168,.087,.158,.345,.492,.627,.458,.395,.373,.370,.518,.045,78,.217,245,.833,.262,.421
San Antonio Spurs,5760,.448,13.1,.703,.281,.167,.100,.155,.297,.495,.602,.409,.452,.416,.339,.510,.050,86,.246,266,.828,.265,.329
Toronto Raptors,5785,.450,13.5,.658,.281,.170,.084,.122,.342,.504,.641,.391,.385,.429,.345,.500,.055,101,.256,280,.852,.227,.365
Utah Jazz,6000,.431,12.4,.730,.312,.166,.099,.152,.270,.456,.581,.336,.345,.402,.363,.414,.048,87,.267,292,.819,.190,.402
Washington Wizards,5595,.468,13.6,.680,.279,.146,.109,.146,.320,.510,.638,.415,.448,.408,.380,.499,.045,80,.248,278,.855,.208,.445
