team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,21,5,11.69,-1.30,10.39,116.7,105.1,100.1,.283,.363,.601,.564,13.1,22.4,.223,.483,13.0,74.2,.215
Toronto Raptors,26.1,18,6,8.88,1.09,9.96,117.1,107.8,94.8,.304,.287,.581,.534,11.1,25.8,.249,.509,14.2,74.3,.211
Los Angeles Clippers,30.0,19,6,8.92,0.03,8.95,112.9,103.7,96.4,.325,.318,.569,.527,11.7,23.1,.248,.491,14.0,77.8,.222
Cleveland Cavaliers,29.1,17,6,8.26,0.58,8.84,115.0,106.5,96.6,.294,.399,.582,.545,12.8,24.1,.225,.496,11.8,74.6,.161
Houston Rockets,27.2,17,8,5.84,0.04,5.88,113.9,108.0,97.6,.271,.434,.580,.549,14.3,27.2,.202,.511,13.3,77.2,.215
San Antonio Spurs,29.7,16,8,5.63,-0.04,5.58,110.3,104.3,93.8,.277,.276,.563,.518,12.2,21.6,.226,.499,13.6,78.3,.197
Utah Jazz,26.4,17,8,5.00,-0.53,4.47,109.7,104.3,91.6,.294,.341,.567,.526,12.7,21.0,.229,.480,11.4,77.6,.189
Detroit Pistons,25.8,16,10,3.00,0.32,3.32,105.5,102.3,93.9,.206,.243,.523,.493,10.9,21.9,.155,.483,12.0,79.5,.196
Charlotte Hornets,26.7,14,11,2.08,-0.38,1.70,106.3,104.2,96.9,.312,.322,.536,.492,10.8,19.7,.235,.498,11.6,80.4,.150
Chicago Bulls,27.8,14,10,2.79,-1.17,1.62,107.8,104.9,95.2,.290,.225,.525,.475,12.2,29.5,.234,.495,12.3,75.5,.153
Boston Celtics,25.7,13,11,1.50,-0.06,1.44,109.0,107.4,95.9,.235,.361,.548,.512,11.5,21.6,.185,.494,12.9,74.3,.227
Oklahoma City Thunder,24.7,14,11,1.52,-0.18,1.34,105.8,104.3,98.8,.281,.296,.538,.505,13.9,25.4,.200,.495,12.6,77.7,.196
Milwaukee Bucks,25.5,12,11,0.43,-0.63,-0.20,106.9,106.5,96.8,.264,.293,.550,.512,13.4,22.8,.204,.493,13.2,76.0,.227
Memphis Grizzlies,28.1,13,13,-0.19,-0.26,-0.45,102.0,102.2,93.4,.286,.297,.515,.468,12.8,23.3,.223,.491,14.7,79.7,.256
Sacramento Kings,28.9,11,13,-0.75,-0.12,-0.87,106.6,107.3,95.2,.292,.283,.539,.496,13.0,22.9,.226,.513,14.4,75.6,.237
Portland Trail Blazers,25.1,12,15,-1.67,0.53,-1.13,110.6,112.3,98.1,.270,.341,.562,.521,12.2,21.8,.215,.510,11.6,75.0,.257
New York Knicks,27.5,11,14,-2.28,0.43,-1.85,107.9,110.2,96.6,.234,.286,.533,.497,12.4,26.4,.183,.500,12.0,74.0,.246
Atlanta Hawks,28.3,11,14,-1.84,-0.44,-2.28,102.7,104.5,98.9,.266,.308,.537,.505,15.1,24.1,.190,.510,14.3,77.3,.165
Miami Heat,26.2,10,15,-3.12,0.74,-2.38,103.4,106.7,93.8,.251,.289,.509,.481,12.0,25.8,.169,.490,12.3,74.9,.210
Minnesota Timberwolves,23.6,10,15,-3.00,0.57,-2.43,108.8,111.9,95.0,.301,.277,.544,.500,13.2,27.7,.233,.528,13.3,76.1,.243
Indiana Pacers,27.3,11,14,-1.92,-0.57,-2.49,105.7,107.7,97.8,.259,.265,.549,.507,13.4,20.3,.208,.508,14.3,74.3,.215
Washington Wizards,26.1,10,13,-2.35,-0.63,-2.98,105.9,108.3,96.8,.248,.252,.537,.499,13.1,24.7,.192,.529,14.9,74.8,.210
Denver Nuggets,25.2,10,15,-3.24,0.24,-3.00,106.2,109.5,98.2,.299,.293,.530,.488,14.3,29.2,.223,.514,11.0,79.7,.215
New Orleans Pelicans,25.6,9,17,-4.27,0.16,-4.11,102.5,106.7,97.9,.271,.294,.529,.488,12.1,17.8,.209,.504,12.0,77.7,.175
Dallas Mavericks,27.5,6,18,-6.96,1.68,-5.28,101.2,108.8,91.6,.215,.362,.518,.482,12.3,19.9,.170,.531,14.9,78.0,.228
Orlando Magic,25.5,9,17,-4.65,-0.87,-5.52,101.8,106.7,94.5,.249,.302,.514,.481,12.1,21.4,.177,.498,11.7,76.3,.180
Los Angeles Lakers,26.1,8,19,-6.44,0.91,-5.54,105.5,112.0,99.2,.272,.285,.537,.496,14.4,26.1,.212,.540,12.9,76.1,.201
Phoenix Suns,26.0,8,17,-6.16,-0.60,-6.76,103.6,109.6,101.2,.293,.275,.531,.487,13.7,24.8,.224,.514,13.6,78.4,.270
Philadelphia 76ers,25.2,6,18,-7.58,0.18,-7.41,99.4,107.1,96.5,.226,.356,.527,.498,15.6,20.3,.163,.502,12.1,76.1,.205
Brooklyn Nets,26.6,6,17,-8.74,0.44,-8.30,103.7,112.2,101.8,.291,.387,.546,.503,14.9,20.5,.227,.532,12.4,75.2,.190
