team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,35.6,83.1,8.1,22.5,27.5,60.6,15.8,20.8,.760,10.0,31.0,41.0,17.6,7.2,3.6,11.5,20.3,95.2
Milwaukee Bucks,37.0,85.0,10.1,29.7,26.9,55.4,18.6,23.8,.784,10.6,32.9,43.5,23.7,7.3,5.0,14.4,19.3,102.7
San Antonio Spurs,36.8,82.7,8.5,25.2,28.3,57.5,15.8,20.5,.770,9.6,31.5,41.1,21.4,7.7,3.9,14.3,19.6,97.9
Toronto Raptors,37.7,83.7,9.6,28.2,28.1,55.5,17.5,23.0,.761,11.2,31.9,43.1,22.2,6.3,4.1,15.8,20.7,102.4
Cleveland Cavaliers,39.2,87.9,9.9,27.9,29.3,60.1,14.7,19.4,.758,11.1,32.6,43.7,23.6,7.1,4.7,13.5,21.8,103.0
Chicago Bulls,39.1,86.7,8.4,23.5,30.7,63.2,13.3,18.0,.737,11.1,32.3,43.3,24.1,7.5,5.1,13.0,18.9,99.8
Dallas Mavericks,36.2,76.7,10.2,25.3,26.0,51.4,17.5,22.7,.772,8.3,35.8,44.1,20.9,6.6,3.5,15.5,19.2,100.0
Miami Heat,38.0,85.8,8.0,22.9,30.0,62.8,17.5,22.2,.789,10.4,34.6,45.0,19.9,6.5,5.7,12.9,18.8,101.4
Charlotte Hornets,39.3,88.4,10.6,30.2,28.6,58.3,13.5,17.7,.763,9.2,35.8,45.0,23.9,6.7,5.6,12.7,20.9,102.7
Philadelphia 76ers,39.2,86.4,9.1,25.9,30.1,60.5,18.8,25.1,.748,11.0,34.6,45.5,22.1,8.8,5.2,14.0,19.5,106.2
Washington Wizards,39.6,84.0,9.8,26.3,29.9,57.7,17.5,24.2,.724,10.5,32.5,42.9,23.6,7.4,4.6,16.0,20.1,106.5
Boston Celtics,37.5,84.6,9.0,26.2,28.6,58.4,19.3,25.2,.765,11.4,35.0,46.4,21.7,7.2,5.3,14.5,19.7,103.4
Memphis Grizzlies,33.8,78.8,9.6,28.0,24.2,50.8,20.4,27.7,.737,8.6,34.2,42.8,19.1,6.8,5.5,15.1,21.4,97.7
Atlanta Hawks,39.5,86.7,10.1,27.5,29.5,59.2,14.9,19.5,.761,10.0,32.4,42.4,22.4,9.5,4.9,15.5,20.6,104.1
Sacramento Kings,37.1,81.4,10.5,28.7,26.6,52.7,19.5,25.3,.771,10.3,33.2,43.5,22.7,7.9,5.9,15.2,21.8,104.1
Detroit Pistons,36.6,82.0,8.3,24.0,28.4,58.1,16.3,21.0,.779,8.5,34.5,43.0,22.1,6.9,4.3,12.7,17.2,97.9
New York Knicks,39.2,87.1,9.3,26.8,29.9,60.3,20.1,26.2,.768,11.9,33.3,45.2,21.8,7.9,4.9,13.2,18.9,107.9
Oklahoma City Thunder,39.6,87.3,8.7,25.4,30.8,62.0,17.3,23.1,.747,9.8,31.5,41.4,22.0,8.3,5.0,14.1,20.7,105.2
Minnesota Timberwolves,38.6,82.5,9.6,26.7,29.0,55.8,19.1,24.5,.779,9.6,31.2,40.8,21.8,8.2,5.1,14.4,20.9,105.9
Golden State Warriors,38.4,89.3,9.1,28.1,29.3,61.2,18.4,24.3,.756,11.8,32.2,43.9,21.3,8.7,3.6,15.3,20.3,104.3
Los Angeles Clippers,37.5,84.6,8.5,24.2,28.9,60.4,18.2,24.0,.760,10.4,32.6,43.0,21.2,7.2,3.2,14.5,23.0,101.6
Orlando Magic,38.8,86.0,8.5,24.0,30.3,62.0,16.4,21.5,.764,10.2,35.3,45.5,21.5,6.9,5.6,12.6,19.2,102.5
Indiana Pacers,38.5,86.8,10.1,30.0,28.4,56.8,18.7,23.8,.786,11.5,35.3,46.8,22.6,8.3,5.4,15.6,19.9,105.8
Denver Nuggets,40.6,86.9,9.1,24.9,31.5,62.0,19.2,24.5,.784,8.8,31.8,40.6,22.6,8.6,5.4,12.1,21.8,109.4
Houston Rockets,39.4,86.9,9.7,26.9,29.7,60.0,18.0,23.1,.779,10.3,31.6,41.9,21.7,8.8,5.0,14.9,19.4,106.4
Brooklyn Nets,42.8,92.5,10.7,29.7,32.1,62.8,18.5,24.0,.771,11.7,36.3,48.0,24.3,10.5,5.7,13.9,21.2,114.8
New Orleans Pelicans,40.0,89.4,10.8,30.3,29.2,59.1,15.8,20.7,.766,10.1,38.3,48.5,24.7,7.2,4.4,13.5,19.8,106.6
Phoenix Suns,40.4,86.5,10.1,25.9,30.3,60.6,23.2,29.5,.787,9.5,34.4,43.9,23.4,8.2,5.6,16.1,22.5,114.2
Portland Trail Blazers,39.8,86.5,9.9,26.0,29.9,60.5,22.7,28.6,.795,10.7,34.5,45.1,21.0,7.9,5.3,13.0,19.6,112.2
Los Angeles Lakers,41.5,87.0,10.1,28.0,31.4,59.0,17.4,23.4,.744,10.7,33.7,44.4,25.8,9.4,5.4,14.1,18.9,110.6
