team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,27,5,12.91,-0.94,11.96,115.9,103.1,100.5,.272,.357,.599,.563,13.3,22.3,.215,.481,13.3,75.4,.206
Toronto Raptors,26.1,23,7,9.00,0.16,9.16,116.7,107.3,95.2,.301,.287,.577,.532,10.9,25.4,.243,.507,14.4,73.8,.209
Cleveland Cavaliers,29.1,22,8,7.17,0.38,7.55,113.8,106.4,96.4,.292,.390,.572,.535,12.4,23.9,.222,.502,12.3,75.5,.168
San Antonio Spurs,29.7,22,9,6.65,0.14,6.79,111.4,104.3,93.9,.274,.269,.570,.526,12.7,23.1,.225,.496,13.5,77.7,.191
Houston Rockets,27.3,23,9,7.06,-0.41,6.66,114.5,107.4,98.1,.265,.452,.583,.552,14.2,26.7,.198,.509,13.3,76.4,.207
Los Angeles Clippers,30.0,24,9,7.03,-0.66,6.37,112.2,104.9,96.3,.312,.322,.570,.530,12.1,22.0,.237,.493,13.2,76.7,.215
Utah Jazz,26.4,20,11,3.87,0.21,4.08,108.8,104.5,91.1,.295,.345,.568,.528,13.4,20.7,.227,.478,11.1,77.5,.190
Boston Celtics,25.9,17,14,1.84,0.00,1.84,109.2,107.3,96.0,.247,.363,.548,.510,11.3,21.3,.196,.497,13.2,74.0,.228
Milwaukee Bucks,25.5,16,13,1.79,0.02,1.81,108.0,106.2,96.0,.264,.290,.553,.516,12.9,22.9,.202,.494,13.1,76.5,.219
Detroit Pistons,25.7,17,16,0.79,0.58,1.36,105.2,104.4,93.8,.220,.256,.524,.493,11.2,21.9,.163,.497,12.2,80.0,.199
Charlotte Hornets,26.7,18,13,2.03,-0.75,1.28,107.3,105.2,96.6,.299,.317,.537,.494,10.9,20.7,.228,.504,11.7,79.8,.153
Oklahoma City Thunder,24.7,17,14,1.84,-0.58,1.26,107.8,105.9,98.0,.292,.296,.545,.509,13.5,26.0,.212,.503,12.6,77.8,.198
Chicago Bulls,27.8,16,15,0.81,-0.73,0.08,106.7,105.8,94.3,.272,.227,.518,.472,12.2,29.6,.216,.499,12.1,75.6,.153
Memphis Grizzlies,28.4,16,17,-0.15,0.18,0.02,102.8,103.0,92.8,.286,.299,.516,.468,12.4,23.7,.225,.490,14.3,79.4,.259
Washington Wizards,26.1,14,16,-1.47,0.02,-1.45,107.7,109.2,96.5,.256,.260,.549,.511,13.0,24.0,.198,.530,14.4,74.9,.208
Minnesota Timberwolves,23.6,13,18,-2.06,0.26,-1.80,108.8,111.0,94.8,.294,.279,.546,.502,13.6,27.9,.230,.526,13.4,76.3,.231
Denver Nuggets,25.2,14,17,-1.94,0.09,-1.85,108.5,110.5,98.1,.304,.304,.543,.502,13.9,28.5,.227,.519,11.0,80.0,.220
Sacramento Kings,28.8,14,17,-1.81,-0.17,-1.98,106.9,108.8,94.7,.293,.293,.543,.500,13.0,22.5,.225,.520,14.1,75.6,.239
New York Knicks,27.5,13,17,-2.33,0.24,-2.09,108.2,110.6,96.9,.241,.280,.535,.497,12.5,26.7,.191,.504,11.8,74.0,.231
Atlanta Hawks,28.2,13,18,-2.23,-0.10,-2.33,104.0,106.3,97.9,.267,.309,.541,.508,14.6,24.3,.191,.515,14.0,76.8,.172
Miami Heat,26.2,12,19,-2.84,0.30,-2.54,103.3,106.3,94.5,.252,.288,.513,.487,12.1,25.1,.167,.489,11.9,76.5,.204
Indiana Pacers,27.2,14,18,-1.97,-0.81,-2.78,104.9,106.9,97.7,.260,.265,.542,.499,13.0,20.1,.210,.502,13.8,74.7,.215
Portland Trail Blazers,25.1,12,21,-4.00,0.93,-3.07,109.8,113.9,97.6,.278,.338,.558,.517,12.4,22.3,.218,.517,11.6,75.2,.263
New Orleans Pelicans,25.6,12,21,-3.76,0.16,-3.60,103.3,107.1,97.7,.270,.291,.529,.489,11.7,18.4,.204,.508,12.0,78.0,.177
Dallas Mavericks,27.5,10,21,-5.61,1.39,-4.22,102.9,109.0,91.1,.218,.362,.526,.490,12.0,19.3,.173,.538,15.2,78.2,.228
Orlando Magic,25.5,12,21,-3.79,-0.63,-4.42,103.2,107.1,95.1,.245,.299,.519,.488,11.8,21.4,.174,.501,11.6,76.8,.191
Los Angeles Lakers,26.1,11,23,-6.06,0.61,-5.45,105.9,112.1,98.6,.267,.298,.538,.497,14.1,25.9,.207,.536,12.7,75.3,.200
Phoenix Suns,26.0,9,22,-6.84,-0.08,-6.91,104.4,111.0,101.1,.294,.277,.533,.490,13.8,25.5,.224,.526,13.9,77.9,.268
Brooklyn Nets,26.5,8,22,-8.17,0.71,-7.46,103.7,111.7,102.0,.299,.387,.549,.505,15.1,20.5,.233,.520,11.9,75.1,.200
Philadelphia 76ers,25.2,8,22,-7.50,-0.42,-7.92,100.5,108.1,96.9,.233,.355,.532,.500,15.6,21.1,.173,.506,12.6,75.4,.217
