team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
Cleveland Cavaliers,.694,0.8148148148148148,0.5454545454545454,0.5,2
Boston Celtics,.640,0.6923076923076923,0.5833333333333334,0.7,6
Washington Wizards,.600,0.7857142857142857,0.36363636363636365,0.9,7
Atlanta Hawks,.588,0.6,0.5769230769230769,0.6,2
Toronto Raptors,.588,0.6538461538461539,0.52,0.2,-2
Indiana Pacers,.560,0.76,0.36,0.7,6
Chicago Bulls,.490,0.5769230769230769,0.4,0.5,-1
Detroit Pistons,.451,0.5833333333333334,0.3333333333333333,0.5,-1
Charlotte Hornets,.451,0.6,0.3076923076923077,0.3,-7
Milwaukee Bucks,.440,0.52,0.36,0.2,1
New York Knicks,.423,0.52,0.3333333333333333,0.4,-1
Miami Heat,.412,0.5,0.32,1.0,10
Orlando Magic,.377,0.36,0.39285714285714285,0.3,-1
Philadelphia 76ers,.360,0.4444444444444444,0.2608695652173913,0.4,-3
Brooklyn Nets,.180,0.2692307692307692,0.08333333333333333,0.1,-8
Golden State Warriors,.843,0.88,0.8076923076923077,0.8,-1
San Antonio Spurs,.780,0.76,0.8,0.8,3
Houston Rockets,.685,0.76,0.6206896551724138,0.5,1
Utah Jazz,.627,0.6785714285714286,0.5652173913043478,0.7,2
LA Clippers,.620,0.68,0.56,0.5,-1
Memphis Grizzlies,.585,0.64,0.5357142857142857,0.6,1
Oklahoma City Thunder,.569,0.7083333333333334,0.4444444444444444,0.5,1
Denver Nuggets,.440,0.52,0.36,0.5,-1
Portland Trail Blazers,.431,0.56,0.3076923076923077,0.4,-1
Dallas Mavericks,.400,0.5,0.3076923076923077,0.7,4
Sacramento Kings,.392,0.391304347826087,0.39285714285714285,0.4,1
New Orleans Pelicans,.373,0.48148148148148145,0.25,0.3,-4
Minnesota Timberwolves,.373,0.4444444444444444,0.2916666666666667,0.5,-3
Los Angeles Lakers,.321,0.48,0.17857142857142858,0.2,-2
Phoenix Suns,.314,0.32,0.3076923076923077,0.3,-1
