Visitor,Home,Prediction,Result,Prediction_Outcome
Phoenix Suns,Dallas Mavericks,,,
Chicago Bulls,Los Angeles Clippers,,,
Charlotte Hornets,Los Angeles Lakers,,,
Atlanta Hawks,Miami Heat,,,
Golden State Warriors,New York Knicks,,,
Boston Celtics,Orlando Magic,,,
Minnesota Timberwolves,Portland Trail Blazers,,,
