team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,15,4,11.79,-1.28,10.51,116.3,104.7,100.5,.278,.369,.602,.566,13.2,22.2,.220,.483,13.0,74.3,.202
Los Angeles Clippers,29.9,17,4,10.48,-0.37,10.10,112.2,101.4,96.3,.340,.316,.568,.524,11.5,21.5,.257,.483,14.3,78.1,.213
Toronto Raptors,26.1,14,5,6.84,0.91,7.75,115.1,108.0,94.9,.307,.284,.575,.528,11.3,24.9,.250,.510,14.4,75.0,.227
San Antonio Spurs,29.7,13,7,4.75,0.42,5.17,110.5,105.4,93.1,.303,.272,.565,.516,12.3,22.2,.249,.505,13.3,78.3,.184
Cleveland Cavaliers,29.2,12,6,5.33,-0.23,5.10,113.0,107.5,97.4,.288,.400,.570,.532,12.5,23.2,.220,.506,11.7,75.3,.155
Detroit Pistons,25.9,13,8,3.52,1.05,4.58,106.7,102.9,94.1,.211,.232,.528,.496,10.9,22.3,.162,.480,11.8,78.2,.195
Utah Jazz,26.3,13,7,4.60,-0.21,4.39,108.9,103.9,91.1,.286,.331,.564,.524,12.4,20.0,.221,.476,11.0,78.2,.193
Houston Rockets,27.2,12,8,3.85,0.41,4.26,113.8,109.9,96.8,.257,.428,.579,.547,14.4,27.2,.194,.519,12.8,76.4,.213
Chicago Bulls,27.9,12,6,5.61,-1.51,4.11,109.5,103.7,95.6,.272,.236,.526,.479,11.6,30.1,.220,.495,13.0,76.1,.160
Oklahoma City Thunder,24.6,11,9,2.25,0.03,2.28,107.1,104.9,98.7,.269,.289,.544,.510,13.6,25.0,.197,.499,12.5,77.9,.198
Charlotte Hornets,26.7,11,8,2.37,-0.77,1.60,106.4,104.0,97.0,.313,.333,.540,.498,10.8,18.8,.232,.496,12.0,79.7,.154
Boston Celtics,25.8,10,9,0.84,-0.08,0.76,108.8,108.0,96.1,.236,.360,.548,.512,11.5,21.6,.186,.493,12.7,73.3,.220
Milwaukee Bucks,25.5,9,8,1.47,-1.15,0.32,106.5,104.9,96.3,.249,.291,.544,.507,13.7,24.0,.195,.486,13.3,76.4,.228
Miami Heat,26.0,9,10,-1.47,0.79,-0.69,103.2,104.8,93.8,.258,.293,.508,.480,11.7,25.1,.173,.484,12.8,76.2,.216
Atlanta Hawks,28.2,10,10,0.00,-0.75,-0.75,101.9,101.9,99.1,.268,.307,.535,.504,15.2,23.5,.188,.493,14.5,77.1,.168
Memphis Grizzlies,28.4,9,11,-1.05,-0.32,-1.37,102.7,103.8,92.7,.292,.303,.522,.474,13.1,22.5,.230,.501,14.6,80.0,.266
Denver Nuggets,25.1,8,11,-3.05,1.64,-1.42,105.7,108.7,99.3,.308,.284,.527,.484,13.8,28.2,.228,.508,10.6,80.0,.212
Sacramento Kings,29.0,8,11,-2.21,0.46,-1.75,106.5,108.8,94.7,.302,.281,.543,.498,13.4,22.8,.235,.518,13.4,77.0,.244
New York Knicks,27.5,8,11,-2.68,0.73,-1.95,107.7,110.5,96.2,.221,.285,.533,.498,12.3,26.3,.173,.506,12.5,73.6,.241
Minnesota Timberwolves,23.6,9,10,-1.16,-0.94,-2.10,108.4,109.6,95.7,.316,.283,.546,.498,13.6,27.0,.247,.525,14.5,76.3,.247
Portland Trail Blazers,25.1,8,12,-2.75,0.37,-2.38,110.6,113.4,98.6,.265,.345,.563,.523,12.1,21.0,.212,.516,11.3,75.5,.254
New Orleans Pelicans,25.7,8,12,-2.90,0.11,-2.80,102.9,105.9,98.0,.273,.283,.534,.493,12.1,17.3,.210,.497,12.3,77.9,.189
Washington Wizards,26.2,7,11,-2.89,-0.03,-2.92,105.0,108.0,96.3,.247,.246,.531,.494,13.5,25.5,.190,.523,14.1,75.3,.208
Los Angeles Lakers,26.1,8,13,-4.38,1.40,-2.99,105.9,110.3,99.4,.263,.293,.540,.501,14.1,25.4,.204,.532,12.9,77.4,.204
Indiana Pacers,27.3,8,11,-2.68,-1.24,-3.93,103.8,106.4,97.9,.229,.256,.536,.501,13.6,20.9,.180,.505,14.4,74.0,.210
Orlando Magic,25.4,7,13,-4.35,-1.32,-5.67,98.9,103.5,94.1,.246,.292,.498,.463,12.8,23.2,.177,.482,11.7,77.2,.175
Phoenix Suns,25.7,6,13,-5.68,-0.59,-6.27,102.6,108.1,101.8,.303,.255,.527,.483,13.8,24.2,.229,.510,13.6,78.6,.251
Dallas Mavericks,27.6,4,14,-8.83,1.70,-7.14,97.7,107.2,92.0,.214,.355,.503,.465,12.7,20.0,.171,.526,14.9,79.5,.222
Brooklyn Nets,26.7,4,14,-8.83,0.54,-8.30,102.7,111.3,101.5,.271,.402,.542,.501,14.8,19.9,.212,.531,13.0,75.4,.188
Philadelphia 76ers,25.1,4,15,-10.37,0.03,-10.34,98.3,108.7,97.0,.217,.344,.522,.493,15.7,20.0,.158,.511,11.9,75.6,.194
