team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,19135,.445,14.1,.651,.264,.127,.105,.156,.349,.490,.587,.418,.423,.431,.359,.510,.043,264,.226,801,.846,.255,.407
Boston Celtics,19275,.452,13.4,.686,.283,.160,.092,.150,.314,.505,.625,.431,.406,.419,.334,.503,.047,294,.244,935,.847,.212,.347
Brooklyn Nets,19275,.459,13.1,.702,.282,.154,.109,.157,.298,.500,.619,.420,.404,.429,.364,.477,.050,329,.250,975,.792,.219,.383
Chicago Bulls,19300,.459,12.7,.703,.313,.150,.093,.147,.297,.505,.612,.421,.418,.420,.351,.525,.051,323,.280,1048,.849,.228,.397
Charlotte Hornets,19350,.455,14.0,.637,.289,.116,.088,.145,.363,.505,.606,.426,.429,.415,.366,.514,.039,241,.252,972,.864,.228,.388
Cleveland Cavaliers,19110,.457,13.2,.678,.290,.148,.105,.135,.322,.502,.632,.402,.404,.408,.362,.522,.047,294,.248,982,.841,.236,.369
Dallas Mavericks,19060,.469,13.6,.680,.258,.156,.108,.159,.320,.511,.671,.438,.415,.389,.380,.486,.047,259,.216,818,.808,.258,.415
Denver Nuggets,19035,.479,13.1,.703,.290,.150,.102,.161,.297,.520,.641,.465,.451,.399,.382,.496,.052,333,.245,976,.827,.220,.404
Detroit Pistons,19085,.460,13.3,.695,.261,.171,.114,.148,.305,.502,.661,.372,.440,.418,.364,.530,.036,217,.228,918,.867,.227,.405
Golden State Warriors,19300,.434,13.2,.687,.296,.157,.096,.138,.313,.484,.620,.373,.366,.403,.324,.509,.051,327,.252,996,.827,.202,.351
Houston Rockets,19060,.462,13.3,.669,.293,.161,.078,.136,.331,.521,.686,.412,.383,.375,.342,.504,.050,329,.260,1126,.828,.233,.364
Indiana Pacers,19375,.450,14.0,.656,.261,.148,.096,.151,.344,.501,.626,.433,.437,.396,.353,.478,.047,285,.247,914,.880,.254,.394
Los Angeles Clippers,19275,.452,13.5,.692,.263,.153,.118,.157,.308,.498,.658,.429,.403,.367,.351,.523,.052,326,.226,896,.826,.220,.380
Los Angeles Lakers,18985,.483,13.2,.680,.299,.147,.087,.147,.320,.535,.677,.436,.407,.419,.372,.539,.068,419,.242,992,.850,.214,.393
Memphis Grizzlies,19425,.443,13.9,.645,.276,.144,.090,.135,.355,.491,.621,.420,.380,.374,.355,.478,.043,239,.247,866,.818,.241,.400
Miami Heat,19275,.449,12.3,.732,.308,.162,.119,.142,.268,.489,.584,.425,.464,.374,.341,.442,.044,265,.270,926,.835,.236,.368
Milwaukee Bucks,19300,.460,13.0,.661,.322,.137,.092,.109,.339,.514,.623,.430,.391,.397,.356,.546,.054,321,.274,1007,.862,.291,.395
Minnesota Timberwolves,19085,.474,13.0,.679,.313,.143,.088,.135,.321,.526,.662,.429,.403,.394,.365,.488,.060,373,.265,1003,.855,.220,.417
New Orleans Pelicans,19425,.448,13.5,.665,.288,.149,.099,.130,.335,.496,.641,.375,.398,.386,.352,.495,.054,345,.244,978,.821,.217,.372
New York Knicks,19375,.453,12.7,.677,.327,.143,.084,.123,.323,.504,.609,.420,.393,.401,.347,.460,.055,339,.279,1058,.824,.230,.392
Oklahoma City Thunder,19085,.459,12.1,.709,.319,.175,.102,.112,.291,.500,.621,.411,.406,.384,.357,.463,.052,300,.276,1051,.835,.232,.392
Orlando Magic,19325,.465,12.9,.695,.306,.150,.102,.136,.305,.509,.635,.440,.373,.402,.366,.502,.059,350,.255,995,.842,.219,.401
Philadelphia 76ers,19350,.459,12.7,.709,.303,.154,.106,.146,.291,.500,.632,.391,.423,.396,.358,.495,.050,315,.261,1013,.845,.218,.414
Phoenix Suns,19350,.468,13.0,.696,.305,.135,.105,.150,.304,.505,.629,.390,.426,.413,.384,.465,.053,318,.258,1003,.810,.210,.453
Portland Trail Blazers,19450,.455,13.1,.708,.282,.164,.109,.153,.292,.490,.584,.435,.440,.410,.371,.439,.039,236,.242,881,.804,.198,.370
Sacramento Kings,19160,.462,14.1,.639,.238,.174,.086,.142,.361,.515,.673,.445,.416,.396,.367,.527,.054,314,.219,846,.845,.236,.419
San Antonio Spurs,19325,.442,12.7,.717,.295,.165,.105,.151,.283,.482,.596,.367,.412,.432,.343,.509,.052,300,.254,882,.829,.246,.332
Toronto Raptors,19300,.450,13.3,.672,.270,.177,.095,.130,.328,.496,.647,.399,.385,.396,.356,.493,.051,310,.245,888,.840,.237,.369
Utah Jazz,19275,.442,12.7,.721,.292,.164,.112,.152,.279,.476,.594,.391,.386,.405,.356,.408,.049,272,.244,838,.776,.192,.370
Washington Wizards,19375,.466,13.4,.679,.293,.146,.100,.141,.321,.514,.637,.405,.454,.411,.364,.495,.052,317,.248,958,.823,.211,.404
