Visitor,Home,Prediction,Result,Prediction_Outcome
Washington Wizards,Boston Celtics,,,
Orlando Magic,Los Angeles Clippers,,,
Houston Rockets,Minnesota Timberwolves,,,
Memphis Grizzlies,Oklahoma City Thunder,,,
New York Knicks,Philadelphia 76ers,,,
Cleveland Cavaliers,Portland Trail Blazers,,,
