team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-3
Los Angeles Lakers,0.2,0.0,0.5,0.2,1
Memphis Grizzlies,0.42857142857142855,0.5,0.4,0.42857142857142855,-2
Philadelphia 76ers,0.0,0.0,0.0,0.0,-6
San Antonio Spurs,0.6666666666666666,1.0,0.5,0.6666666666666666,1
Houston Rockets,0.5714285714285714,0.5,0.6666666666666666,0.5714285714285714,4
Detroit Pistons,0.8,0.6666666666666666,1.0,0.8,1
Boston Celtics,0.4,0.5,0.0,0.4,1
Miami Heat,0.5,0.6666666666666666,0.3333333333333333,0.5,-1
Orlando Magic,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,2
Portland Trail Blazers,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3
Golden State Warriors,1.0,1.0,1.0,1.0,7
Chicago Bulls,0.5714285714285714,0.75,0.3333333333333333,0.5714285714285714,-1
Washington Wizards,0.5,0.5,0.5,0.5,-2
Dallas Mavericks,0.5,0.3333333333333333,0.6666666666666666,0.5,1
Minnesota Timberwolves,0.6,0.0,1.0,0.6,1
Oklahoma City Thunder,0.5,0.6666666666666666,0.3333333333333333,0.5,-3
Charlotte Hornets,0.3333333333333333,0.5,0.25,0.3333333333333333,-1
Milwaukee Bucks,0.5714285714285714,0.5,0.6666666666666666,0.5714285714285714,4
Los Angeles Clippers,0.6666666666666666,0.75,0.5,0.6666666666666666,-2
Toronto Raptors,0.8333333333333334,1.0,0.75,0.8333333333333334,-1
Utah Jazz,0.6666666666666666,0.5,0.75,0.6666666666666666,2
Phoenix Suns,0.5,0.5,0.5,0.5,-1
Sacramento Kings,0.14285714285714285,0.2,0.0,0.14285714285714285,-5
New Orleans Pelicans,0.0,0.0,0.0,0.0,-6
Cleveland Cavaliers,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,5
Atlanta Hawks,0.875,0.75,1.0,0.875,7
Brooklyn Nets,0.0,0.0,0.0,0.0,-7
Indiana Pacers,0.5,0.5,0.5,0.5,3
Denver Nuggets,0.3333333333333333,0.0,0.5,0.3333333333333333,-2
