Visitor,Home,Prediction,Result,Prediction_Outcome
Phoenix Suns,Chicago Bulls,,,
Oklahoma City Thunder,Charlotte Hornets,,,
Toronto Raptors,Houston Rockets,,,
Sacramento Kings,Los Angeles Clippers,,,
New Orleans Pelicans,Miami Heat,,,
