team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.4057971014492754,0.47058823529411764,0.34285714285714286,0.4,-1
Los Angeles Lakers,0.20588235294117646,0.2727272727272727,0.14285714285714285,0.3,-3
Memphis Grizzlies,0.5652173913043478,0.6857142857142857,0.4411764705882353,0.4,-4
Philadelphia 76ers,0.1323529411764706,0.17647058823529413,0.08823529411764706,0.1,-3
San Antonio Spurs,0.8529411764705882,1.0,0.7058823529411765,0.9,5
Houston Rockets,0.5,0.5454545454545454,0.45714285714285713,0.5,-1
Detroit Pistons,0.5,0.6129032258064516,0.40540540540540543,0.5,-2
Boston Celtics,0.5735294117647058,0.6571428571428571,0.48484848484848486,0.6,-3
Miami Heat,0.5735294117647058,0.6285714285714286,0.5151515151515151,0.7,-1
Orlando Magic,0.43283582089552236,0.5294117647058824,0.3333333333333333,0.4,-1
Portland Trail Blazers,0.5072463768115942,0.6363636363636364,0.3888888888888889,0.4,-2
Golden State Warriors,0.9104477611940298,1.0,0.8285714285714286,0.9,6
Chicago Bulls,0.5074626865671642,0.6470588235294118,0.36363636363636365,0.4,1
Washington Wizards,0.4852941176470588,0.5142857142857142,0.45454545454545453,0.5,3
Dallas Mavericks,0.5,0.5428571428571428,0.45454545454545453,0.4,-1
Minnesota Timberwolves,0.3235294117647059,0.3333333333333333,0.3142857142857143,0.4,1
Oklahoma City Thunder,0.6764705882352942,0.75,0.59375,0.5,2
Charlotte Hornets,0.5735294117647058,0.7222222222222222,0.40625,0.9,2
Milwaukee Bucks,0.43478260869565216,0.6176470588235294,0.2571428571428571,0.6,1
Los Angeles Clippers,0.6417910447761194,0.6470588235294118,0.6363636363636364,0.6,1
Toronto Raptors,0.6865671641791045,0.7647058823529411,0.6060606060606061,0.7,2
Utah Jazz,0.4852941176470588,0.6285714285714286,0.3333333333333333,0.5,4
Phoenix Suns,0.2647058823529412,0.35294117647058826,0.17647058823529413,0.4,-1
Sacramento Kings,0.3880597014925373,0.4117647058823529,0.36363636363636365,0.2,-1
New Orleans Pelicans,0.373134328358209,0.53125,0.22857142857142856,0.2,1
Cleveland Cavaliers,0.7164179104477612,0.8235294117647058,0.6060606060606061,0.7,1
Atlanta Hawks,0.5797101449275363,0.6470588235294118,0.5142857142857142,0.8,4
Brooklyn Nets,0.27941176470588236,0.34285714285714286,0.21212121212121213,0.3,-1
Indiana Pacers,0.5294117647058824,0.625,0.4444444444444444,0.5,-1
Denver Nuggets,0.4057971014492754,0.45714285714285713,0.35294117647058826,0.5,-3
