team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.4864864864864865,0.5294117647058824,0.45,0.5,3
Los Angeles Lakers,0.2222222222222222,0.2857142857142857,0.18181818181818182,0.4,-1
Memphis Grizzlies,0.5135135135135135,0.6470588235294118,0.4,0.5,-1
Philadelphia 76ers,0.10810810810810811,0.14285714285714285,0.08695652173913043,0.3,1
San Antonio Spurs,0.8378378378378378,1.0,0.625,0.9,6
Houston Rockets,0.4722222222222222,0.5263157894736842,0.4117647058823529,0.5,1
Detroit Pistons,0.5555555555555556,0.7058823529411765,0.42105263157894735,0.6,2
Boston Celtics,0.5428571428571428,0.47368421052631576,0.625,0.5,-1
Miami Heat,0.6,0.6521739130434783,0.5,0.6,-1
Orlando Magic,0.5277777777777778,0.631578947368421,0.4117647058823529,0.4,-4
Portland Trail Blazers,0.39473684210526316,0.5,0.3181818181818182,0.4,-2
Golden State Warriors,0.9428571428571428,1.0,0.8888888888888888,0.9,4
Chicago Bulls,0.6363636363636364,0.75,0.46153846153846156,0.6,5
Washington Wizards,0.45454545454545453,0.4444444444444444,0.4666666666666667,0.5,-2
Dallas Mavericks,0.5833333333333334,0.6470588235294118,0.5263157894736842,0.7,2
Minnesota Timberwolves,0.3333333333333333,0.2631578947368421,0.4117647058823529,0.2,-4
Oklahoma City Thunder,0.6944444444444444,0.7727272727272727,0.5714285714285714,0.8,1
Charlotte Hornets,0.4857142857142857,0.65,0.26666666666666666,0.2,-5
Milwaukee Bucks,0.3783783783783784,0.5625,0.23809523809523808,0.4,-2
Los Angeles Clippers,0.6388888888888888,0.6470588235294118,0.631578947368421,0.7,7
Toronto Raptors,0.5945945945945946,0.6470588235294118,0.55,0.6,1
Utah Jazz,0.4411764705882353,0.5555555555555556,0.3125,0.5,-2
Phoenix Suns,0.34210526315789475,0.47368421052631576,0.21052631578947367,0.1,1
Sacramento Kings,0.4,0.5,0.29411764705882354,0.4,-1
New Orleans Pelicans,0.3235294117647059,0.4666666666666667,0.21052631578947367,0.5,-1
Cleveland Cavaliers,0.7272727272727273,0.9375,0.5294117647058824,0.8,5
Atlanta Hawks,0.5833333333333334,0.631578947368421,0.5294117647058824,0.7,-2
Brooklyn Nets,0.2857142857142857,0.3333333333333333,0.23529411764705882,0.3,-2
Indiana Pacers,0.5714285714285714,0.7058823529411765,0.4444444444444444,0.4,1
Denver Nuggets,0.3611111111111111,0.3125,0.4,0.2,1
