team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,42.9,86.9,11.9,31.3,31.0,55.7,18.0,22.9,.787,9.3,35.2,44.5,30.4,9.7,6.6,14.8,19.4,115.9
Houston Rockets,40.4,86.9,14.5,40.2,25.9,46.8,20.4,26.5,.768,10.8,33.4,44.2,25.4,8.4,4.3,15.1,20.1,115.6
Denver Nuggets,41.0,87.6,10.5,28.5,30.4,59.1,19.0,24.5,.773,12.1,34.2,46.3,25.1,7.0,4.0,15.1,19.3,111.4
Washington Wizards,41.4,87.2,9.1,24.6,32.3,62.6,17.5,22.2,.786,10.3,32.8,43.1,24.1,8.5,4.2,14.1,21.4,109.4
Los Angeles Clippers,39.3,83.4,10.2,27.5,29.0,55.9,19.1,25.7,.744,9.1,34.0,43.1,22.3,7.5,4.3,13.1,20.0,107.9
Cleveland Cavaliers,39.7,84.5,12.9,33.6,26.8,50.9,17.7,23.6,.749,9.3,34.1,43.4,22.4,6.6,4.0,13.6,17.9,110.0
Phoenix Suns,39.5,88.1,7.5,22.6,32.0,65.5,20.4,26.1,.779,11.6,33.1,44.7,19.4,8.2,4.9,15.6,24.9,106.9
Portland Trail Blazers,39.7,86.0,10.2,27.4,29.5,58.6,18.6,24.0,.775,10.1,33.8,43.9,21.4,6.9,5.0,14.0,21.5,108.1
Boston Celtics,38.6,85.1,11.9,33.0,26.7,52.0,18.6,22.9,.813,9.1,32.7,41.9,25.0,7.6,4.2,13.4,20.5,107.8
Toronto Raptors,39.2,84.6,8.8,24.2,30.4,60.4,20.0,25.0,.799,10.7,32.6,43.3,18.3,8.3,4.9,12.6,21.0,107.2
Brooklyn Nets,37.8,85.0,10.8,31.6,27.0,53.4,19.5,24.8,.784,8.9,34.9,43.8,21.3,7.1,4.7,16.7,21.5,105.9
Oklahoma City Thunder,39.6,87.1,8.4,25.6,31.2,61.5,19.4,26.0,.744,12.0,34.2,46.2,21.1,7.9,5.0,15.1,20.9,107.0
Charlotte Hornets,37.9,85.7,10.0,28.6,27.8,57.1,19.3,23.8,.813,8.9,35.2,44.1,23.3,6.8,4.8,11.6,16.7,105.1
New York Knicks,39.8,88.7,8.8,24.8,31.0,63.9,16.8,21.2,.790,11.8,33.6,45.4,21.8,7.1,5.7,13.9,20.6,105.1
San Antonio Spurs,39.5,83.6,9.2,23.4,30.4,60.2,18.0,22.4,.803,9.8,34.0,43.9,24.1,8.1,5.8,13.4,18.5,106.2
Los Angeles Lakers,39.2,87.4,9.1,26.1,30.1,61.2,17.2,22.8,.755,11.3,32.3,43.5,20.8,8.0,3.9,15.2,20.9,104.7
Milwaukee Bucks,39.2,82.2,8.7,23.5,30.5,58.7,17.6,22.8,.770,8.9,31.5,40.4,24.3,8.2,5.4,13.8,20.3,104.6
Indiana Pacers,39.0,84.2,8.5,22.7,30.5,61.5,18.0,22.3,.808,8.9,33.0,41.8,22.3,8.2,5.0,13.8,19.6,104.4
New Orleans Pelicans,38.8,86.7,9.4,26.8,29.4,59.9,16.6,22.3,.745,8.6,35.6,44.2,22.5,7.8,5.5,13.1,18.4,103.7
Minnesota Timberwolves,39.3,84.1,7.5,21.3,31.8,62.8,19.0,23.9,.795,11.5,31.0,42.4,23.4,7.9,4.6,14.2,20.2,105.0
Atlanta Hawks,38.0,84.4,8.8,25.9,29.3,58.5,18.2,25.1,.724,10.3,34.0,44.3,23.4,8.4,5.0,15.8,18.1,103.0
Miami Heat,39.0,85.9,9.7,26.9,29.3,59.0,15.0,21.4,.702,10.8,33.0,43.8,21.2,7.1,5.7,13.4,20.6,102.7
Sacramento Kings,37.7,82.1,9.1,24.4,28.6,57.8,18.1,23.4,.776,8.8,32.2,41.0,22.4,7.8,4.1,14.6,20.5,102.6
Detroit Pistons,39.7,88.4,7.5,23.1,32.2,65.3,14.2,19.6,.723,10.9,34.5,45.4,21.0,7.0,3.8,11.9,17.9,101.1
Philadelphia 76ers,37.7,85.3,10.1,29.4,27.6,55.9,16.9,22.0,.767,9.6,33.5,43.1,23.7,8.4,5.4,16.7,22.1,102.5
Chicago Bulls,38.5,86.8,7.2,21.9,31.2,65.0,18.3,23.0,.794,12.3,33.5,45.8,22.3,7.7,4.8,13.5,17.7,102.4
Memphis Grizzlies,36.3,83.9,9.2,26.4,27.1,57.5,18.8,24.1,.783,11.0,31.9,43.0,21.1,8.1,4.1,12.9,22.8,100.7
Orlando Magic,38.2,86.7,8.4,25.9,29.9,60.8,15.7,21.3,.737,9.9,33.1,43.0,21.9,6.9,4.9,13.3,19.3,100.5
Utah Jazz,36.8,79.4,9.5,25.9,27.3,53.5,17.4,23.1,.752,9.5,33.9,43.4,19.8,6.7,4.9,13.7,19.0,100.4
Dallas Mavericks,36.2,82.2,10.5,29.5,25.6,52.6,14.8,18.5,.800,7.8,30.6,38.5,20.6,7.7,3.7,11.9,19.2,97.7
