team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,35.9,81.8,8.1,22.8,27.7,59.0,15.8,20.8,.761,9.2,31.2,40.4,17.6,7.1,3.6,12.4,20.6,95.7
San Antonio Spurs,36.7,82.9,8.3,24.3,28.4,58.6,16.7,21.5,.778,9.5,31.4,40.9,21.1,7.6,4.2,14.4,20.1,98.3
Dallas Mavericks,36.7,78.3,9.5,24.5,27.2,53.8,17.4,22.4,.774,8.9,35.5,44.4,20.6,6.2,3.5,15.2,19.4,100.3
Memphis Grizzlies,34.5,78.8,9.6,27.9,24.9,51.0,21.0,28.1,.747,9.2,33.2,42.4,19.8,7.0,5.1,14.7,21.3,99.6
Detroit Pistons,38.0,82.9,8.8,24.4,29.2,58.4,17.0,21.7,.785,8.1,34.2,42.3,23.0,7.0,4.3,12.7,17.3,101.8
Milwaukee Bucks,38.1,83.9,10.7,29.4,27.4,54.4,18.7,23.9,.781,10.7,31.9,42.6,24.3,7.4,5.2,14.8,19.9,105.5
Washington Wizards,38.9,84.9,9.7,27.4,29.2,57.5,18.0,24.1,.749,10.7,32.1,42.8,22.8,7.5,4.3,15.5,19.6,105.5
Miami Heat,37.9,84.7,8.1,23.4,29.9,61.4,18.3,23.7,.772,10.2,33.9,44.1,20.3,7.0,5.0,13.3,18.7,102.3
Cleveland Cavaliers,40.3,88.7,10.2,28.3,30.1,60.4,15.1,19.5,.774,11.1,32.8,43.9,24.3,7.5,4.8,13.5,21.3,105.9
Atlanta Hawks,39.2,87.7,10.8,29.8,28.4,57.9,15.2,19.9,.763,10.9,33.4,44.3,22.8,9.0,5.1,15.3,21.4,104.3
Charlotte Hornets,39.4,88.0,11.3,31.4,28.1,56.6,14.4,18.5,.776,9.1,35.9,45.0,23.9,6.9,5.9,12.8,20.1,104.4
Chicago Bulls,39.9,86.3,9.0,24.8,30.9,61.5,14.3,18.7,.765,10.1,32.4,42.4,24.1,7.3,4.9,13.2,19.5,103.1
Golden State Warriors,39.1,89.6,9.3,28.5,29.8,61.2,18.1,23.8,.764,11.5,31.9,43.4,22.6,8.6,3.8,15.4,20.0,105.5
Toronto Raptors,37.7,83.0,10.0,27.7,27.7,55.4,18.9,24.1,.783,10.3,32.4,42.8,21.9,6.5,4.7,15.1,20.4,104.2
Los Angeles Clippers,38.4,85.7,9.0,25.9,29.4,59.8,18.6,24.0,.777,10.5,33.1,43.7,22.7,7.3,3.6,13.4,22.0,104.5
Philadelphia 76ers,39.1,85.4,9.2,25.2,29.9,60.2,19.6,25.7,.763,10.7,34.4,45.1,22.1,8.4,5.0,15.3,20.3,106.9
Minnesota Timberwolves,39.0,82.9,9.7,26.8,29.4,56.1,17.6,22.9,.767,9.6,30.9,40.5,22.4,7.7,5.0,14.2,20.7,105.3
Sacramento Kings,37.7,81.4,11.1,29.8,26.6,51.7,19.2,24.7,.775,9.6,32.5,42.1,23.1,8.3,5.3,14.7,21.1,105.6
Boston Celtics,38.7,85.3,9.1,26.7,29.6,58.7,19.2,24.9,.771,10.8,33.8,44.7,22.6,7.3,5.0,14.0,19.6,105.7
Oklahoma City Thunder,39.5,86.3,8.8,24.9,30.6,61.4,18.1,24.0,.752,9.7,31.8,41.5,21.6,8.4,5.5,13.8,20.9,105.8
Indiana Pacers,38.4,85.3,10.4,29.2,27.9,56.1,19.0,24.1,.788,11.0,34.0,45.0,22.8,8.1,5.2,15.0,19.9,106.2
New Orleans Pelicans,40.0,89.3,10.6,30.1,29.5,59.2,16.3,20.9,.778,10.4,38.1,48.5,23.5,7.6,4.6,13.7,19.3,106.9
Orlando Magic,39.8,85.7,9.5,26.1,30.3,59.6,17.1,22.3,.768,9.8,35.3,45.2,22.9,7.6,5.1,13.3,18.9,106.2
Portland Trail Blazers,39.0,86.1,10.0,26.3,29.0,59.8,22.0,27.8,.792,10.2,34.6,44.8,21.0,7.9,5.3,13.0,19.6,110.0
New York Knicks,40.2,88.4,9.8,27.9,30.3,60.5,19.2,24.6,.779,11.7,33.2,44.9,22.6,7.6,4.7,12.9,18.3,109.4
Houston Rockets,40.3,87.5,9.8,28.1,30.5,59.4,17.5,22.6,.774,10.3,32.9,43.2,23.2,8.6,5.0,15.3,20.2,107.8
Denver Nuggets,42.3,87.9,9.5,25.5,32.7,62.4,17.8,22.6,.786,9.0,31.2,40.2,24.5,8.5,5.2,12.0,20.6,111.8
Brooklyn Nets,42.6,91.8,10.2,27.6,32.5,64.2,19.1,24.8,.771,11.2,36.4,47.6,23.3,9.9,5.8,13.1,20.1,114.5
Los Angeles Lakers,41.4,86.3,9.9,27.2,31.5,59.1,18.1,23.9,.758,10.5,34.4,44.8,25.2,8.6,5.3,14.1,18.7,110.7
Phoenix Suns,40.1,85.2,9.9,25.5,30.2,59.7,22.5,28.5,.788,9.8,33.3,43.2,22.4,8.1,5.6,15.3,22.0,112.7
