team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.1,.692,.322,.118,.097,.156,.308,.505,.626,.354,.407,.429,.341,.538,.056,244,.277,731,.890,.232,.416,8,0
Boston Celtics,.457,14.2,.612,.293,.134,.074,.112,.388,.512,.638,.385,.409,.402,.370,.555,.031,138,.273,785,.836,.217,.433,14,0
Brooklyn Nets,.442,13.2,.622,.308,.178,.071,.066,.378,.505,.602,.437,.383,.358,.340,.443,.033,142,.302,805,.849,.233,.353,13,0
Chicago Bulls,.440,12.5,.765,.279,.174,.126,.185,.235,.478,.589,.462,.394,.383,.316,.495,.040,179,.257,686,.861,.274,.396,7,0
Charlotte Hornets,.438,13.6,.674,.290,.139,.096,.150,.326,.481,.604,.387,.398,.383,.350,.558,.034,155,.261,712,.792,.142,.383,14,0
Cleveland Cavaliers,.466,14.3,.606,.288,.113,.097,.108,.394,.516,.659,.331,.422,.412,.390,.434,.055,241,.240,673,.828,.292,.428,6,0
Dallas Mavericks,.441,15.3,.636,.200,.129,.117,.189,.364,.489,.636,.452,.445,.389,.358,.447,.035,144,.169,447,.822,.197,.384,10,0
Denver Nuggets,.461,12.6,.682,.329,.161,.079,.113,.318,.504,.605,.434,.377,.395,.370,.514,.049,220,.287,787,.878,.203,.389,12,0
Detroit Pistons,.454,13.0,.737,.247,.198,.136,.155,.263,.496,.644,.396,.455,.423,.337,.460,.043,198,.209,622,.833,.209,.391,25,1
Golden State Warriors,.501,14.2,.639,.295,.105,.109,.131,.361,.564,.698,.427,.448,.469,.390,.663,.076,358,.229,691,.826,.204,.399,23,1
Houston Rockets,.466,14.5,.540,.310,.131,.043,.055,.460,.552,.675,.387,.370,.401,.365,.546,.074,340,.261,806,.780,.205,.407,11,0
Indiana Pacers,.466,13.5,.733,.231,.194,.112,.196,.267,.501,.617,.481,.426,.426,.369,.499,.036,154,.228,631,.850,.247,.410,14,1
Los Angeles Clippers,.467,14.2,.673,.276,.121,.081,.195,.327,.510,.648,.379,.412,.435,.380,.492,.066,282,.225,610,.790,.202,.410,11,0
Los Angeles Lakers,.444,12.9,.696,.281,.186,.107,.122,.304,.483,.626,.383,.386,.393,.354,.455,.052,236,.235,660,.779,.220,.392,9,1
Memphis Grizzlies,.432,13.4,.691,.289,.157,.096,.149,.309,.467,.573,.420,.389,.360,.353,.491,.031,133,.269,696,.817,.187,.431,20,0
Miami Heat,.452,13.0,.697,.290,.167,.094,.146,.303,.494,.621,.409,.391,.407,.356,.436,.051,231,.240,640,.899,.314,.397,11,0
Milwaukee Bucks,.478,11.5,.722,.366,.173,.076,.108,.278,.519,.644,.399,.368,.399,.371,.542,.078,327,.290,746,.917,.277,.377,9,0
Minnesota Timberwolves,.464,12.7,.736,.297,.162,.096,.181,.264,.506,.636,.439,.403,.406,.350,.532,.057,259,.244,656,.864,.263,.407,6,0
New Orleans Pelicans,.446,13.4,.694,.278,.168,.098,.149,.306,.486,.614,.407,.412,.385,.353,.505,.045,208,.245,687,.827,.212,.390,6,0
New York Knicks,.448,13.3,.715,.292,.121,.133,.170,.285,.482,.586,.373,.441,.412,.361,.457,.040,189,.257,707,.836,.229,.446,19,0
Oklahoma City Thunder,.449,12.1,.701,.346,.142,.106,.106,.299,.504,.615,.409,.396,.383,.321,.466,.064,284,.285,779,.790,.266,.346,13,1
Orlando Magic,.440,13.5,.702,.259,.170,.114,.160,.298,.487,.620,.421,.435,.374,.331,.496,.037,175,.228,651,.876,.179,.300,19,0
Philadelphia 76ers,.439,13.4,.653,.294,.150,.100,.109,.347,.486,.633,.370,.362,.364,.350,.541,.040,175,.262,718,.871,.158,.408,7,0
Phoenix Suns,.446,12.6,.735,.313,.151,.110,.161,.265,.483,.615,.396,.387,.375,.344,.394,.055,239,.265,744,.789,.300,.332,14,0
Portland Trail Blazers,.454,13.6,.674,.288,.141,.094,.151,.326,.499,.597,.416,.434,.429,.361,.461,.047,208,.241,642,.811,.205,.363,13,0
Sacramento Kings,.457,13.2,.693,.272,.189,.080,.152,.307,.498,.643,.431,.378,.388,.364,.510,.046,198,.269,750,.895,.247,.407,16,0
San Antonio Spurs,.475,13.3,.729,.253,.166,.113,.198,.271,.503,.646,.416,.407,.444,.400,.520,.047,199,.216,586,.877,.273,.427,9,0
Toronto Raptors,.464,13.3,.707,.256,.183,.119,.150,.293,.503,.629,.449,.442,.399,.370,.380,.047,208,.229,614,.772,.252,.377,10,1
Utah Jazz,.464,13.3,.667,.286,.151,.104,.126,.333,.514,.657,.421,.446,.357,.364,.441,.065,267,.226,592,.796,.269,.364,10,1
Washington Wizards,.478,13.1,.723,.294,.139,.111,.180,.277,.516,.633,.431,.438,.440,.376,.493,.043,183,.258,723,.855,.270,.349,7,0
