team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.3950617283950617,0.43902439024390244,0.35,0.4,-1
Los Angeles Lakers,0.2,0.275,0.125,0.1,-5
Memphis Grizzlies,0.525,0.6341463414634146,0.41025641025641024,0.2,-2
Philadelphia 76ers,0.125,0.17073170731707318,0.07692307692307693,0.1,-2
San Antonio Spurs,0.8125,0.975,0.65,0.6,-3
Houston Rockets,0.4875,0.55,0.425,0.4,1
Detroit Pistons,0.5375,0.65,0.425,0.7,2
Boston Celtics,0.5875,0.6923076923076923,0.4878048780487805,0.7,-1
Miami Heat,0.5875,0.6829268292682927,0.48717948717948717,0.6,1
Orlando Magic,0.425,0.55,0.3,0.5,-1
Portland Trail Blazers,0.5308641975308642,0.675,0.3902439024390244,0.7,-1
Golden State Warriors,0.8888888888888888,0.95,0.8292682926829268,0.8,3
Chicago Bulls,0.5,0.625,0.375,0.4,1
Washington Wizards,0.4875,0.525,0.45,0.4,1
Dallas Mavericks,0.5125,0.575,0.45,0.6,-1
Minnesota Timberwolves,0.35,0.3333333333333333,0.36585365853658536,0.6,3
Oklahoma City Thunder,0.675,0.775,0.575,0.6,-2
Charlotte Hornets,0.575,0.725,0.425,0.6,-1
Milwaukee Bucks,0.4125,0.575,0.25,0.3,1
Los Angeles Clippers,0.65,0.7,0.6,0.9,5
Toronto Raptors,0.675,0.775,0.575,0.6,2
Utah Jazz,0.5,0.6,0.4,0.6,1
Phoenix Suns,0.275,0.3333333333333333,0.21951219512195122,0.3,2
Sacramento Kings,0.4,0.43902439024390244,0.358974358974359,0.5,1
New Orleans Pelicans,0.375,0.525,0.225,0.4,-1
Cleveland Cavaliers,0.7,0.8205128205128205,0.5853658536585366,0.6,-2
Atlanta Hawks,0.6,0.6585365853658537,0.5384615384615384,0.7,3
Brooklyn Nets,0.2625,0.358974358974359,0.17073170731707318,0.2,-8
Indiana Pacers,0.5375,0.625,0.45,0.6,1
Denver Nuggets,0.4074074074074074,0.43902439024390244,0.375,0.4,-1
