team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.456,13.1,.695,.318,.122,.100,.156,.305,.505,.635,.351,.395,.426,.346,.537,.054,172,.276,543,.902,.234,.422,5,0
Boston Celtics,.454,14.2,.621,.289,.138,.072,.122,.379,.504,.621,.381,.437,.409,.371,.549,.028,90,.274,557,.848,.213,.479,10,0
Brooklyn Nets,.440,13.3,.616,.300,.183,.068,.067,.384,.504,.597,.446,.395,.353,.336,.435,.030,94,.301,589,.864,.216,.353,7,0
Chicago Bulls,.434,12.4,.767,.283,.177,.126,.181,.233,.470,.570,.467,.390,.373,.317,.494,.037,124,.261,516,.859,.253,.405,6,0
Charlotte Hornets,.440,13.4,.687,.291,.146,.096,.153,.313,.480,.609,.387,.404,.369,.352,.562,.034,110,.264,525,.778,.141,.368,6,0
Cleveland Cavaliers,.451,14.3,.612,.281,.123,.099,.110,.388,.495,.643,.315,.409,.396,.382,.425,.051,157,.238,463,.818,.284,.421,5,0
Dallas Mavericks,.434,15.3,.632,.201,.127,.122,.183,.368,.481,.634,.418,.450,.380,.354,.451,.036,109,.168,319,.831,.193,.381,5,0
Denver Nuggets,.461,12.6,.691,.324,.165,.083,.119,.309,.505,.612,.433,.387,.392,.362,.499,.050,159,.280,538,.875,.202,.374,8,0
Detroit Pistons,.450,13.0,.737,.245,.197,.140,.155,.263,.489,.642,.395,.441,.412,.341,.460,.043,147,.206,448,.845,.217,.408,18,1
Golden State Warriors,.499,14.2,.647,.295,.106,.114,.133,.353,.563,.695,.447,.449,.458,.383,.665,.070,238,.233,510,.856,.205,.378,15,0
Houston Rockets,.467,14.5,.540,.306,.134,.042,.057,.460,.549,.674,.396,.352,.390,.371,.544,.069,236,.263,615,.781,.199,.401,10,0
Indiana Pacers,.461,13.4,.735,.239,.190,.112,.194,.265,.495,.619,.471,.411,.415,.366,.499,.032,101,.236,466,.855,.246,.390,11,1
Los Angeles Clippers,.469,14.2,.675,.276,.119,.085,.194,.325,.513,.650,.377,.425,.439,.377,.500,.065,207,.228,472,.781,.212,.398,8,0
Los Angeles Lakers,.446,12.9,.701,.282,.183,.113,.124,.299,.485,.638,.366,.394,.396,.354,.456,.054,195,.235,530,.803,.214,.384,8,1
Memphis Grizzlies,.427,13.4,.693,.281,.163,.097,.152,.307,.462,.563,.420,.387,.366,.348,.486,.029,92,.266,509,.832,.194,.438,16,0
Miami Heat,.439,12.9,.702,.293,.169,.091,.148,.298,.483,.615,.384,.382,.396,.337,.454,.050,165,.245,485,.920,.319,.384,7,0
Milwaukee Bucks,.477,11.4,.723,.377,.165,.071,.110,.277,.517,.639,.381,.360,.407,.371,.544,.079,238,.295,557,.921,.278,.370,6,0
Minnesota Timberwolves,.458,12.8,.728,.298,.160,.093,.178,.272,.498,.620,.430,.406,.401,.349,.526,.055,182,.246,474,.853,.259,.405,5,0
New Orleans Pelicans,.438,13.4,.701,.273,.163,.106,.158,.299,.474,.596,.406,.394,.388,.353,.525,.041,137,.243,482,.818,.205,.379,5,0
New York Knicks,.446,13.3,.716,.295,.120,.135,.166,.284,.480,.597,.359,.420,.405,.361,.454,.041,144,.257,516,.846,.221,.447,16,0
Oklahoma City Thunder,.458,12.1,.698,.349,.144,.104,.101,.302,.515,.630,.411,.409,.375,.326,.469,.061,203,.291,615,.819,.275,.362,11,1
Orlando Magic,.441,13.6,.696,.252,.173,.112,.159,.304,.486,.624,.411,.450,.370,.338,.490,.037,126,.223,470,.893,.177,.325,13,0
Philadelphia 76ers,.433,13.9,.644,.276,.148,.102,.118,.356,.479,.628,.362,.365,.380,.350,.520,.035,105,.250,475,.866,.157,.424,5,0
Phoenix Suns,.447,12.6,.733,.313,.144,.120,.156,.267,.484,.621,.397,.374,.377,.345,.372,.050,162,.268,548,.816,.295,.324,13,0
Portland Trail Blazers,.458,13.8,.667,.278,.147,.095,.147,.333,.507,.612,.420,.428,.449,.360,.477,.046,157,.236,485,.816,.209,.368,10,0
Sacramento Kings,.452,12.9,.699,.278,.193,.079,.148,.301,.492,.639,.422,.383,.369,.359,.490,.048,139,.271,519,.885,.242,.388,11,0
San Antonio Spurs,.481,13.4,.727,.253,.165,.109,.202,.273,.506,.643,.414,.406,.460,.415,.525,.047,139,.215,425,.890,.285,.466,7,0
Toronto Raptors,.472,13.3,.716,.247,.185,.123,.161,.284,.505,.627,.465,.442,.411,.390,.377,.044,140,.219,431,.794,.255,.394,8,1
Utah Jazz,.466,13.5,.663,.285,.148,.100,.130,.337,.514,.654,.431,.435,.363,.370,.444,.063,192,.228,443,.787,.238,.366,8,1
Washington Wizards,.471,13.0,.735,.287,.146,.118,.184,.265,.509,.628,.444,.435,.422,.368,.497,.037,112,.260,531,.830,.257,.336,5,0
