team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,15,3,12.72,-1.17,11.55,117.1,104.4,100.5,.272,.365,.607,.572,13.3,22.0,.217,.481,12.9,74.4,.202
Los Angeles Clippers,29.9,15,4,9.63,-0.69,8.94,111.3,101.4,96.5,.353,.317,.566,.521,11.7,20.5,.267,.483,14.2,77.9,.207
Toronto Raptors,26.2,12,6,5.39,1.08,6.47,114.8,109.2,95.0,.315,.280,.572,.523,11.3,25.1,.256,.518,14.4,75.7,.234
Cleveland Cavaliers,29.2,12,4,7.56,-1.39,6.18,114.2,106.5,97.4,.284,.408,.569,.531,11.8,24.1,.220,.503,11.8,76.5,.154
San Antonio Spurs,29.7,13,6,4.89,0.42,5.31,110.5,105.3,92.9,.298,.273,.565,.515,12.2,22.0,.248,.503,13.0,78.5,.183
Utah Jazz,26.3,13,6,4.89,-0.15,4.75,107.9,102.6,91.4,.289,.327,.558,.517,12.4,20.2,.223,.471,11.3,78.8,.195
Chicago Bulls,27.8,12,5,5.59,-1.65,3.94,109.3,103.5,95.5,.278,.239,.525,.477,11.7,29.7,.225,.488,12.7,75.6,.165
Houston Rockets,27.2,11,7,3.00,0.10,3.10,113.3,110.2,96.5,.255,.430,.577,.547,14.5,27.2,.191,.524,12.8,77.9,.217
Detroit Pistons,25.9,11,9,1.90,0.88,2.78,105.7,103.7,94.1,.215,.228,.522,.489,10.8,22.0,.166,.485,12.1,77.7,.196
Oklahoma City Thunder,24.6,11,9,2.25,-0.15,2.10,107.1,104.9,98.7,.269,.289,.544,.510,13.6,25.0,.197,.499,12.5,77.9,.198
Charlotte Hornets,26.8,10,8,1.94,-0.35,1.60,106.5,104.5,97.3,.308,.337,.539,.498,10.8,19.2,.228,.500,12.0,79.8,.153
Atlanta Hawks,28.2,11,8,1.89,-0.76,1.13,102.6,100.7,99.3,.270,.309,.540,.510,15.6,24.1,.189,.486,14.5,77.4,.172
Boston Celtics,25.7,9,9,0.61,0.00,0.61,109.3,108.6,96.1,.240,.362,.550,.515,11.4,21.6,.187,.497,12.6,73.4,.220
Milwaukee Bucks,25.5,8,8,0.44,-0.66,-0.22,105.9,105.5,96.3,.243,.283,.541,.504,13.5,23.5,.189,.489,13.2,76.6,.233
Denver Nuggets,25.0,8,10,-2.22,1.29,-0.94,105.3,107.5,99.4,.318,.283,.528,.483,13.8,27.2,.237,.503,10.5,80.4,.211
Miami Heat,25.9,8,10,-1.61,0.52,-1.10,101.8,103.5,94.3,.260,.297,.504,.475,12.0,24.8,.172,.475,12.9,75.8,.217
Memphis Grizzlies,28.6,9,10,-1.16,-0.15,-1.31,102.7,104.0,92.7,.288,.307,.522,.475,13.3,22.7,.227,.502,14.4,79.9,.264
Los Angeles Lakers,26.1,8,12,-2.95,1.48,-1.47,106.9,109.8,99.7,.268,.293,.547,.507,14.0,24.9,.209,.528,13.0,77.3,.207
Minnesota Timberwolves,23.6,8,10,-1.00,-0.72,-1.72,108.0,109.0,95.5,.318,.281,.544,.497,13.6,26.9,.247,.523,14.5,76.4,.245
Sacramento Kings,29.0,8,10,-2.06,0.34,-1.72,107.1,109.2,94.7,.303,.280,.547,.503,13.4,22.4,.235,.521,13.4,77.0,.249
New Orleans Pelicans,25.7,8,11,-2.11,-0.09,-2.19,102.9,105.0,98.3,.274,.285,.535,.493,12.1,17.0,.213,.494,12.5,78.3,.190
New York Knicks,27.5,7,11,-3.06,0.75,-2.31,107.0,110.2,96.1,.214,.281,.529,.496,12.3,26.3,.167,.505,12.5,73.7,.241
Portland Trail Blazers,25.1,8,12,-2.75,0.41,-2.34,110.6,113.4,98.6,.265,.345,.563,.523,12.1,21.0,.212,.516,11.3,75.5,.254
Washington Wizards,26.2,7,10,-2.94,-0.30,-3.24,104.8,107.8,96.2,.249,.252,.528,.491,13.2,25.5,.190,.522,14.1,75.4,.205
Indiana Pacers,27.3,8,11,-2.68,-0.97,-3.66,103.8,106.4,97.9,.229,.256,.536,.501,13.6,20.9,.180,.505,14.4,74.0,.210
Phoenix Suns,25.7,6,13,-5.68,-0.34,-6.02,102.6,108.1,101.8,.303,.255,.527,.483,13.8,24.2,.229,.510,13.6,78.6,.251
Orlando Magic,25.4,5,13,-5.72,-0.82,-6.55,98.0,104.0,94.2,.234,.288,.491,.457,12.6,23.6,.169,.487,12.0,77.3,.176
Dallas Mavericks,27.6,4,13,-8.76,1.70,-7.07,98.0,107.4,92.0,.215,.354,.505,.467,12.7,19.9,.171,.527,15.2,79.0,.218
Brooklyn Nets,26.7,4,13,-8.29,0.38,-7.92,103.1,111.1,101.8,.277,.399,.545,.504,14.7,19.5,.216,.531,12.7,75.9,.182
Philadelphia 76ers,25.2,4,14,-10.00,0.52,-9.48,98.4,108.5,97.3,.224,.345,.527,.497,16.0,19.5,.164,.509,11.9,75.4,.192
