team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,18,3,13.76,-1.52,12.24,118.2,104.7,100.7,.283,.364,.609,.573,13.1,22.8,.224,.482,13.0,74.4,.209
Los Angeles Clippers,29.9,17,5,9.59,-0.46,9.13,111.8,102.0,96.3,.340,.319,.567,.523,11.8,22.1,.257,.485,14.1,78.5,.219
Toronto Raptors,26.1,16,5,8.10,1.04,9.13,116.1,107.6,95.0,.297,.287,.579,.533,11.2,25.1,.242,.509,14.5,74.5,.221
Cleveland Cavaliers,29.1,13,6,5.26,0.38,5.65,113.5,108.1,97.2,.290,.399,.572,.533,12.6,23.8,.223,.506,11.4,75.4,.160
San Antonio Spurs,29.7,15,7,5.00,0.37,5.37,110.3,105.0,93.1,.294,.275,.564,.517,12.3,21.9,.239,.502,13.4,78.3,.191
Houston Rockets,27.2,13,8,3.71,0.75,4.47,113.5,109.7,96.9,.264,.431,.579,.546,14.4,26.8,.201,.517,12.6,76.6,.208
Detroit Pistons,25.9,14,9,3.43,0.82,4.25,106.5,102.8,94.0,.210,.236,.527,.496,10.9,22.2,.158,.483,11.9,78.7,.195
Utah Jazz,26.4,15,8,4.87,-0.72,4.15,109.9,104.6,91.3,.299,.335,.568,.527,12.3,20.2,.233,.479,11.3,77.5,.194
Oklahoma City Thunder,24.6,13,9,2.59,-0.16,2.44,106.4,103.9,99.0,.273,.295,.542,.510,13.8,24.7,.195,.493,12.6,78.3,.200
Chicago Bulls,27.8,13,8,3.00,-1.51,1.49,108.4,105.2,95.3,.287,.234,.526,.477,12.1,29.8,.232,.499,12.4,76.0,.159
Charlotte Hornets,26.7,12,9,2.29,-0.88,1.41,107.0,104.7,97.0,.311,.330,.542,.500,10.9,19.5,.233,.496,11.6,79.6,.155
Milwaukee Bucks,25.5,11,8,1.74,-0.98,0.76,106.1,104.4,96.8,.268,.292,.545,.504,13.5,23.3,.211,.483,13.2,76.5,.222
Boston Celtics,25.8,11,10,0.76,-0.47,0.30,109.0,108.2,96.1,.236,.357,.549,.513,11.4,21.4,.187,.497,13.0,73.9,.228
New York Knicks,27.5,9,12,-1.52,0.42,-1.11,108.2,109.8,96.3,.220,.286,.534,.500,12.4,27.1,.171,.498,12.1,73.2,.240
Memphis Grizzlies,28.2,11,12,-0.48,-0.85,-1.33,102.5,103.0,93.0,.286,.301,.519,.473,12.8,22.9,.224,.496,14.5,80.1,.258
Denver Nuggets,25.2,9,12,-2.71,1.25,-1.47,105.8,108.5,99.0,.307,.287,.530,.487,13.9,27.5,.229,.506,10.8,79.7,.217
Miami Heat,26.1,9,12,-2.19,0.46,-1.74,103.2,105.5,93.9,.256,.290,.508,.480,11.7,25.2,.170,.485,12.4,75.4,.209
Portland Trail Blazers,25.1,10,12,-2.09,0.32,-1.77,110.5,112.6,98.4,.262,.338,.560,.520,11.8,21.2,.208,.512,11.5,75.3,.254
Minnesota Timberwolves,23.6,9,12,-1.48,-0.40,-1.87,108.3,109.9,95.6,.305,.279,.544,.498,13.3,27.0,.238,.527,14.2,76.7,.241
Sacramento Kings,29.0,8,12,-2.50,0.43,-2.07,106.1,108.7,95.0,.304,.282,.537,.490,13.2,23.2,.238,.517,13.5,76.6,.242
Atlanta Hawks,28.2,9,13,-2.14,-0.21,-2.35,101.1,103.2,99.1,.269,.307,.531,.500,15.4,23.3,.188,.502,14.5,76.8,.167
New Orleans Pelicans,25.6,9,13,-3.14,0.39,-2.75,101.9,105.0,98.0,.266,.285,.527,.486,11.9,17.2,.206,.495,12.3,78.0,.183
Los Angeles Lakers,26.2,8,15,-4.39,1.41,-2.99,106.3,110.7,98.7,.267,.286,.539,.499,14.0,26.1,.207,.533,12.8,76.8,.201
Washington Wizards,26.2,8,12,-2.75,-0.75,-3.50,106.1,108.9,96.8,.245,.252,.536,.499,13.0,24.9,.188,.528,14.2,75.1,.216
Indiana Pacers,27.3,8,13,-3.71,-0.17,-3.89,104.1,107.8,98.2,.246,.249,.538,.498,13.4,20.4,.197,.509,14.3,73.2,.211
Orlando Magic,25.4,8,14,-3.32,-1.20,-4.52,100.3,103.8,94.4,.252,.293,.507,.474,12.7,22.6,.180,.486,11.7,77.3,.171
Dallas Mavericks,27.6,5,15,-7.10,1.89,-5.21,99.4,107.1,91.9,.213,.357,.507,.470,12.2,20.3,.169,.524,15.0,78.9,.227
Phoenix Suns,25.7,6,15,-6.86,0.38,-6.48,103.2,109.9,101.5,.299,.258,.529,.486,13.8,24.7,.227,.522,13.8,78.8,.260
Brooklyn Nets,26.7,5,15,-8.65,0.16,-8.49,103.0,111.4,101.6,.281,.401,.542,.500,14.8,20.5,.217,.532,12.6,76.2,.191
Philadelphia 76ers,25.2,5,17,-9.59,-0.21,-9.80,98.7,108.4,97.0,.229,.356,.524,.494,15.7,20.2,.165,.508,12.0,75.9,.210
