team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.450,13.1,.693,.311,.125,.106,.152,.307,.506,.637,.336,.444,.415,.325,.538,.053,91,.263,274,.886,.248,.390,2,0
Boston Celtics,.448,13.9,.643,.292,.142,.071,.138,.357,.498,.621,.342,.411,.444,.360,.547,.026,45,.281,296,.845,.215,.468,6,0
Brooklyn Nets,.434,13.6,.599,.293,.179,.061,.068,.401,.505,.598,.455,.415,.314,.329,.425,.030,46,.291,284,.852,.221,.325,2,0
Chicago Bulls,.440,12.4,.766,.284,.176,.113,.194,.234,.478,.580,.509,.364,.366,.315,.479,.038,60,.264,265,.837,.235,.356,2,0
Charlotte Hornets,.442,13.6,.670,.294,.134,.087,.154,.330,.489,.612,.432,.376,.370,.348,.577,.029,50,.269,276,.816,.137,.395,4,0
Cleveland Cavaliers,.455,14.7,.601,.269,.119,.095,.119,.399,.497,.639,.326,.455,.378,.391,.440,.055,80,.221,201,.846,.260,.473,2,0
Dallas Mavericks,.412,15.1,.643,.208,.128,.117,.190,.357,.462,.604,.408,.405,.375,.323,.441,.038,53,.177,159,.833,.182,.352,2,0
Denver Nuggets,.435,12.1,.713,.339,.170,.086,.118,.287,.464,.564,.397,.358,.352,.363,.461,.045,73,.300,281,.870,.192,.422,4,0
Detroit Pistons,.455,12.5,.764,.257,.202,.141,.163,.236,.486,.638,.388,.435,.413,.353,.463,.045,86,.214,247,.838,.216,.441,10,0
Golden State Warriors,.503,14.3,.636,.289,.111,.107,.131,.364,.571,.720,.446,.414,.473,.385,.674,.068,118,.231,276,.853,.207,.417,8,0
Houston Rockets,.465,13.9,.569,.319,.148,.044,.058,.431,.534,.668,.356,.392,.365,.375,.524,.070,112,.274,301,.750,.199,.361,3,0
Indiana Pacers,.455,13.0,.751,.257,.184,.104,.206,.249,.491,.616,.485,.358,.407,.346,.501,.028,47,.253,274,.854,.224,.373,5,0
Los Angeles Clippers,.464,14.1,.681,.277,.116,.083,.204,.319,.506,.656,.324,.405,.444,.374,.503,.061,97,.231,253,.785,.224,.420,5,0
Los Angeles Lakers,.449,12.7,.714,.276,.189,.121,.128,.286,.491,.654,.359,.393,.430,.346,.460,.062,112,.220,255,.813,.224,.352,5,0
Memphis Grizzlies,.422,13.2,.699,.297,.155,.096,.150,.301,.460,.550,.436,.389,.352,.334,.489,.034,54,.274,271,.820,.220,.406,7,0
Miami Heat,.431,12.3,.710,.325,.171,.078,.136,.290,.470,.592,.381,.333,.366,.337,.423,.053,85,.275,262,.921,.310,.380,3,0
Milwaukee Bucks,.455,11.7,.708,.360,.167,.080,.101,.292,.505,.641,.335,.320,.451,.334,.531,.077,111,.281,256,.949,.270,.291,3,0
Minnesota Timberwolves,.449,12.5,.721,.314,.159,.087,.162,.279,.486,.609,.431,.344,.376,.352,.509,.057,96,.262,248,.845,.242,.367,1,0
New Orleans Pelicans,.441,13.3,.715,.262,.185,.102,.164,.285,.491,.609,.439,.431,.396,.316,.528,.040,70,.237,256,.843,.213,.345,5,0
New York Knicks,.449,13.3,.714,.300,.117,.133,.166,.286,.487,.605,.365,.426,.404,.356,.461,.038,66,.263,271,.864,.209,.438,10,0
Oklahoma City Thunder,.460,12.0,.705,.339,.145,.122,.099,.295,.509,.633,.390,.429,.359,.340,.481,.066,110,.276,312,.831,.293,.405,4,0
Orlando Magic,.426,13.4,.707,.263,.181,.097,.167,.293,.466,.608,.386,.430,.346,.329,.492,.036,60,.234,237,.888,.183,.313,8,0
Philadelphia 76ers,.429,14.0,.644,.269,.143,.104,.128,.356,.465,.635,.350,.347,.340,.364,.509,.031,52,.245,270,.863,.168,.378,4,0
Phoenix Suns,.443,12.7,.742,.295,.155,.125,.167,.258,.482,.594,.422,.395,.404,.331,.383,.043,69,.257,264,.818,.304,.301,6,0
Portland Trail Blazers,.459,13.8,.662,.282,.144,.096,.141,.338,.507,.609,.425,.435,.434,.364,.463,.037,66,.245,271,.803,.230,.364,5,0
Sacramento Kings,.442,12.8,.718,.278,.195,.089,.157,.282,.481,.636,.385,.400,.373,.342,.506,.053,79,.263,251,.864,.256,.331,5,0
San Antonio Spurs,.463,13.8,.725,.231,.166,.120,.209,.275,.488,.620,.401,.413,.450,.397,.525,.043,62,.202,206,.887,.268,.458,4,0
Toronto Raptors,.477,13.4,.713,.247,.177,.121,.168,.287,.512,.645,.438,.481,.418,.390,.406,.043,71,.222,228,.819,.288,.401,4,1
Utah Jazz,.466,13.5,.665,.284,.144,.108,.129,.335,.517,.661,.442,.459,.336,.364,.431,.062,101,.230,245,.785,.224,.356,3,0
Washington Wizards,.454,12.9,.748,.275,.162,.130,.181,.252,.485,.595,.432,.443,.396,.361,.466,.030,43,.262,262,.819,.239,.311,3,0
