Visitor,Home,Prediction,Result,Prediction_Outcome
Houston Rockets,Charlotte Hornets,,,
Utah Jazz,Dallas Mavericks,,,
Cleveland Cavaliers,Oklahoma City Thunder,,,
Philadelphia 76ers,Orlando Magic,,,
Boston Celtics,Portland Trail Blazers,,,
Houston Rockets,Charlotte Hornets,,,
Utah Jazz,Dallas Mavericks,,,
Cleveland Cavaliers,Oklahoma City Thunder,,,
Philadelphia 76ers,Orlando Magic,,,
Boston Celtics,Portland Trail Blazers,,,
