Visitor,Home,Prediction,Result,Prediction_Outcome
Toronto Raptors,Cleveland Cavaliers,,,
Brooklyn Nets,Los Angeles Lakers,,,
Atlanta Hawks,Miami Heat,,,
Charlotte Hornets,Minnesota Timberwolves,,,
Chicago Bulls,Portland Trail Blazers,,,
Toronto Raptors,Cleveland Cavaliers,,,
Brooklyn Nets,Los Angeles Lakers,,,
Atlanta Hawks,Miami Heat,,,
Charlotte Hornets,Minnesota Timberwolves,,,
Chicago Bulls,Portland Trail Blazers,,,
