team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,13375,.449,14.0,.664,.262,.134,.111,.157,.336,.495,.592,.432,.418,.440,.358,.484,.043,181,.223,559,.831,.242,.410
Boston Celtics,13275,.453,13.6,.685,.277,.163,.094,.151,.315,.502,.620,.417,.416,.430,.345,.505,.044,189,.241,626,.852,.219,.375
Brooklyn Nets,13275,.461,13.2,.697,.287,.155,.103,.152,.303,.503,.613,.428,.396,.443,.364,.467,.051,236,.254,682,.787,.227,.382
Chicago Bulls,13250,.461,12.7,.715,.306,.158,.100,.152,.285,.500,.615,.409,.409,.419,.365,.532,.051,229,.276,717,.858,.244,.411
Charlotte Hornets,13275,.448,14.1,.644,.291,.113,.091,.148,.356,.499,.580,.433,.439,.424,.358,.504,.036,150,.258,666,.861,.222,.387
Cleveland Cavaliers,12820,.455,13.3,.679,.291,.150,.104,.132,.321,.499,.631,.383,.404,.419,.360,.525,.046,191,.250,676,.823,.241,.363
Dallas Mavericks,13300,.468,13.7,.685,.263,.146,.108,.168,.315,.505,.665,.423,.413,.384,.387,.478,.044,172,.221,574,.786,.253,.423
Denver Nuggets,13275,.479,13.2,.708,.288,.146,.105,.169,.292,.522,.639,.480,.447,.405,.377,.503,.050,222,.245,675,.843,.217,.449
Detroit Pistons,13490,.460,13.3,.707,.261,.172,.116,.157,.293,.500,.644,.392,.447,.417,.364,.531,.037,152,.228,621,.852,.226,.365
Golden State Warriors,13300,.436,13.5,.684,.281,.156,.099,.147,.316,.489,.626,.385,.387,.409,.319,.497,.048,213,.243,671,.824,.206,.356
Houston Rockets,13780,.460,13.4,.681,.286,.169,.083,.142,.319,.511,.689,.407,.364,.365,.351,.496,.047,226,.257,810,.818,.240,.385
Indiana Pacers,13325,.449,14.1,.657,.259,.148,.097,.153,.343,.500,.626,.428,.440,.395,.351,.496,.048,201,.246,625,.881,.258,.377
Los Angeles Clippers,13250,.450,13.6,.698,.263,.153,.123,.160,.302,.494,.647,.440,.401,.365,.349,.513,.048,207,.230,621,.832,.223,.377
Los Angeles Lakers,13440,.478,13.3,.683,.297,.148,.093,.145,.317,.531,.679,.434,.397,.414,.363,.528,.064,279,.243,724,.854,.211,.395
Memphis Grizzlies,13880,.434,14.0,.646,.276,.148,.085,.136,.354,.485,.612,.413,.379,.370,.343,.476,.043,171,.248,603,.830,.237,.386
Miami Heat,13515,.449,12.6,.725,.301,.163,.117,.144,.275,.488,.580,.441,.455,.378,.345,.454,.042,180,.264,640,.846,.245,.373
Milwaukee Bucks,13035,.452,13.3,.648,.315,.138,.087,.108,.352,.500,.621,.416,.362,.366,.363,.547,.054,216,.265,663,.872,.310,.402
Minnesota Timberwolves,13275,.473,13.0,.682,.312,.140,.092,.138,.318,.523,.653,.429,.411,.399,.365,.481,.059,253,.262,689,.862,.214,.421
New Orleans Pelicans,13615,.449,13.6,.666,.283,.158,.096,.129,.334,.497,.651,.377,.369,.399,.352,.502,.052,241,.243,696,.837,.227,.354
New York Knicks,13615,.453,12.7,.685,.327,.146,.085,.128,.315,.501,.600,.425,.394,.406,.349,.473,.052,233,.282,755,.836,.230,.399
Oklahoma City Thunder,13540,.456,12.1,.712,.328,.176,.096,.111,.288,.499,.623,.387,.407,.390,.352,.465,.054,224,.281,758,.830,.228,.370
Orlando Magic,13755,.463,13.0,.695,.310,.146,.100,.139,.305,.505,.624,.447,.375,.392,.368,.499,.062,250,.255,698,.837,.220,.410
Philadelphia 76ers,13300,.458,12.9,.707,.295,.158,.107,.148,.293,.497,.632,.380,.443,.387,.366,.489,.050,217,.253,662,.828,.217,.422
Phoenix Suns,13565,.473,13.2,.701,.298,.143,.107,.152,.299,.508,.646,.383,.432,.410,.391,.470,.051,216,.257,704,.821,.209,.469
Portland Trail Blazers,13375,.454,13.4,.693,.273,.162,.107,.152,.307,.486,.572,.441,.443,.408,.381,.445,.040,161,.237,569,.809,.195,.345
Sacramento Kings,13350,.463,14.3,.636,.239,.171,.081,.146,.364,.514,.658,.441,.439,.407,.373,.515,.052,210,.216,561,.835,.245,.422
San Antonio Spurs,13250,.442,12.9,.705,.294,.165,.100,.147,.295,.484,.601,.368,.413,.428,.341,.500,.051,205,.256,621,.838,.245,.330
Toronto Raptors,13275,.455,13.3,.671,.276,.179,.092,.124,.329,.500,.655,.392,.391,.395,.361,.489,.053,224,.250,639,.839,.237,.357
Utah Jazz,13490,.439,12.7,.721,.296,.167,.110,.148,.279,.472,.596,.381,.366,.404,.356,.410,.048,190,.249,601,.781,.190,.389
Washington Wizards,13085,.459,13.6,.676,.287,.146,.099,.146,.324,.507,.635,.392,.456,.407,.358,.507,.048,199,.246,633,.829,.221,.383
