team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.4,86.8,14.5,39.8,25.9,47.0,19.2,25.2,.762,10.6,33.5,44.0,25.5,8.3,4.5,15.5,20.1,114.5
Golden State Warriors,43.8,87.4,12.3,31.5,31.5,55.9,18.5,23.5,.791,8.9,35.7,44.5,31.0,9.5,6.5,14.8,19.3,118.4
Denver Nuggets,40.6,87.9,10.3,27.7,30.3,60.1,19.3,25.3,.762,12.8,33.9,46.7,24.7,6.8,4.2,15.4,19.7,110.9
Toronto Raptors,39.7,85.3,9.3,24.9,30.5,60.4,20.4,25.4,.804,10.8,31.9,42.7,18.7,8.6,4.9,12.1,21.0,109.1
Boston Celtics,39.1,85.6,12.2,33.1,26.9,52.5,18.1,22.1,.817,9.2,32.2,41.4,25.2,7.5,4.3,12.7,20.5,108.3
Phoenix Suns,39.0,87.8,8.0,23.2,31.1,64.6,20.4,25.9,.788,12.0,32.3,44.4,18.4,8.3,4.4,15.6,24.9,106.4
Los Angeles Clippers,39.3,84.0,10.4,27.3,29.0,56.6,19.0,25.5,.746,9.4,34.3,43.7,22.4,7.5,4.7,13.1,20.4,108.1
New York Knicks,40.1,89.6,9.2,25.7,30.9,63.9,16.6,21.4,.777,12.4,33.7,46.1,21.9,7.3,5.8,14.2,20.8,106.1
Oklahoma City Thunder,39.1,87.1,8.3,26.1,30.8,61.0,19.2,25.7,.746,11.8,34.3,46.2,21.0,7.7,5.3,15.2,20.7,105.8
Portland Trail Blazers,39.5,86.9,10.3,28.6,29.2,58.3,18.4,23.5,.783,10.1,33.2,43.3,21.9,6.8,4.9,13.7,21.9,107.6
Cleveland Cavaliers,39.7,85.5,13.0,33.4,26.7,52.1,18.8,25.0,.753,10.0,34.1,44.1,22.3,7.4,4.1,14.1,18.0,111.2
San Antonio Spurs,39.5,83.2,9.0,22.4,30.5,60.8,18.7,23.1,.808,9.6,34.1,43.7,23.8,8.0,5.7,13.2,18.5,106.7
Los Angeles Lakers,38.6,86.8,9.3,26.3,29.3,60.4,18.1,23.5,.769,11.6,32.5,44.1,20.7,7.7,3.8,15.3,20.7,104.7
Washington Wizards,41.3,86.5,8.9,23.9,32.4,62.7,16.6,21.2,.784,10.2,32.9,43.2,23.6,8.5,4.2,14.4,21.3,108.0
Indiana Pacers,39.3,84.5,8.3,22.6,31.0,61.9,18.7,23.1,.811,8.4,33.0,41.3,22.4,8.5,5.3,13.9,19.6,105.7
New Orleans Pelicans,38.7,87.0,9.5,26.6,29.3,60.4,16.6,22.2,.747,8.6,35.4,44.0,22.6,7.7,5.9,13.0,18.6,103.5
Brooklyn Nets,37.7,85.5,10.9,32.3,26.8,53.2,18.7,23.6,.794,8.8,35.0,43.8,21.1,7.0,4.7,17.0,20.9,105.1
Charlotte Hornets,37.6,85.8,9.8,27.7,27.9,58.0,19.8,24.6,.805,9.0,35.9,44.9,23.3,6.6,5.1,12.0,17.0,104.8
Memphis Grizzlies,36.3,83.8,9.2,25.8,27.1,58.0,19.2,24.4,.789,10.9,32.5,43.3,20.8,8.4,4.6,13.0,23.6,101.0
Minnesota Timberwolves,38.9,83.9,7.8,22.2,31.2,61.7,19.0,24.1,.789,11.4,31.0,42.4,23.3,7.7,4.6,14.4,20.5,104.6
Atlanta Hawks,38.7,85.0,8.9,26.1,29.8,58.9,17.7,24.2,.731,10.1,33.9,44.0,24.0,8.4,5.0,15.3,18.0,104.1
Orlando Magic,38.1,86.2,8.6,25.8,29.5,60.4,15.1,20.9,.723,9.8,33.1,42.9,22.2,6.8,5.1,13.4,18.9,99.9
Sacramento Kings,37.5,82.1,9.3,25.5,28.2,56.6,19.1,24.5,.779,9.1,31.9,41.0,22.6,8.2,4.0,14.5,21.1,103.4
Milwaukee Bucks,39.4,82.7,8.6,23.1,30.9,59.6,17.9,23.5,.760,9.3,32.4,41.6,24.6,8.3,5.6,14.2,20.4,105.2
Detroit Pistons,39.8,87.3,7.7,22.8,32.1,64.4,14.1,19.2,.737,10.3,34.0,44.3,21.1,7.1,3.8,12.2,18.1,101.3
Miami Heat,38.6,85.5,9.2,25.7,29.4,59.8,14.9,21.4,.693,10.3,33.5,43.8,21.1,7.0,5.5,13.6,20.7,101.2
Chicago Bulls,38.1,86.6,6.4,20.3,31.7,66.3,19.4,24.4,.796,12.9,33.7,46.6,21.1,7.8,5.0,13.5,17.6,102.1
Utah Jazz,36.4,78.7,9.5,26.3,26.9,52.4,17.7,23.4,.756,9.1,33.9,43.0,19.5,6.7,4.8,13.5,19.0,100.0
Philadelphia 76ers,37.0,84.4,10.3,29.3,26.7,55.1,16.8,22.1,.760,9.5,33.1,42.6,23.5,8.3,5.4,16.7,21.5,101.1
Dallas Mavericks,36.4,82.2,10.8,29.9,25.6,52.3,14.7,18.3,.801,8.0,30.3,38.3,20.3,7.8,3.8,11.7,19.3,98.2
