team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.457,13.1,.693,.324,.116,.097,.157,.307,.507,.628,.352,.408,.431,.344,.538,.056,236,.278,713,.890,.229,.419,7,0
Boston Celtics,.455,14.2,.614,.292,.135,.073,.113,.386,.512,.636,.389,.418,.400,.366,.555,.031,134,.273,744,.839,.220,.439,13,0
Brooklyn Nets,.440,13.2,.624,.310,.178,.070,.067,.376,.502,.598,.434,.384,.354,.339,.439,.033,139,.304,776,.851,.232,.347,12,0
Chicago Bulls,.440,12.5,.765,.280,.175,.126,.185,.235,.478,.590,.458,.395,.382,.317,.493,.039,169,.257,667,.862,.267,.403,7,0
Charlotte Hornets,.439,13.6,.678,.292,.139,.098,.149,.322,.480,.601,.390,.400,.380,.352,.562,.034,150,.263,676,.791,.141,.379,14,0
Cleveland Cavaliers,.464,14.3,.609,.287,.116,.098,.108,.391,.512,.655,.331,.417,.412,.390,.434,.053,220,.241,638,.822,.296,.426,5,0
Dallas Mavericks,.442,15.2,.636,.203,.127,.117,.189,.364,.489,.635,.454,.443,.388,.360,.444,.036,143,.170,431,.822,.198,.383,9,0
Denver Nuggets,.461,12.6,.687,.330,.161,.081,.116,.313,.505,.609,.435,.376,.393,.365,.515,.049,209,.287,750,.875,.201,.371,11,0
Detroit Pistons,.456,12.9,.739,.249,.200,.135,.155,.261,.498,.649,.396,.454,.427,.336,.459,.043,190,.210,598,.841,.211,.392,24,1
Golden State Warriors,.501,14.2,.639,.294,.105,.111,.129,.361,.563,.697,.431,.452,.461,.391,.663,.075,335,.229,656,.830,.208,.401,23,1
Houston Rockets,.466,14.5,.541,.309,.133,.043,.057,.459,.552,.679,.388,.360,.400,.365,.547,.074,331,.260,778,.781,.205,.400,11,0
Indiana Pacers,.465,13.5,.733,.233,.194,.110,.196,.267,.500,.615,.479,.419,.430,.367,.497,.035,142,.231,608,.846,.248,.406,14,1
Los Angeles Clippers,.469,14.2,.674,.278,.119,.081,.196,.326,.512,.646,.386,.415,.438,.380,.496,.066,267,.228,585,.785,.204,.402,11,0
Los Angeles Lakers,.445,12.9,.697,.283,.185,.108,.121,.303,.485,.628,.384,.388,.393,.353,.455,.053,230,.235,640,.783,.220,.388,9,1
Memphis Grizzlies,.432,13.4,.691,.290,.159,.095,.148,.309,.466,.567,.423,.388,.360,.356,.486,.031,127,.270,669,.818,.190,.438,19,0
Miami Heat,.451,13.0,.698,.292,.167,.093,.147,.302,.491,.616,.409,.390,.401,.357,.439,.051,223,.242,617,.897,.317,.398,11,0
Milwaukee Bucks,.476,11.5,.720,.367,.173,.072,.108,.280,.517,.641,.397,.361,.391,.371,.542,.079,318,.290,714,.919,.274,.383,9,0
Minnesota Timberwolves,.464,12.7,.735,.296,.162,.096,.181,.265,.505,.635,.440,.402,.404,.349,.533,.057,249,.243,630,.864,.261,.404,5,0
New Orleans Pelicans,.445,13.3,.695,.278,.169,.098,.148,.305,.483,.609,.407,.403,.386,.357,.507,.045,201,.246,648,.826,.207,.396,6,0
New York Knicks,.448,13.3,.713,.292,.122,.130,.169,.287,.483,.591,.373,.432,.414,.359,.460,.041,189,.257,684,.830,.227,.440,19,0
Oklahoma City Thunder,.451,12.1,.701,.346,.143,.106,.107,.299,.507,.620,.409,.396,.382,.321,.470,.064,274,.285,757,.786,.269,.341,13,1
Orlando Magic,.441,13.6,.698,.258,.168,.114,.159,.302,.489,.621,.421,.443,.376,.330,.501,.038,168,.226,614,.877,.179,.291,18,0
Philadelphia 76ers,.437,13.5,.653,.290,.151,.101,.112,.347,.483,.633,.367,.359,.365,.351,.544,.040,168,.257,679,.872,.158,.422,7,0
Phoenix Suns,.445,12.6,.735,.311,.150,.112,.162,.265,.482,.614,.396,.383,.374,.343,.391,.053,222,.266,717,.792,.300,.331,14,0
Portland Trail Blazers,.456,13.7,.673,.286,.141,.095,.152,.327,.503,.602,.416,.443,.437,.359,.466,.047,201,.239,607,.811,.205,.363,13,0
Sacramento Kings,.457,13.2,.689,.273,.187,.079,.150,.311,.498,.643,.427,.374,.391,.365,.505,.045,181,.272,719,.898,.248,.408,15,0
San Antonio Spurs,.475,13.3,.729,.254,.166,.112,.198,.271,.502,.642,.417,.407,.446,.403,.523,.047,191,.217,560,.880,.277,.427,9,0
Toronto Raptors,.466,13.3,.708,.256,.183,.119,.150,.292,.504,.628,.454,.444,.401,.372,.379,.047,201,.226,587,.774,.249,.381,10,1
Utah Jazz,.466,13.4,.665,.286,.148,.103,.128,.335,.517,.662,.421,.446,.362,.365,.443,.064,253,.226,577,.795,.270,.363,10,1
Washington Wizards,.475,13.1,.725,.293,.140,.112,.180,.275,.516,.634,.431,.434,.441,.369,.496,.043,177,.258,700,.850,.264,.328,7,0
