team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.0,81.9,8.1,22.9,27.9,59.1,15.7,20.6,.760,9.2,31.3,40.5,17.8,7.1,3.7,12.3,20.5,95.8
San Antonio Spurs,36.8,83.1,8.4,24.5,28.4,58.7,16.7,21.5,.777,9.6,31.6,41.2,21.2,7.6,4.2,14.4,20.0,98.7
Dallas Mavericks,36.7,78.2,9.7,24.8,27.0,53.4,17.5,22.6,.772,8.9,35.3,44.1,20.6,6.3,3.5,15.2,19.6,100.4
Cleveland Cavaliers,40.3,88.6,10.2,28.5,30.0,60.1,15.2,19.6,.774,11.1,32.8,43.8,24.2,7.7,4.8,13.6,21.5,106.0
Chicago Bulls,39.9,86.5,9.0,24.6,30.9,61.9,14.2,18.5,.767,10.2,32.5,42.8,24.2,7.4,4.9,13.2,19.3,103.0
Milwaukee Bucks,37.9,84.0,10.7,29.4,27.3,54.6,18.5,23.8,.777,10.7,31.9,42.6,24.2,7.4,5.1,14.7,19.8,105.0
Memphis Grizzlies,34.3,78.9,9.6,28.1,24.7,50.8,21.3,28.5,.748,9.3,33.1,42.4,19.8,6.9,5.1,14.7,21.3,99.6
Washington Wizards,38.8,85.0,9.8,27.6,29.0,57.4,18.0,24.1,.747,10.8,32.0,42.8,22.8,7.5,4.3,15.6,19.6,105.4
Detroit Pistons,38.1,82.6,8.8,24.1,29.3,58.4,17.0,21.8,.780,8.3,34.0,42.2,23.1,6.9,4.3,12.9,17.3,101.9
Miami Heat,38.1,84.8,8.0,23.1,30.1,61.7,18.1,23.3,.775,10.2,34.0,44.2,20.4,7.0,5.1,13.4,18.8,102.4
Atlanta Hawks,39.2,87.7,10.6,29.6,28.6,58.1,15.4,20.2,.761,10.9,33.3,44.2,22.6,8.9,5.1,15.3,21.4,104.3
Charlotte Hornets,39.4,87.8,11.2,31.3,28.2,56.4,14.5,18.7,.775,9.1,35.7,44.8,23.9,6.9,6.0,12.8,20.3,104.5
Los Angeles Clippers,38.5,86.0,9.0,25.9,29.5,60.1,18.5,23.9,.773,10.5,32.9,43.3,22.6,7.2,3.4,13.1,22.1,104.5
Toronto Raptors,37.9,83.4,9.9,27.5,28.0,55.9,18.9,24.2,.781,10.6,32.4,43.0,22.0,6.4,4.7,15.0,20.4,104.7
Boston Celtics,38.6,85.2,9.3,26.9,29.3,58.3,19.2,25.0,.769,10.8,33.8,44.6,22.7,7.3,5.0,14.0,19.7,105.6
Minnesota Timberwolves,39.0,82.6,9.6,26.3,29.4,56.3,17.9,23.3,.770,9.6,30.8,40.4,22.4,7.8,5.0,14.3,20.8,105.6
Golden State Warriors,39.2,89.6,9.3,28.5,29.9,61.0,18.1,23.6,.765,11.5,31.9,43.3,22.6,8.7,3.8,15.3,20.1,105.8
Sacramento Kings,37.6,81.2,11.0,29.6,26.6,51.7,19.6,25.2,.780,9.6,32.5,42.1,22.9,8.2,5.3,14.7,21.2,105.8
Indiana Pacers,38.3,85.4,10.2,29.1,28.1,56.3,19.3,24.3,.792,11.1,34.2,45.3,22.9,8.2,5.3,15.3,20.0,106.2
Philadelphia 76ers,39.1,85.4,9.2,25.2,29.9,60.2,19.2,25.2,.763,10.7,34.5,45.3,22.2,8.3,5.1,15.1,20.3,106.6
Oklahoma City Thunder,39.4,86.0,8.8,24.8,30.6,61.3,18.4,24.4,.754,9.6,31.8,41.4,21.6,8.3,5.4,13.8,20.9,106.1
New Orleans Pelicans,40.1,89.3,10.5,29.7,29.6,59.6,16.2,20.8,.778,10.4,38.2,48.5,23.5,7.5,4.6,13.7,19.2,106.8
Orlando Magic,39.7,85.7,9.6,26.1,30.2,59.6,17.1,22.2,.767,9.8,35.3,45.1,22.9,7.5,5.1,13.2,18.8,106.1
Portland Trail Blazers,39.0,86.2,10.0,26.5,29.0,59.7,22.0,27.7,.796,10.2,34.7,44.9,21.1,7.9,5.3,13.0,19.7,110.1
New York Knicks,40.1,88.4,9.7,27.8,30.3,60.6,19.3,24.7,.781,11.8,33.1,44.8,22.5,7.6,4.6,13.0,18.5,109.1
Houston Rockets,40.3,87.6,9.8,27.9,30.5,59.6,17.4,22.5,.775,10.3,32.8,43.1,23.1,8.7,4.9,15.3,20.2,107.8
Denver Nuggets,42.2,88.1,9.6,25.8,32.6,62.3,17.7,22.5,.789,9.0,30.9,39.9,24.5,8.5,5.2,11.9,20.7,111.8
Los Angeles Lakers,41.3,86.3,9.9,27.4,31.3,59.0,18.1,23.9,.757,10.4,34.0,44.4,25.0,8.6,5.3,13.9,18.9,110.5
Brooklyn Nets,42.4,91.8,10.1,27.8,32.2,64.0,19.1,24.7,.774,11.3,36.4,47.7,23.1,9.8,6.0,13.1,20.0,113.9
Phoenix Suns,40.1,84.8,9.9,25.5,30.2,59.4,22.4,28.5,.788,9.9,33.4,43.2,22.3,7.9,5.7,15.5,22.0,112.6
