Visitor,Home,Prediction,Result,Prediction_Outcome
New York Knicks,Cleveland Cavaliers,,,
Utah Jazz,Dallas Mavericks,,,
Oklahoma City Thunder,Los Angeles Clippers,,,
Detroit Pistons,Minnesota Timberwolves,,,
Washington Wizards,Orlando Magic,,,
