team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,28,6,12.71,-0.64,12.07,116.0,103.4,100.3,.268,.356,.601,.565,13.5,22.2,.213,.480,12.9,75.2,.203
Toronto Raptors,26.1,24,8,7.88,0.29,8.17,115.8,107.6,95.3,.300,.291,.572,.526,11.0,25.5,.243,.512,14.6,73.8,.208
Houston Rockets,27.3,25,9,7.82,-0.27,7.55,115.6,107.7,98.2,.274,.452,.589,.557,14.1,26.7,.207,.509,13.2,76.4,.206
Cleveland Cavaliers,29.1,22,9,7.13,0.34,7.47,114.2,106.9,96.5,.295,.392,.574,.537,12.5,24.2,.224,.504,12.2,75.7,.170
San Antonio Spurs,29.8,24,9,7.36,-0.08,7.29,112.0,104.2,93.9,.276,.267,.573,.529,12.8,23.8,.227,.497,13.6,78.3,.194
Los Angeles Clippers,30.1,24,11,5.83,-0.48,5.35,111.9,105.9,96.4,.303,.325,.567,.527,12.0,22.4,.230,.498,13.0,76.8,.219
Utah Jazz,26.4,21,12,4.21,-0.16,4.05,109.0,104.3,91.0,.298,.345,.569,.531,13.7,21.3,.227,.477,11.3,76.9,.188
Boston Celtics,25.9,19,15,1.88,0.08,1.96,110.3,108.3,96.0,.251,.367,.555,.516,11.5,21.4,.201,.502,13.1,73.7,.225
Milwaukee Bucks,25.5,18,13,1.94,-0.02,1.92,108.8,106.8,95.6,.261,.287,.557,.522,12.8,22.5,.199,.498,13.0,76.4,.216
Charlotte Hornets,26.7,20,13,2.76,-0.92,1.84,107.4,104.6,96.6,.293,.315,.538,.495,10.8,20.9,.225,.504,11.8,80.2,.149
Memphis Grizzlies,28.5,18,17,0.54,0.25,0.79,103.6,103.0,92.8,.287,.300,.519,.472,12.4,24.0,.224,.489,14.4,78.6,.260
Oklahoma City Thunder,24.7,18,15,1.06,-0.60,0.46,107.4,106.3,97.6,.298,.294,.543,.506,13.6,26.6,.215,.506,12.6,77.6,.197
Detroit Pistons,25.6,17,18,-0.17,0.47,0.30,105.0,105.1,93.9,.220,.260,.523,.492,11.4,22.3,.163,.501,12.1,80.0,.198
Chicago Bulls,27.8,17,16,0.52,-1.00,-0.48,106.7,106.1,94.4,.276,.226,.518,.470,12.3,29.9,.222,.500,12.1,75.8,.158
Washington Wizards,26.1,16,16,-0.47,-0.41,-0.87,108.3,108.8,96.6,.260,.261,.553,.516,13.3,24.3,.201,.529,14.5,75.7,.213
Minnesota Timberwolves,23.6,15,18,-1.48,0.24,-1.25,109.6,111.2,94.4,.289,.279,.548,.505,13.3,28.1,.227,.529,13.4,76.3,.226
Atlanta Hawks,28.3,15,18,-1.76,-0.21,-1.96,103.9,105.7,97.8,.268,.307,.537,.504,14.5,24.7,.193,.510,14.1,76.4,.175
Denver Nuggets,25.2,15,18,-1.82,-0.26,-2.08,109.2,111.0,97.8,.306,.306,.546,.505,13.8,28.3,.229,.518,10.9,79.2,.222
Sacramento Kings,28.8,14,18,-2.16,-0.17,-2.33,106.6,108.8,94.7,.293,.294,.541,.499,12.9,22.2,.225,.521,14.1,75.9,.240
Indiana Pacers,27.2,15,19,-1.74,-0.85,-2.59,105.4,107.1,97.6,.266,.266,.544,.500,12.9,19.8,.216,.502,13.8,74.3,.221
New York Knicks,27.5,13,19,-2.69,0.07,-2.62,107.1,109.9,97.0,.240,.280,.531,.491,12.5,26.4,.191,.500,11.8,74.4,.229
New Orleans Pelicans,25.6,14,21,-3.09,0.33,-2.76,103.4,106.5,97.8,.267,.293,.530,.491,11.6,18.0,.202,.503,12.0,77.7,.176
Portland Trail Blazers,25.1,13,22,-3.86,1.00,-2.86,109.6,113.5,97.4,.279,.336,.559,.517,12.4,21.7,.220,.517,11.7,75.4,.262
Miami Heat,26.1,13,21,-3.29,0.39,-2.91,103.2,106.6,94.5,.245,.290,.515,.489,12.2,24.5,.162,.492,11.9,76.5,.205
Dallas Mavericks,27.6,11,23,-5.50,1.76,-3.74,103.6,109.6,91.2,.217,.365,.528,.492,12.0,19.7,.172,.541,15.1,78.4,.229
Orlando Magic,25.6,12,22,-4.24,-0.56,-4.80,103.3,107.7,95.1,.241,.302,.520,.489,11.8,21.3,.171,.504,11.7,76.7,.191
Los Angeles Lakers,26.1,11,25,-6.11,0.62,-5.49,106.0,112.2,98.1,.269,.295,.539,.498,14.2,26.0,.209,.538,13.0,74.9,.199
Phoenix Suns,25.9,10,23,-6.82,0.44,-6.38,104.2,110.9,100.9,.294,.275,.534,.492,14.1,25.4,.224,.525,14.0,77.5,.268
Philadelphia 76ers,25.1,8,24,-7.50,-0.29,-7.79,101.1,108.7,96.7,.236,.353,.532,.499,15.4,21.7,.176,.509,12.5,75.4,.222
Brooklyn Nets,26.5,8,24,-8.44,0.57,-7.86,103.5,111.7,101.8,.296,.386,.549,.505,15.2,20.3,.232,.520,12.2,74.7,.202
