team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.5,0.42857142857142855,0.6,0.5,2
Los Angeles Lakers,0.18181818181818182,0.25,0.14285714285714285,0.2,-1
Memphis Grizzlies,0.5,0.6,0.42857142857142855,0.5,3
Philadelphia 76ers,0.0,0.0,0.0,0.0,-12
San Antonio Spurs,0.8181818181818182,1.0,0.6666666666666666,0.9,6
Houston Rockets,0.4166666666666667,0.375,0.5,0.5,1
Detroit Pistons,0.5454545454545454,0.75,0.42857142857142855,0.5,1
Boston Celtics,0.5454545454545454,0.42857142857142855,0.75,0.5,-1
Miami Heat,0.6,0.7142857142857143,0.3333333333333333,0.6,-1
Orlando Magic,0.5,0.6666666666666666,0.3333333333333333,0.6,1
Portland Trail Blazers,0.3076923076923077,0.4,0.25,0.3,-7
Golden State Warriors,1.0,1.0,1.0,1.0,12
Chicago Bulls,0.7272727272727273,0.8333333333333334,0.6,0.7,4
Washington Wizards,0.5555555555555556,0.6,0.5,0.5555555555555556,2
Dallas Mavericks,0.6666666666666666,0.6,0.7142857142857143,0.7,5
Minnesota Timberwolves,0.4166666666666667,0.0,0.7142857142857143,0.3,-1
Oklahoma City Thunder,0.5833333333333334,0.7142857142857143,0.4,0.5,1
Charlotte Hornets,0.5,0.8,0.2857142857142857,0.6,1
Milwaukee Bucks,0.45454545454545453,0.5,0.4,0.5,-1
Los Angeles Clippers,0.6,0.8333333333333334,0.25,0.6,1
Toronto Raptors,0.5384615384615384,0.75,0.4444444444444444,0.4,-3
Utah Jazz,0.5454545454545454,0.6666666666666666,0.5,0.6,2
Phoenix Suns,0.5454545454545454,0.625,0.3333333333333333,0.6,-1
Sacramento Kings,0.3333333333333333,0.4444444444444444,0.0,0.3,-1
New Orleans Pelicans,0.08333333333333333,0.2,0.0,0.1,-5
Cleveland Cavaliers,0.7272727272727273,1.0,0.5,0.8,-2
Atlanta Hawks,0.6428571428571429,0.625,0.6666666666666666,0.6,1
Brooklyn Nets,0.16666666666666666,0.25,0.125,0.2,-1
Indiana Pacers,0.5833333333333334,0.6666666666666666,0.5,0.7,1
Denver Nuggets,0.5,0.6,0.42857142857142855,0.5,-1
