team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.453,13.0,.693,.318,.124,.104,.148,.307,.511,.640,.339,.445,.418,.323,.550,.054,101,.269,309,.891,.251,.385,2,0
Boston Celtics,.448,14.0,.639,.294,.140,.069,.135,.361,.498,.617,.357,.406,.437,.358,.556,.028,56,.277,331,.854,.211,.475,7,0
Brooklyn Nets,.439,13.3,.613,.298,.186,.064,.066,.387,.510,.605,.462,.409,.305,.328,.422,.029,52,.298,339,.857,.221,.324,2,0
Chicago Bulls,.440,12.3,.772,.288,.178,.118,.190,.228,.479,.582,.506,.366,.368,.308,.485,.039,67,.266,291,.836,.231,.352,2,0
Charlotte Hornets,.436,13.5,.678,.297,.137,.091,.153,.322,.477,.602,.406,.371,.363,.350,.563,.029,59,.272,326,.805,.148,.373,5,0
Cleveland Cavaliers,.466,14.7,.600,.273,.113,.098,.117,.400,.509,.644,.333,.478,.385,.401,.441,.056,93,.223,237,.836,.276,.473,3,0
Dallas Mavericks,.421,15.1,.638,.210,.127,.113,.188,.362,.470,.623,.405,.429,.371,.335,.433,.040,68,.177,194,.838,.187,.373,3,0
Denver Nuggets,.437,12.3,.707,.333,.169,.084,.121,.293,.473,.569,.415,.351,.375,.350,.461,.044,83,.295,334,.876,.200,.403,5,0
Detroit Pistons,.451,12.6,.757,.253,.204,.137,.162,.243,.484,.636,.390,.439,.404,.347,.461,.044,94,.211,275,.847,.215,.398,10,0
Golden State Warriors,.498,14.4,.637,.288,.110,.108,.132,.363,.565,.722,.433,.415,.453,.379,.662,.068,140,.230,325,.860,.202,.396,11,0
Houston Rockets,.467,14.0,.566,.320,.145,.043,.058,.434,.534,.666,.355,.391,.381,.378,.537,.071,136,.271,354,.766,.199,.376,6,0
Indiana Pacers,.458,13.3,.735,.250,.180,.111,.194,.265,.489,.616,.466,.374,.409,.371,.487,.028,56,.245,311,.863,.225,.422,7,1
Los Angeles Clippers,.466,14.2,.682,.274,.116,.087,.206,.318,.506,.652,.328,.410,.452,.381,.503,.060,111,.229,282,.780,.221,.419,5,0
Los Angeles Lakers,.447,12.8,.715,.276,.192,.115,.131,.285,.486,.655,.348,.376,.433,.347,.459,.057,122,.227,312,.797,.214,.350,7,1
Memphis Grizzlies,.420,13.2,.702,.294,.158,.096,.154,.298,.458,.545,.444,.378,.350,.332,.484,.034,59,.273,292,.822,.220,.413,8,0
Miami Heat,.432,12.4,.711,.319,.169,.087,.136,.289,.473,.590,.364,.396,.379,.333,.434,.054,104,.268,302,.923,.301,.383,3,0
Milwaukee Bucks,.461,11.9,.707,.347,.175,.074,.110,.293,.510,.645,.374,.331,.425,.343,.522,.072,128,.274,304,.929,.266,.316,4,0
Minnesota Timberwolves,.452,12.6,.721,.311,.157,.091,.163,.279,.493,.607,.442,.375,.389,.346,.497,.057,108,.260,281,.826,.249,.371,1,0
New Orleans Pelicans,.438,13.4,.711,.263,.175,.104,.167,.289,.485,.609,.433,.414,.390,.323,.525,.039,78,.236,290,.847,.202,.339,5,0
New York Knicks,.448,13.4,.710,.286,.119,.136,.170,.290,.484,.607,.358,.431,.405,.359,.463,.037,73,.253,295,.860,.218,.444,10,0
Oklahoma City Thunder,.459,11.9,.705,.348,.145,.119,.094,.295,.514,.633,.399,.428,.359,.330,.473,.066,121,.283,347,.839,.304,.386,5,0
Orlando Magic,.424,13.6,.702,.256,.177,.100,.170,.298,.462,.604,.375,.438,.352,.333,.496,.034,64,.229,264,.895,.186,.316,8,0
Philadelphia 76ers,.434,14.0,.644,.269,.145,.106,.124,.356,.473,.646,.352,.355,.348,.362,.516,.032,58,.244,297,.865,.172,.379,4,0
Phoenix Suns,.443,12.9,.727,.297,.150,.117,.163,.273,.484,.608,.422,.394,.381,.334,.381,.046,85,.256,308,.831,.300,.320,7,0
Portland Trail Blazers,.455,13.8,.657,.273,.153,.093,.137,.343,.500,.607,.422,.437,.415,.370,.464,.040,84,.240,305,.803,.230,.367,6,0
Sacramento Kings,.447,12.7,.717,.286,.194,.085,.151,.283,.487,.648,.396,.372,.366,.346,.503,.055,99,.273,322,.859,.253,.331,7,0
San Antonio Spurs,.463,13.8,.724,.237,.161,.119,.209,.276,.487,.626,.392,.403,.448,.400,.531,.045,73,.205,233,.885,.269,.459,6,0
Toronto Raptors,.477,13.4,.714,.247,.179,.121,.166,.286,.505,.641,.455,.455,.399,.406,.407,.044,83,.223,257,.809,.291,.426,4,1
Utah Jazz,.464,13.5,.659,.291,.141,.102,.125,.341,.517,.650,.438,.460,.346,.362,.433,.061,108,.235,271,.793,.227,.349,5,0
Washington Wizards,.454,12.9,.748,.279,.158,.128,.184,.252,.488,.597,.442,.434,.400,.354,.473,.029,49,.263,301,.827,.251,.307,3,0
