Visitor,Home,Prediction,Result,Prediction_Outcome
Boston Celtics,Brooklyn Nets,,,
Golden State Warriors,Denver Nuggets,,,
Toronto Raptors,Los Angeles Clippers,,,
Portland Trail Blazers,Los Angeles Lakers,,,
Phoenix Suns,New Orleans Pelicans,,,
Dallas Mavericks,Oklahoma City Thunder,,,
