team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.1,87.1,12.0,31.3,31.0,55.8,17.9,22.7,.788,9.3,34.9,44.3,30.4,9.7,6.8,14.8,19.4,116.1
Houston Rockets,40.3,87.2,14.3,39.9,26.0,47.3,20.3,26.5,.766,10.9,33.4,44.4,25.1,8.3,4.3,15.2,20.0,115.3
Denver Nuggets,41.2,88.0,10.5,28.6,30.7,59.4,18.8,24.3,.774,12.0,34.3,46.3,25.3,7.0,3.9,14.8,19.3,111.7
Washington Wizards,41.3,87.1,9.3,24.8,32.0,62.3,17.5,22.3,.784,10.3,32.6,42.9,23.9,8.5,4.2,14.1,21.5,109.4
Cleveland Cavaliers,40.0,84.9,13.0,33.7,27.0,51.2,17.5,23.5,.746,9.4,34.3,43.7,22.7,6.7,4.0,13.5,18.1,110.5
Los Angeles Clippers,39.4,83.1,10.3,27.4,29.1,55.6,19.4,26.1,.745,9.0,34.0,43.0,22.4,7.5,4.3,13.2,20.0,108.5
Portland Trail Blazers,39.6,86.0,10.3,27.7,29.3,58.3,18.7,24.0,.781,10.0,33.5,43.5,21.2,7.1,5.0,13.8,21.3,108.2
Boston Celtics,38.5,84.9,11.9,33.3,26.6,51.7,18.8,23.3,.808,9.1,32.7,41.8,25.0,7.5,4.2,13.4,20.6,107.7
Phoenix Suns,39.8,88.5,7.5,22.6,32.3,65.8,20.4,26.2,.776,11.9,33.1,45.0,19.5,8.3,4.9,15.7,24.8,107.4
Toronto Raptors,39.2,84.4,8.8,24.3,30.4,60.1,19.8,24.9,.798,10.7,32.5,43.2,18.5,8.3,5.0,12.7,20.9,107.1
Brooklyn Nets,38.0,85.1,10.8,31.6,27.2,53.5,19.3,24.5,.786,8.7,35.0,43.8,21.5,7.1,4.7,16.6,21.2,106.2
Charlotte Hornets,37.9,85.4,10.2,28.8,27.7,56.6,19.5,23.9,.815,8.8,35.0,43.7,23.2,6.9,4.8,11.5,16.7,105.5
Oklahoma City Thunder,39.5,87.1,8.5,25.8,31.0,61.3,19.2,25.8,.745,11.9,34.4,46.4,21.1,8.0,5.1,15.1,20.8,106.8
Indiana Pacers,39.0,84.5,8.6,23.1,30.4,61.5,18.0,22.2,.811,9.0,32.9,41.9,22.3,8.2,5.0,13.8,19.6,104.6
New York Knicks,39.6,88.6,8.6,24.6,31.0,64.0,16.7,21.2,.791,11.9,33.4,45.4,21.8,7.1,5.6,13.9,20.5,104.5
San Antonio Spurs,39.4,83.6,9.2,23.5,30.1,60.1,17.8,22.3,.801,9.9,33.9,43.7,24.0,8.1,6.0,13.5,18.4,105.8
Milwaukee Bucks,38.9,81.9,8.8,23.7,30.2,58.3,17.5,22.7,.769,8.8,31.4,40.2,24.2,8.2,5.3,13.9,20.3,104.1
Minnesota Timberwolves,39.4,84.4,7.4,21.1,32.0,63.3,19.3,24.2,.797,11.5,31.0,42.6,23.5,7.9,4.6,14.1,20.2,105.4
Los Angeles Lakers,39.2,87.3,9.0,25.9,30.2,61.4,17.2,22.7,.756,11.4,32.2,43.6,20.8,8.0,3.9,15.2,20.8,104.7
New Orleans Pelicans,39.0,86.9,9.6,27.0,29.5,59.9,16.9,22.5,.752,8.6,35.4,44.1,22.8,7.8,5.6,12.9,18.2,104.5
Chicago Bulls,38.5,86.9,7.4,22.2,31.1,64.8,18.1,22.7,.797,12.2,33.7,45.9,22.5,7.7,4.8,13.5,17.7,102.5
Philadelphia 76ers,37.7,85.4,10.2,29.8,27.6,55.6,16.8,21.9,.768,9.8,33.2,43.0,23.9,8.4,5.2,16.7,21.9,102.5
Atlanta Hawks,38.0,84.4,8.8,25.8,29.2,58.6,18.2,25.1,.725,10.4,34.0,44.4,23.3,8.3,4.9,15.8,18.2,102.9
Miami Heat,39.0,85.8,9.9,27.1,29.1,58.7,15.0,21.2,.705,10.6,33.0,43.6,21.2,7.1,5.8,13.3,20.5,102.9
Orlando Magic,38.3,87.1,8.5,26.0,29.8,61.0,16.0,21.5,.745,10.0,33.3,43.3,22.1,7.1,4.8,13.3,19.3,101.1
Sacramento Kings,37.7,82.1,9.1,24.1,28.6,58.0,18.0,23.2,.774,8.7,32.3,41.1,22.3,7.7,4.0,14.7,20.4,102.4
Memphis Grizzlies,36.4,83.8,9.3,26.5,27.1,57.3,18.6,23.7,.784,10.8,32.1,42.9,21.3,8.1,4.1,12.9,22.6,100.7
Detroit Pistons,39.7,88.3,7.5,23.1,32.2,65.3,14.0,19.5,.720,10.9,34.7,45.6,21.1,7.0,3.9,11.9,18.0,101.1
Utah Jazz,36.9,79.4,9.6,25.9,27.3,53.4,17.2,23.0,.749,9.4,33.9,43.3,19.9,6.7,4.9,13.6,18.9,100.6
Dallas Mavericks,36.2,82.1,10.7,29.8,25.5,52.2,14.9,18.6,.804,7.8,30.6,38.4,20.7,7.6,3.7,11.9,19.2,97.9
