team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.450,12.8,.694,.330,.118,.094,.152,.306,.498,.616,.341,.388,.429,.341,.535,.054,321,.287,1038,.876,.234,.394,11,0
Boston Celtics,.453,14.1,.608,.295,.131,.071,.111,.392,.514,.632,.396,.421,.400,.359,.564,.032,198,.272,1069,.837,.220,.412,20,0
Brooklyn Nets,.447,13.1,.629,.308,.174,.076,.071,.371,.508,.616,.423,.393,.371,.343,.452,.035,214,.299,1134,.848,.216,.378,20,0
Chicago Bulls,.443,12.7,.745,.278,.170,.119,.178,.255,.480,.595,.451,.395,.382,.335,.514,.037,235,.254,960,.877,.287,.410,9,0
Charlotte Hornets,.444,13.8,.663,.284,.133,.097,.149,.337,.489,.611,.401,.415,.383,.354,.545,.034,210,.255,979,.794,.134,.379,15,1
Cleveland Cavaliers,.471,14.3,.603,.288,.109,.094,.114,.397,.527,.662,.357,.429,.427,.387,.438,.060,367,.234,901,.833,.290,.424,6,0
Dallas Mavericks,.441,15.2,.636,.199,.129,.119,.188,.364,.488,.636,.448,.443,.388,.358,.469,.038,220,.167,616,.815,.196,.370,15,0
Denver Nuggets,.468,12.6,.675,.330,.157,.078,.110,.325,.517,.625,.435,.390,.397,.368,.524,.051,318,.286,1110,.871,.190,.379,19,0
Detroit Pistons,.450,12.9,.739,.252,.188,.143,.156,.261,.494,.645,.389,.446,.417,.326,.458,.043,272,.213,860,.836,.197,.381,30,1
Golden State Warriors,.495,14.0,.641,.304,.103,.105,.129,.359,.556,.688,.406,.437,.463,.385,.657,.073,469,.238,994,.832,.210,.412,28,1
Houston Rockets,.463,14.2,.542,.323,.126,.042,.051,.458,.550,.664,.387,.371,.386,.359,.542,.075,452,.272,1099,.769,.203,.395,13,0
Indiana Pacers,.461,13.4,.727,.236,.187,.106,.197,.273,.494,.617,.466,.417,.416,.375,.496,.035,212,.231,882,.833,.262,.406,19,1
Los Angeles Clippers,.474,14.2,.670,.272,.119,.081,.197,.330,.523,.658,.420,.418,.440,.376,.493,.066,390,.221,839,.780,.200,.422,16,2
Los Angeles Lakers,.449,12.5,.704,.294,.188,.103,.118,.296,.492,.632,.394,.380,.395,.349,.456,.054,333,.247,948,.776,.219,.376,16,1
Memphis Grizzlies,.435,13.3,.683,.288,.158,.093,.144,.317,.474,.578,.417,.386,.382,.351,.505,.032,192,.268,947,.814,.191,.406,27,0
Miami Heat,.455,13.0,.684,.289,.167,.094,.134,.316,.496,.628,.413,.389,.390,.366,.428,.053,329,.238,881,.886,.303,.404,13,0
Milwaukee Bucks,.475,11.7,.711,.355,.172,.077,.108,.289,.518,.643,.400,.380,.393,.370,.533,.073,437,.284,1041,.925,.279,.383,11,0
Minnesota Timberwolves,.466,12.4,.750,.301,.165,.098,.186,.250,.505,.642,.435,.389,.407,.349,.531,.058,357,.249,937,.878,.267,.390,10,0
New Orleans Pelicans,.449,13.3,.689,.280,.169,.092,.147,.311,.492,.622,.413,.427,.377,.354,.502,.048,301,.244,932,.836,.219,.377,11,0
New York Knicks,.447,13.1,.723,.290,.126,.133,.173,.277,.484,.589,.378,.440,.419,.350,.468,.039,251,.257,957,.849,.229,.430,22,0
Oklahoma City Thunder,.454,12.0,.704,.344,.147,.104,.109,.296,.506,.617,.419,.398,.379,.330,.469,.064,387,.282,1061,.773,.251,.340,19,2
Orlando Magic,.440,13.4,.701,.264,.170,.110,.157,.299,.489,.620,.424,.419,.386,.325,.493,.042,264,.231,887,.871,.184,.293,24,0
Philadelphia 76ers,.442,13.2,.651,.306,.150,.093,.101,.349,.496,.640,.378,.383,.344,.341,.544,.047,288,.266,1042,.869,.152,.403,8,0
Phoenix Suns,.450,12.4,.744,.307,.153,.118,.165,.256,.491,.626,.411,.402,.375,.331,.420,.057,346,.258,1018,.797,.275,.328,20,0
Portland Trail Blazers,.460,13.3,.678,.298,.142,.091,.148,.322,.502,.598,.420,.447,.420,.373,.446,.048,294,.247,904,.792,.202,.376,15,0
Sacramento Kings,.459,13.0,.706,.259,.195,.098,.154,.294,.493,.638,.423,.404,.398,.376,.501,.050,285,.252,928,.875,.238,.411,18,0
San Antonio Spurs,.471,13.3,.719,.255,.159,.116,.189,.281,.502,.650,.431,.387,.432,.392,.528,.048,281,.216,830,.879,.269,.437,12,0
Toronto Raptors,.464,13.1,.712,.254,.184,.120,.154,.288,.505,.627,.455,.448,.406,.364,.373,.041,251,.234,876,.814,.274,.380,10,1
Utah Jazz,.465,13.0,.673,.296,.152,.105,.120,.327,.511,.650,.417,.425,.361,.370,.449,.068,388,.234,832,.794,.276,.385,13,1
Washington Wizards,.474,13.0,.715,.300,.137,.109,.169,.285,.514,.629,.428,.427,.438,.374,.497,.047,292,.260,1040,.860,.254,.357,10,0
